covariate 1:   name=covariate1, type=float, missing=  0 of 200, average=-0.051682, stdev=1.014079, range=[-3.039989,2.843286], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 200, average=0.099889, stdev=1.037584, range=[-2.958419,2.522862], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 200, average=0.002509, stdev=0.984875, range=[-2.764910,2.427190], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 200, average=-0.099585, stdev=0.967446, range=[-3.132192,2.771349], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 200, average=-0.056791, stdev=0.985554, range=[-2.646188,2.565283], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 200, average=0.114182, stdev=1.042925, range=[-2.573689,3.392419], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 200, average=0.030891, stdev=0.976051, range=[-2.452398,3.294687], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of 200, average=0.056243, stdev=1.005663, range=[-2.642169,2.293001], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of 200, average=0.093604, stdev=1.048533, range=[-3.862589,2.939521], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of 200, average=-0.054494, stdev=1.088932, range=[-3.725950,3.329696], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of 200, average=-0.022164, stdev=1.060043, range=[-2.569696,2.636783], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of 200, average=0.014366, stdev=1.018789, range=[-3.135127,2.813769], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of 200, average=0.055476, stdev=1.119708, range=[-2.797501,3.670736], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of 200, average=-0.014865, stdev=0.972713, range=[-3.358805,2.424301], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of 200, average=0.012013, stdev=1.024003, range=[-2.701947,3.295598], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of 200, average=-0.000840, stdev=1.037395, range=[-3.181075,2.775229], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of 200, average=0.072979, stdev=0.965392, range=[-2.555314,2.982751], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 200, average=-0.107041, stdev=1.050099, range=[-3.129145,2.505284], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of 200, average=0.055544, stdev=1.146574, range=[-2.568387,3.370984], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of 200, average=0.111185, stdev=0.919729, range=[-2.490086,3.059762], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of 200, average=-0.111206, stdev=1.067709, range=[-2.942303,3.091104], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of 200, average=0.031801, stdev=1.030078, range=[-2.289484,2.764331], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of 200, average=-0.046238, stdev=0.949858, range=[-2.442859,2.841348], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of 200, average=-0.003916, stdev=0.987404, range=[-3.311281,2.894522], active=1
covariate 67:  name=covariate67, type=float, missing=  0 of 200, average=-0.048228, stdev=1.008671, range=[-2.676186,3.001854], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of 200, average=-0.041864, stdev=1.020668, range=[-2.589919,2.667063], active=1
covariate 69:  name=covariate69, type=float, missing=  0 of 200, average=0.114510, stdev=1.007523, range=[-2.415937,2.778292], active=1
covariate 70:  name=covariate70, type=float, missing=  0 of 200, average=-0.086211, stdev=0.958778, range=[-3.988325,2.291412], active=1
covariate 71:  name=covariate71, type=float, missing=  0 of 200, average=0.011958, stdev=0.932878, range=[-2.210253,2.551077], active=1
covariate 72:  name=covariate72, type=float, missing=  0 of 200, average=-0.045409, stdev=1.003297, range=[-2.810633,2.330350], active=1
covariate 73:  name=covariate73, type=float, missing=  0 of 200, average=0.025058, stdev=0.992204, range=[-3.040307,2.905258], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of 200, average=-0.048829, stdev=0.992531, range=[-2.453951,2.807941], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of 200, average=0.007089, stdev=0.959330, range=[-2.146897,3.139757], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of 200, average=-0.122860, stdev=1.074482, range=[-2.794319,3.037137], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of 200, average=-0.046222, stdev=1.001576, range=[-2.775369,2.655798], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of 200, average=-0.033831, stdev=1.050476, range=[-2.791904,2.917875], active=1
covariate 79:  name=covariate79, type=float, missing=  0 of 200, average=0.058429, stdev=1.023405, range=[-2.728678,3.365470], active=1
covariate 80:  name=covariate80, type=float, missing=  0 of 200, average=0.052063, stdev=1.024827, range=[-2.356114,2.366539], active=1
covariate 81:  name=covariate81, type=float, missing=  0 of 200, average=-0.052079, stdev=0.843178, range=[-2.512027,1.601309], active=1
covariate 82:  name=covariate82, type=float, missing=  0 of 200, average=0.108633, stdev=0.982403, range=[-2.088229,3.363779], active=1
covariate 83:  name=covariate83, type=float, missing=  0 of 200, average=0.029008, stdev=0.994813, range=[-2.682784,2.453957], active=1
covariate 84:  name=covariate84, type=float, missing=  0 of 200, average=-0.062693, stdev=1.022183, range=[-2.879533,2.640836], active=1
covariate 85:  name=covariate85, type=float, missing=  0 of 200, average=0.000894, stdev=0.971304, range=[-2.534474,2.580571], active=1
covariate 86:  name=covariate86, type=float, missing=  0 of 200, average=0.063269, stdev=1.060134, range=[-2.270846,3.198740], active=1
covariate 87:  name=covariate87, type=float, missing=  0 of 200, average=-0.011415, stdev=0.934361, range=[-2.819895,3.183907], active=1
covariate 88:  name=covariate88, type=float, missing=  0 of 200, average=-0.126652, stdev=0.961001, range=[-2.610266,2.444042], active=1
covariate 89:  name=covariate89, type=float, missing=  0 of 200, average=0.024353, stdev=0.905860, range=[-2.496177,2.279614], active=1
covariate 90:  name=covariate90, type=float, missing=  0 of 200, average=0.108739, stdev=0.994362, range=[-3.232788,2.553189], active=1
covariate 91:  name=covariate91, type=float, missing=  0 of 200, average=-0.138020, stdev=1.026076, range=[-2.804198,2.211382], active=1
covariate 92:  name=covariate92, type=float, missing=  0 of 200, average=0.071072, stdev=0.962989, range=[-3.437631,2.449489], active=1
covariate 93:  name=covariate93, type=float, missing=  0 of 200, average=-0.037890, stdev=1.079098, range=[-3.125852,2.600647], active=1
covariate 94:  name=covariate94, type=float, missing=  0 of 200, average=0.087518, stdev=1.075748, range=[-2.667464,3.488095], active=1
covariate 95:  name=covariate95, type=float, missing=  0 of 200, average=-0.045753, stdev=0.884356, range=[-2.086406,2.603622], active=1
covariate 96:  name=covariate96, type=float, missing=  0 of 200, average=0.089141, stdev=1.134594, range=[-2.366371,3.271748], active=1
covariate 97:  name=covariate97, type=float, missing=  0 of 200, average=-0.017302, stdev=0.984493, range=[-2.982808,2.468764], active=1
covariate 98:  name=covariate98, type=float, missing=  0 of 200, average=0.072322, stdev=1.084814, range=[-3.409854,4.501441], active=1
covariate 99:  name=covariate99, type=float, missing=  0 of 200, average=0.076862, stdev=0.951934, range=[-2.737757,2.759135], active=1
covariate 100: name=covariate100, type=float, missing=  0 of 200, average=0.098533, stdev=0.990795, range=[-3.599354,2.472454], active=1
covariate 101: name=covariate101, type=float, missing=  0 of 200, average=0.041523, stdev=0.979701, range=[-3.019408,2.827594], active=1
covariate 102: name=covariate102, type=float, missing=  0 of 200, average=-0.024548, stdev=0.983856, range=[-2.511030,2.518415], active=1
covariate 103: name=covariate103, type=float, missing=  0 of 200, average=-0.019088, stdev=0.966362, range=[-2.643627,2.577604], active=1
covariate 104: name=covariate104, type=float, missing=  0 of 200, average=-0.013662, stdev=1.102887, range=[-2.774188,2.775199], active=1
covariate 105: name=covariate105, type=float, missing=  0 of 200, average=0.095896, stdev=0.957640, range=[-2.454499,2.205326], active=1
covariate 106: name=covariate106, type=float, missing=  0 of 200, average=0.050596, stdev=0.950198, range=[-2.069255,2.637334], active=1
covariate 107: name=covariate107, type=float, missing=  0 of 200, average=-0.047866, stdev=1.005918, range=[-2.795402,2.410693], active=1
covariate 108: name=covariate108, type=float, missing=  0 of 200, average=-0.057962, stdev=0.955853, range=[-2.929060,2.409029], active=1
covariate 109: name=covariate109, type=float, missing=  0 of 200, average=-0.080214, stdev=1.000381, range=[-2.648760,3.106641], active=1
covariate 110: name=covariate110, type=float, missing=  0 of 200, average=-0.044470, stdev=0.998211, range=[-2.647458,2.806979], active=1
covariate 111: name=covariate111, type=float, missing=  0 of 200, average=0.063013, stdev=1.015638, range=[-2.301006,2.443367], active=1
covariate 112: name=covariate112, type=float, missing=  0 of 200, average=0.003403, stdev=1.048599, range=[-2.441294,2.494142], active=1
covariate 113: name=covariate113, type=float, missing=  0 of 200, average=-0.033009, stdev=0.909099, range=[-2.527528,2.374544], active=1
covariate 114: name=covariate114, type=float, missing=  0 of 200, average=0.006917, stdev=1.069508, range=[-2.704428,2.580378], active=1
covariate 115: name=covariate115, type=float, missing=  0 of 200, average=-0.011731, stdev=0.954827, range=[-2.254822,2.413572], active=1
covariate 116: name=covariate116, type=float, missing=  0 of 200, average=-0.014971, stdev=1.051749, range=[-3.725273,3.157414], active=1
covariate 117: name=covariate117, type=float, missing=  0 of 200, average=0.054825, stdev=0.998359, range=[-2.926734,2.259818], active=1
covariate 118: name=covariate118, type=float, missing=  0 of 200, average=-0.038558, stdev=0.940950, range=[-3.815216,2.095506], active=1
covariate 119: name=covariate119, type=float, missing=  0 of 200, average=0.090970, stdev=1.117339, range=[-2.493247,2.794066], active=1
covariate 120: name=covariate120, type=float, missing=  0 of 200, average=-0.081172, stdev=0.974051, range=[-2.818440,3.469988], active=1
