covariate 1:   name=covariate1, type=float, missing=  4 of 100, average=-0.032619, stdev=1.021392, range=[-2.756257,2.330804], active=1
covariate 30:  name=covariate30, type=float, missing=  4 of 100, average=-0.180770, stdev=1.094288, range=[-3.275780,3.085420], active=1
covariate 31:  name=covariate31, type=float, missing=  6 of 100, average=-0.064571, stdev=0.844831, range=[-2.246461,1.897929], active=1
covariate 32:  name=covariate32, type=float, missing=  3 of 100, average=-0.041451, stdev=0.933348, range=[-2.380761,2.404362], active=1
covariate 33:  name=covariate33, type=float, missing= 10 of 100, average=-0.289703, stdev=0.882547, range=[-3.099522,1.756639], active=1
covariate 34:  name=covariate34, type=float, missing=  4 of 100, average=0.064092, stdev=1.070169, range=[-2.303787,2.358054], active=1
covariate 35:  name=covariate35, type=float, missing=  7 of 100, average=0.045445, stdev=0.970684, range=[-2.153289,1.916659], active=1
covariate 36:  name=covariate36, type=float, missing=  5 of 100, average=0.051251, stdev=1.044218, range=[-3.108194,2.397696], active=1
covariate 37:  name=covariate37, type=float, missing=  5 of 100, average=-0.140062, stdev=0.907091, range=[-2.606798,1.619466], active=1
covariate 38:  name=covariate38, type=float, missing=  5 of 100, average=0.012099, stdev=0.904236, range=[-2.491600,1.704340], active=1
covariate 39:  name=covariate39, type=float, missing=  6 of 100, average=0.050407, stdev=1.090387, range=[-2.131457,2.965115], active=1
covariate 40:  name=covariate40, type=float, missing=  4 of 100, average=-0.194296, stdev=0.854246, range=[-2.017302,1.821321], active=1
covariate 41:  name=covariate41, type=float, missing=  4 of 100, average=-0.010077, stdev=1.065610, range=[-3.126053,2.199479], active=1
covariate 42:  name=covariate42, type=float, missing=  3 of 100, average=-0.086144, stdev=0.964633, range=[-2.346776,2.394338], active=1
covariate 43:  name=covariate43, type=float, missing=  9 of 100, average=-0.119842, stdev=0.922692, range=[-2.255315,2.206740], active=1
covariate 44:  name=covariate44, type=float, missing=  4 of 100, average=0.015639, stdev=0.951060, range=[-1.994216,2.644843], active=1
covariate 45:  name=covariate45, type=float, missing=  6 of 100, average=-0.054026, stdev=0.938210, range=[-1.813193,2.752553], active=1
covariate 46:  name=covariate46, type=float, missing=  6 of 100, average=-0.155581, stdev=0.990981, range=[-2.420162,2.184220], active=1
covariate 47:  name=covariate47, type=float, missing=  3 of 100, average=-0.052426, stdev=1.018912, range=[-2.279324,2.449496], active=1
covariate 48:  name=covariate48, type=float, missing=  1 of 100, average=-0.003158, stdev=0.939439, range=[-1.958784,1.876144], active=1
covariate 49:  name=covariate49, type=float, missing=  7 of 100, average=0.019766, stdev=0.853808, range=[-1.677185,2.406447], active=1
covariate 50:  name=covariate50, type=float, missing=  3 of 100, average=0.002526, stdev=1.055609, range=[-2.527425,2.488519], active=1
covariate 51:  name=covariate51, type=float, missing=  3 of 100, average=0.047311, stdev=0.945542, range=[-2.652508,2.374516], active=1
covariate 52:  name=covariate52, type=float, missing=  4 of 100, average=0.260060, stdev=1.122465, range=[-3.312640,2.646192], active=1
covariate 53:  name=covariate53, type=float, missing=  2 of 100, average=0.164100, stdev=1.028030, range=[-2.547820,2.396938], active=1
covariate 54:  name=covariate54, type=float, missing=  3 of 100, average=0.141388, stdev=1.060922, range=[-2.494247,3.412820], active=1
covariate 55:  name=covariate55, type=float, missing=  7 of 100, average=0.084357, stdev=0.977813, range=[-3.198375,2.535623], active=1
covariate 56:  name=covariate56, type=float, missing=  9 of 100, average=-0.086436, stdev=1.089549, range=[-2.783113,1.876826], active=1
covariate 57:  name=covariate57, type=float, missing=  6 of 100, average=-0.045916, stdev=1.012956, range=[-2.212620,2.275696], active=1
covariate 58:  name=covariate58, type=float, missing=  8 of 100, average=0.071831, stdev=1.029330, range=[-2.498169,2.786212], active=1
covariate 59:  name=covariate59, type=float, missing=  3 of 100, average=0.058563, stdev=0.969923, range=[-3.135955,2.224479], active=1
covariate 60:  name=covariate60, type=float, missing=  2 of 100, average=-0.142241, stdev=1.038602, range=[-2.332164,2.163982], active=1
