covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.011819, stdev=0.984926, range=[-2.848137,2.826368], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 100, average=-0.230760, stdev=1.025902, range=[-2.615025,1.926297], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of 100, average=-0.125873, stdev=0.939042, range=[-2.016481,2.170866], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of 100, average=0.003363, stdev=0.872907, range=[-2.080656,2.549925], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of 100, average=-0.029360, stdev=0.971899, range=[-2.212227,2.571003], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of 100, average=-0.014002, stdev=0.910877, range=[-2.327021,2.613621], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of 100, average=-0.103704, stdev=1.036325, range=[-2.298968,2.177750], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of 100, average=0.048330, stdev=1.121188, range=[-2.608663,2.517933], active=1
covariate 67:  name=covariate67, type=float, missing=  0 of 100, average=0.112021, stdev=1.059855, range=[-2.505341,3.198421], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of 100, average=-0.114739, stdev=0.979897, range=[-2.230533,1.969327], active=1
covariate 69:  name=covariate69, type=float, missing=  0 of 100, average=0.053807, stdev=0.994861, range=[-2.033773,2.722702], active=1
covariate 70:  name=covariate70, type=float, missing=  0 of 100, average=0.224202, stdev=1.004380, range=[-2.038263,3.663233], active=1
covariate 71:  name=covariate71, type=float, missing=  0 of 100, average=-0.007066, stdev=0.933199, range=[-2.116857,2.409000], active=1
covariate 72:  name=covariate72, type=float, missing=  0 of 100, average=-0.113967, stdev=1.030959, range=[-2.571682,3.041003], active=1
covariate 73:  name=covariate73, type=float, missing=  0 of 100, average=-0.025889, stdev=0.937394, range=[-2.543648,2.219121], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of 100, average=0.044756, stdev=1.149110, range=[-2.356768,2.654656], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of 100, average=0.069998, stdev=1.010248, range=[-2.091686,3.027899], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of 100, average=0.016308, stdev=1.052386, range=[-2.602424,2.216740], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of 100, average=-0.002177, stdev=0.905202, range=[-1.687452,3.331193], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of 100, average=0.107580, stdev=0.945845, range=[-2.485186,2.519195], active=1
covariate 79:  name=covariate79, type=float, missing=  0 of 100, average=0.056620, stdev=1.037549, range=[-2.571297,2.446503], active=1
covariate 80:  name=covariate80, type=float, missing=  0 of 100, average=0.196307, stdev=0.935577, range=[-1.790883,2.932420], active=1
covariate 81:  name=covariate81, type=float, missing=  0 of 100, average=-0.040753, stdev=1.034176, range=[-2.185004,2.866515], active=1
covariate 82:  name=covariate82, type=float, missing=  0 of 100, average=0.189058, stdev=1.073083, range=[-2.478254,2.809886], active=1
covariate 83:  name=covariate83, type=float, missing=  0 of 100, average=-0.087910, stdev=0.990473, range=[-2.673193,1.918132], active=1
covariate 84:  name=covariate84, type=float, missing=  0 of 100, average=-0.041148, stdev=1.003868, range=[-2.548180,3.028265], active=1
covariate 85:  name=covariate85, type=float, missing=  0 of 100, average=-0.013704, stdev=1.097459, range=[-3.397896,2.535863], active=1
covariate 86:  name=covariate86, type=float, missing=  0 of 100, average=0.010333, stdev=0.930205, range=[-2.252460,2.753639], active=1
covariate 87:  name=covariate87, type=float, missing=  0 of 100, average=0.121046, stdev=1.043271, range=[-2.568089,2.719974], active=1
covariate 88:  name=covariate88, type=float, missing=  0 of 100, average=-0.060285, stdev=0.954092, range=[-2.268863,3.428606], active=1
covariate 89:  name=covariate89, type=float, missing=  0 of 100, average=-0.085353, stdev=0.938223, range=[-2.194592,2.154496], active=1
covariate 90:  name=covariate90, type=float, missing=  0 of 100, average=-0.059637, stdev=0.992662, range=[-2.784476,2.520772], active=1
covariate 91:  name=covariate91, type=float, missing=  0 of 100, average=0.134636, stdev=1.068073, range=[-2.554406,2.587798], active=1
covariate 92:  name=covariate92, type=float, missing=  0 of 100, average=-0.186588, stdev=0.945264, range=[-3.573265,1.974618], active=1
covariate 93:  name=covariate93, type=float, missing=  0 of 100, average=0.035311, stdev=0.957919, range=[-2.266839,2.164952], active=1
covariate 94:  name=covariate94, type=float, missing=  0 of 100, average=-0.066681, stdev=0.929313, range=[-2.936210,1.667662], active=1
covariate 95:  name=covariate95, type=float, missing=  0 of 100, average=0.121345, stdev=0.991190, range=[-2.159178,2.739327], active=1
covariate 96:  name=covariate96, type=float, missing=  0 of 100, average=-0.077526, stdev=1.043332, range=[-2.443237,2.851205], active=1
covariate 97:  name=covariate97, type=float, missing=  0 of 100, average=0.028672, stdev=0.928780, range=[-2.367030,2.708402], active=1
covariate 98:  name=covariate98, type=float, missing=  0 of 100, average=-0.024655, stdev=0.885238, range=[-1.890452,2.307046], active=1
covariate 99:  name=covariate99, type=float, missing=  0 of 100, average=-0.174740, stdev=1.056371, range=[-2.259008,2.861545], active=1
covariate 100: name=covariate100, type=float, missing=  0 of 100, average=-0.092404, stdev=0.917884, range=[-2.604881,1.956600], active=1
