covariate 1:   name=covariate1, type=float, missing=  0 of  10, average=0.550878, stdev=1.111626, range=[-1.066643,2.568210], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of  10, average=0.490853, stdev=1.043024, range=[-1.276717,2.239302], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of  10, average=-0.063444, stdev=0.824475, range=[-1.181029,1.212687], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of  10, average=0.576036, stdev=1.570721, range=[-3.082945,2.856328], active=1
covariate 28:  name=covariate28, type=float, missing=  1 of  10, average=-0.310149, stdev=0.692969, range=[-1.179853,0.766698], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of  10, average=-0.047670, stdev=1.096957, range=[-1.936962,1.523645], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of  10, average=-0.522704, stdev=1.046012, range=[-2.742547,0.968028], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of  10, average=0.289692, stdev=0.786944, range=[-1.325995,1.001785], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of  10, average=0.261113, stdev=1.314669, range=[-1.814556,2.562833], active=1
covariate 33:  name=covariate33, type=float, missing=  2 of  10, average=-0.341930, stdev=0.653086, range=[-1.231030,0.609015], active=1
covariate 34:  name=covariate34, type=float, missing=  2 of  10, average=0.142471, stdev=0.421333, range=[-0.513736,0.776358], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of  10, average=-0.087409, stdev=1.230460, range=[-1.515610,2.794159], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of  10, average=-0.158365, stdev=1.313133, range=[-1.704708,2.637028], active=1
covariate 37:  name=covariate37, type=float, missing=  1 of  10, average=0.182285, stdev=1.196945, range=[-1.740756,2.065913], active=1
covariate 38:  name=covariate38, type=float, missing=  1 of  10, average=-0.105382, stdev=0.713950, range=[-1.100702,1.476192], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of  10, average=0.087934, stdev=1.092068, range=[-1.526364,2.146453], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of  10, average=0.642843, stdev=0.882903, range=[-1.042546,2.359823], active=1
covariate 41:  name=covariate41, type=float, missing=  2 of  10, average=0.197265, stdev=1.022156, range=[-1.330425,1.869581], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of  10, average=-0.222679, stdev=0.817643, range=[-1.169489,1.379739], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of  10, average=0.080038, stdev=0.809244, range=[-0.998414,1.760339], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of  10, average=-0.322575, stdev=1.145758, range=[-2.224533,1.630575], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of  10, average=0.076825, stdev=0.797623, range=[-1.727089,1.176733], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of  10, average=0.592871, stdev=0.760119, range=[-0.660735,1.673890], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of  10, average=-0.024609, stdev=0.694635, range=[-1.523999,1.079135], active=1
covariate 48:  name=covariate48, type=float, missing=  1 of  10, average=0.023788, stdev=0.807633, range=[-1.498026,1.273163], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of  10, average=0.151884, stdev=0.584664, range=[-0.588856,1.294801], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of  10, average=-0.444996, stdev=0.604648, range=[-1.556604,0.284491], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of  10, average=-0.688306, stdev=0.710417, range=[-1.658811,0.670276], active=1
covariate 52:  name=covariate52, type=float, missing=  2 of  10, average=-0.177771, stdev=0.871937, range=[-1.618521,1.013059], active=1
covariate 53:  name=covariate53, type=float, missing=  1 of  10, average=-0.205199, stdev=0.663529, range=[-1.091528,1.085174], active=1
covariate 54:  name=covariate54, type=float, missing=  2 of  10, average=0.061251, stdev=1.042097, range=[-1.221857,2.370865], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of  10, average=-0.033959, stdev=0.531059, range=[-1.197196,0.872846], active=1
covariate 56:  name=covariate56, type=float, missing=  1 of  10, average=-0.172865, stdev=0.978511, range=[-1.512869,1.535716], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of  10, average=-0.242840, stdev=0.598084, range=[-1.687843,0.596583], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of  10, average=0.088143, stdev=0.815394, range=[-1.136049,1.283338], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of  10, average=0.245595, stdev=0.440922, range=[-0.422495,0.891642], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of  10, average=-0.255363, stdev=1.282380, range=[-2.782534,1.965022], active=1
covariate 61:  name=covariate61, type=float, missing=  1 of  10, average=0.439939, stdev=0.963157, range=[-1.533059,1.544975], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of  10, average=0.260859, stdev=0.974564, range=[-1.375413,1.950655], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of  10, average=-0.332208, stdev=0.696101, range=[-1.205456,1.023533], active=1
covariate 64:  name=covariate64, type=float, missing=  1 of  10, average=0.655167, stdev=0.896084, range=[-1.511446,1.487382], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of  10, average=-0.376056, stdev=0.839626, range=[-1.566632,1.086090], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of  10, average=-0.050221, stdev=1.177365, range=[-1.611145,2.506610], active=1
covariate 67:  name=covariate67, type=float, missing=  0 of  10, average=0.109764, stdev=1.306926, range=[-2.216008,2.084487], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of  10, average=-0.426779, stdev=0.808699, range=[-1.551094,0.993264], active=1
covariate 69:  name=covariate69, type=float, missing=  1 of  10, average=-0.251402, stdev=0.923076, range=[-1.389196,1.492320], active=1
covariate 70:  name=covariate70, type=float, missing=  0 of  10, average=0.323882, stdev=1.362667, range=[-1.891486,2.248058], active=1
covariate 71:  name=covariate71, type=float, missing=  0 of  10, average=-0.012967, stdev=1.062240, range=[-1.644835,1.597844], active=1
covariate 72:  name=covariate72, type=float, missing=  0 of  10, average=-0.176106, stdev=1.155514, range=[-1.949268,1.596612], active=1
covariate 73:  name=covariate73, type=float, missing=  1 of  10, average=-0.113515, stdev=0.754676, range=[-1.094245,1.326592], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of  10, average=0.236707, stdev=1.085310, range=[-1.303312,2.237356], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of  10, average=-0.193374, stdev=0.870754, range=[-1.653953,1.039827], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of  10, average=-0.011304, stdev=0.654663, range=[-1.551652,0.624399], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of  10, average=0.150826, stdev=1.151052, range=[-1.497807,3.144084], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of  10, average=-0.003144, stdev=0.846384, range=[-1.462639,1.177530], active=1
covariate 79:  name=covariate79, type=float, missing=  1 of  10, average=0.364800, stdev=0.471564, range=[-0.232939,1.306270], active=1
covariate 80:  name=covariate80, type=float, missing=  0 of  10, average=-0.220514, stdev=1.096531, range=[-2.314654,1.691736], active=1
covariate 81:  name=covariate81, type=float, missing=  0 of  10, average=-0.177735, stdev=0.826165, range=[-1.445090,1.278427], active=1
covariate 82:  name=covariate82, type=float, missing=  0 of  10, average=-0.207364, stdev=0.799467, range=[-1.571004,1.044925], active=1
covariate 83:  name=covariate83, type=float, missing=  0 of  10, average=0.841896, stdev=1.470908, range=[-2.567342,2.285254], active=1
covariate 84:  name=covariate84, type=float, missing=  1 of  10, average=0.627626, stdev=0.699553, range=[-0.328886,2.076099], active=1
covariate 85:  name=covariate85, type=float, missing=  1 of  10, average=0.172387, stdev=0.803256, range=[-0.933573,1.598881], active=1
covariate 86:  name=covariate86, type=float, missing=  0 of  10, average=-0.432894, stdev=0.881219, range=[-1.986032,1.299858], active=1
covariate 87:  name=covariate87, type=float, missing=  0 of  10, average=0.545562, stdev=0.891493, range=[-0.399474,2.687067], active=1
covariate 88:  name=covariate88, type=float, missing=  0 of  10, average=0.215994, stdev=1.301195, range=[-2.108680,2.375990], active=1
covariate 89:  name=covariate89, type=float, missing=  1 of  10, average=-0.626928, stdev=0.840172, range=[-2.163616,0.270354], active=1
covariate 90:  name=covariate90, type=float, missing=  1 of  10, average=-0.455671, stdev=0.807862, range=[-1.417237,1.393831], active=1
covariate 91:  name=covariate91, type=float, missing=  0 of  10, average=0.273647, stdev=0.700336, range=[-0.604465,1.618028], active=1
covariate 92:  name=covariate92, type=float, missing=  0 of  10, average=0.011534, stdev=1.113416, range=[-2.352291,1.480526], active=1
covariate 93:  name=covariate93, type=float, missing=  2 of  10, average=-0.017843, stdev=0.995420, range=[-1.473453,1.058379], active=1
covariate 94:  name=covariate94, type=float, missing=  0 of  10, average=0.222048, stdev=0.839870, range=[-0.988737,2.078449], active=1
covariate 95:  name=covariate95, type=float, missing=  1 of  10, average=0.433168, stdev=0.971144, range=[-0.703087,2.469903], active=1
covariate 96:  name=covariate96, type=float, missing=  1 of  10, average=-0.120108, stdev=0.674390, range=[-1.309430,0.966534], active=1
covariate 97:  name=covariate97, type=float, missing=  0 of  10, average=0.204118, stdev=0.585002, range=[-0.867769,1.057425], active=1
covariate 98:  name=covariate98, type=float, missing=  2 of  10, average=-0.055892, stdev=0.738209, range=[-1.239187,0.965328], active=1
covariate 99:  name=covariate99, type=float, missing=  0 of  10, average=-0.056317, stdev=0.762964, range=[-1.143937,1.391596], active=1
covariate 100: name=covariate100, type=float, missing=  2 of  10, average=1.094286, stdev=1.049470, range=[-0.362425,3.448564], active=1
