covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.071437, stdev=1.037317, range=[-1.919410,2.940229], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=-0.029789, stdev=0.957857, range=[-2.516866,2.306518], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of 100, average=0.191358, stdev=0.950925, range=[-1.885296,3.658418], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of 100, average=0.009923, stdev=1.047695, range=[-2.434902,3.339783], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of 100, average=0.049699, stdev=0.910250, range=[-2.225493,2.446366], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 100, average=0.081432, stdev=1.159137, range=[-3.023643,2.666182], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 100, average=-0.006036, stdev=0.958642, range=[-2.708303,2.985759], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 100, average=-0.108290, stdev=0.956357, range=[-2.292359,1.926019], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 100, average=-0.055413, stdev=0.974839, range=[-2.434338,2.344109], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 100, average=0.049169, stdev=0.997723, range=[-2.081250,2.743745], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 100, average=0.133709, stdev=0.989240, range=[-2.417700,2.838888], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of 100, average=0.063087, stdev=1.051763, range=[-2.951478,2.789575], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of 100, average=-0.093773, stdev=0.929235, range=[-2.025931,2.159793], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of 100, average=-0.120994, stdev=1.076491, range=[-2.129495,2.353185], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of 100, average=0.071335, stdev=0.848158, range=[-2.149382,2.019411], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of 100, average=-0.004712, stdev=0.993739, range=[-2.578656,2.551498], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of 100, average=0.036680, stdev=0.956875, range=[-2.246175,2.750111], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of 100, average=-0.201224, stdev=1.015558, range=[-3.122797,2.305028], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of 100, average=0.098367, stdev=0.969488, range=[-2.455835,2.544312], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of 100, average=-0.198211, stdev=0.962554, range=[-2.457136,2.365141], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of 100, average=0.037962, stdev=0.912555, range=[-1.963604,2.504078], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 100, average=0.049272, stdev=0.968744, range=[-2.466744,2.193059], active=1
