covariate 1:   name=covariate1, type=float, missing=  4 of 100, average=0.116532, stdev=0.950323, range=[-1.882317,2.579115], active=1
covariate 49:  name=covariate49, type=float, missing=  5 of 100, average=0.047740, stdev=0.984597, range=[-2.714850,2.221436], active=1
covariate 50:  name=covariate50, type=float, missing=  5 of 100, average=0.102336, stdev=0.950379, range=[-2.472751,2.560258], active=1
covariate 51:  name=covariate51, type=float, missing=  7 of 100, average=0.070486, stdev=0.981331, range=[-3.025240,3.138839], active=1
covariate 52:  name=covariate52, type=float, missing=  5 of 100, average=-0.185670, stdev=1.016838, range=[-2.749813,1.724761], active=1
covariate 53:  name=covariate53, type=float, missing=  4 of 100, average=0.017643, stdev=1.043793, range=[-2.589691,2.813606], active=1
covariate 54:  name=covariate54, type=float, missing=  4 of 100, average=0.089087, stdev=1.031462, range=[-3.139778,2.313937], active=1
covariate 55:  name=covariate55, type=float, missing=  7 of 100, average=-0.050110, stdev=0.914894, range=[-2.069701,2.290328], active=1
covariate 56:  name=covariate56, type=float, missing=  6 of 100, average=0.083189, stdev=0.948481, range=[-2.619329,2.092281], active=1
covariate 57:  name=covariate57, type=float, missing=  1 of 100, average=0.008483, stdev=1.069677, range=[-2.885198,2.769314], active=1
covariate 58:  name=covariate58, type=float, missing=  5 of 100, average=-0.022030, stdev=1.101271, range=[-3.055494,2.311692], active=1
covariate 59:  name=covariate59, type=float, missing=  9 of 100, average=0.186071, stdev=0.925647, range=[-1.970795,2.845089], active=1
covariate 60:  name=covariate60, type=float, missing=  2 of 100, average=0.064287, stdev=1.043224, range=[-2.120756,2.625758], active=1
covariate 61:  name=covariate61, type=float, missing=  4 of 100, average=-0.024607, stdev=0.953821, range=[-2.475693,2.338167], active=1
covariate 62:  name=covariate62, type=float, missing=  3 of 100, average=0.023227, stdev=1.203957, range=[-3.001034,2.879537], active=1
covariate 63:  name=covariate63, type=float, missing=  5 of 100, average=0.018344, stdev=0.902575, range=[-2.048226,2.551903], active=1
covariate 64:  name=covariate64, type=float, missing=  3 of 100, average=-0.159592, stdev=1.043254, range=[-2.290010,2.430783], active=1
covariate 65:  name=covariate65, type=float, missing=  6 of 100, average=0.073073, stdev=0.921623, range=[-1.900469,2.016135], active=1
covariate 66:  name=covariate66, type=float, missing=  7 of 100, average=-0.004203, stdev=0.947346, range=[-1.978414,2.523297], active=1
covariate 67:  name=covariate67, type=float, missing=  5 of 100, average=0.165257, stdev=0.898352, range=[-1.922685,2.458378], active=1
covariate 68:  name=covariate68, type=float, missing=  4 of 100, average=0.014536, stdev=0.961266, range=[-2.478708,2.521811], active=1
covariate 69:  name=covariate69, type=float, missing=  8 of 100, average=-0.048073, stdev=1.055325, range=[-3.518727,3.712151], active=1
covariate 70:  name=covariate70, type=float, missing=  5 of 100, average=-0.133499, stdev=0.947933, range=[-2.439896,1.973251], active=1
covariate 71:  name=covariate71, type=float, missing=  5 of 100, average=0.028563, stdev=0.926811, range=[-2.318396,2.158791], active=1
covariate 72:  name=covariate72, type=float, missing=  9 of 100, average=-0.071886, stdev=0.917257, range=[-1.990014,2.563197], active=1
covariate 73:  name=covariate73, type=float, missing=  4 of 100, average=-0.040739, stdev=0.965083, range=[-2.103822,2.235306], active=1
covariate 74:  name=covariate74, type=float, missing=  3 of 100, average=0.149348, stdev=0.995818, range=[-1.900179,3.161397], active=1
covariate 75:  name=covariate75, type=float, missing=  5 of 100, average=0.208277, stdev=0.979166, range=[-2.190633,2.596872], active=1
covariate 76:  name=covariate76, type=float, missing=  3 of 100, average=-0.075283, stdev=0.863444, range=[-2.111476,2.616039], active=1
covariate 77:  name=covariate77, type=float, missing=  7 of 100, average=-0.071403, stdev=0.865995, range=[-1.980085,2.301764], active=1
covariate 78:  name=covariate78, type=float, missing=  6 of 100, average=0.086287, stdev=0.996980, range=[-2.387914,2.082128], active=1
covariate 79:  name=covariate79, type=float, missing=  6 of 100, average=-0.128878, stdev=1.065801, range=[-2.811072,2.232161], active=1
covariate 80:  name=covariate80, type=float, missing=  4 of 100, average=0.074049, stdev=0.951066, range=[-3.350032,2.363042], active=1
covariate 81:  name=covariate81, type=float, missing=  3 of 100, average=0.106413, stdev=0.985055, range=[-1.952942,2.338448], active=1
covariate 82:  name=covariate82, type=float, missing=  9 of 100, average=0.056776, stdev=0.926754, range=[-1.780414,2.226823], active=1
covariate 83:  name=covariate83, type=float, missing=  7 of 100, average=-0.019290, stdev=0.951982, range=[-2.446522,2.464243], active=1
covariate 84:  name=covariate84, type=float, missing=  8 of 100, average=-0.049754, stdev=1.044299, range=[-2.414749,2.677532], active=1
covariate 85:  name=covariate85, type=float, missing=  3 of 100, average=-0.150170, stdev=0.906138, range=[-2.306294,1.712198], active=1
covariate 86:  name=covariate86, type=float, missing=  1 of 100, average=-0.143463, stdev=0.868704, range=[-2.635805,2.059883], active=1
covariate 87:  name=covariate87, type=float, missing=  7 of 100, average=-0.011525, stdev=0.949579, range=[-2.465931,2.082740], active=1
covariate 88:  name=covariate88, type=float, missing=  5 of 100, average=0.056871, stdev=0.913208, range=[-2.918055,2.045109], active=1
covariate 89:  name=covariate89, type=float, missing=  5 of 100, average=-0.096728, stdev=1.060690, range=[-2.970096,2.318925], active=1
covariate 90:  name=covariate90, type=float, missing=  9 of 100, average=-0.022205, stdev=0.809596, range=[-1.856780,1.705343], active=1
covariate 91:  name=covariate91, type=float, missing=  4 of 100, average=-0.028280, stdev=1.121818, range=[-2.802238,2.392710], active=1
covariate 92:  name=covariate92, type=float, missing=  5 of 100, average=-0.016630, stdev=1.030774, range=[-2.037790,2.310583], active=1
covariate 93:  name=covariate93, type=float, missing=  2 of 100, average=-0.060873, stdev=0.990250, range=[-1.832780,3.034100], active=1
covariate 94:  name=covariate94, type=float, missing=  7 of 100, average=0.028722, stdev=1.052686, range=[-2.575296,3.151553], active=1
covariate 95:  name=covariate95, type=float, missing=  7 of 100, average=0.154335, stdev=1.015297, range=[-1.831481,2.996462], active=1
covariate 96:  name=covariate96, type=float, missing=  8 of 100, average=-0.150767, stdev=0.947492, range=[-2.636304,1.565229], active=1
covariate 97:  name=covariate97, type=float, missing=  4 of 100, average=0.022601, stdev=1.047796, range=[-2.507845,2.300454], active=1
covariate 98:  name=covariate98, type=float, missing=  5 of 100, average=0.003623, stdev=1.125196, range=[-2.396008,2.415678], active=1
covariate 99:  name=covariate99, type=float, missing=  3 of 100, average=-0.179898, stdev=1.134975, range=[-2.855259,2.121099], active=1
covariate 100: name=covariate100, type=float, missing=  4 of 100, average=-0.005039, stdev=1.064626, range=[-4.700026,3.062563], active=1
