covariate 1:   name=covariate1, type=float, missing=  0 of  10, average=-0.048978, stdev=0.718585, range=[-1.148771,1.080850], active=1
covariate 38:  name=covariate38, type=float, missing=  1 of  10, average=0.037960, stdev=1.115518, range=[-2.114899,1.722353], active=1
covariate 39:  name=covariate39, type=float, missing=  1 of  10, average=0.416411, stdev=1.099961, range=[-0.964971,2.263595], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of  10, average=0.226157, stdev=1.111189, range=[-1.463533,2.100403], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of  10, average=0.320268, stdev=0.853318, range=[-0.806538,1.730049], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of  10, average=0.438684, stdev=1.164136, range=[-1.690157,2.156626], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of  10, average=0.385792, stdev=0.856503, range=[-0.800324,2.120148], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of  10, average=0.137834, stdev=0.936353, range=[-1.273939,1.906700], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of  10, average=0.153002, stdev=1.518765, range=[-2.562012,2.646299], active=1
covariate 46:  name=covariate46, type=float, missing=  1 of  10, average=-0.204471, stdev=0.806969, range=[-1.349068,1.114252], active=1
covariate 47:  name=covariate47, type=float, missing=  1 of  10, average=-0.459573, stdev=0.780411, range=[-1.472913,0.589291], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of  10, average=-0.232712, stdev=0.931830, range=[-2.351517,1.146977], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of  10, average=-0.239804, stdev=1.150914, range=[-1.803490,2.177109], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of  10, average=0.123273, stdev=0.833269, range=[-1.245191,1.991320], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of  10, average=-0.061795, stdev=0.635422, range=[-1.133649,0.963595], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of  10, average=0.160686, stdev=0.792140, range=[-1.653326,1.249857], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of  10, average=0.158613, stdev=0.992983, range=[-1.863025,1.837091], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of  10, average=-0.476641, stdev=0.517658, range=[-1.486793,0.318494], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of  10, average=-0.173312, stdev=0.573410, range=[-1.038729,0.976215], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of  10, average=-0.368250, stdev=0.762717, range=[-1.157847,1.563319], active=1
covariate 57:  name=covariate57, type=float, missing=  1 of  10, average=-0.219137, stdev=0.995654, range=[-1.913484,2.096042], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of  10, average=0.208015, stdev=1.020485, range=[-1.394962,1.920243], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of  10, average=0.657050, stdev=1.112652, range=[-1.980536,1.770348], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of  10, average=-0.081255, stdev=0.930010, range=[-1.240072,1.191440], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of  10, average=0.162982, stdev=0.936660, range=[-0.990119,1.743021], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of  10, average=-0.215420, stdev=0.687743, range=[-1.296258,1.112700], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of  10, average=-0.164539, stdev=1.010468, range=[-2.158704,1.719807], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of  10, average=-0.290820, stdev=0.799708, range=[-1.878992,1.536839], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of  10, average=0.358888, stdev=0.600407, range=[-0.692499,1.111733], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of  10, average=0.409699, stdev=0.759901, range=[-0.807008,1.302548], active=1
covariate 67:  name=covariate67, type=float, missing=  1 of  10, average=-0.076736, stdev=1.081072, range=[-1.638192,1.614303], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of  10, average=-0.505559, stdev=1.169061, range=[-2.345966,1.159657], active=1
covariate 69:  name=covariate69, type=float, missing=  0 of  10, average=-0.098090, stdev=0.889643, range=[-1.423626,1.731855], active=1
covariate 70:  name=covariate70, type=float, missing=  2 of  10, average=-0.175463, stdev=1.180194, range=[-2.084839,1.502525], active=1
covariate 71:  name=covariate71, type=float, missing=  1 of  10, average=-0.159533, stdev=0.507341, range=[-1.154014,0.691550], active=1
covariate 72:  name=covariate72, type=float, missing=  0 of  10, average=-0.241048, stdev=0.809246, range=[-1.611056,1.492300], active=1
covariate 73:  name=covariate73, type=float, missing=  0 of  10, average=0.427250, stdev=1.017021, range=[-1.963101,1.903456], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of  10, average=-0.344391, stdev=0.734808, range=[-1.450335,1.067925], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of  10, average=0.564531, stdev=0.950923, range=[-0.489247,2.749636], active=1
covariate 76:  name=covariate76, type=float, missing=  1 of  10, average=-0.131992, stdev=0.961008, range=[-2.006640,1.598728], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of  10, average=0.333686, stdev=1.260487, range=[-1.981936,2.343827], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of  10, average=0.249417, stdev=0.908479, range=[-0.911863,2.124069], active=1
covariate 79:  name=covariate79, type=float, missing=  1 of  10, average=0.098836, stdev=0.784489, range=[-1.170538,1.214739], active=1
covariate 80:  name=covariate80, type=float, missing=  1 of  10, average=-0.196610, stdev=0.872640, range=[-2.064387,0.789381], active=1
