covariate 1:   name=covariate1, type=float, missing= 38 of 100, average=-0.102108, stdev=0.964886, range=[-2.239351,2.519213], active=1
covariate 21:  name=covariate21, type=float, missing= 39 of 100, average=-0.034289, stdev=1.160551, range=[-2.431526,3.768059], active=1
covariate 22:  name=covariate22, type=float, missing= 39 of 100, average=0.073016, stdev=0.872448, range=[-1.815311,2.323881], active=1
covariate 23:  name=covariate23, type=float, missing= 52 of 100, average=-0.201966, stdev=0.781781, range=[-1.866378,0.935458], active=1
covariate 24:  name=covariate24, type=float, missing= 41 of 100, average=0.028015, stdev=0.849971, range=[-2.076346,2.066164], active=1
covariate 25:  name=covariate25, type=float, missing= 43 of 100, average=-0.170101, stdev=1.032681, range=[-2.199020,2.717596], active=1
covariate 26:  name=covariate26, type=float, missing= 42 of 100, average=0.192744, stdev=0.938580, range=[-1.569357,2.648765], active=1
covariate 27:  name=covariate27, type=float, missing= 38 of 100, average=-0.008822, stdev=1.028732, range=[-1.911578,2.622772], active=1
covariate 28:  name=covariate28, type=float, missing= 37 of 100, average=-0.010985, stdev=0.922236, range=[-1.602681,2.564338], active=1
covariate 29:  name=covariate29, type=float, missing= 41 of 100, average=-0.126645, stdev=1.002655, range=[-2.065364,2.281056], active=1
covariate 30:  name=covariate30, type=float, missing= 40 of 100, average=-0.001558, stdev=1.022574, range=[-2.837188,2.378427], active=1
covariate 31:  name=covariate31, type=float, missing= 48 of 100, average=0.192890, stdev=0.970423, range=[-1.594147,1.789512], active=1
covariate 32:  name=covariate32, type=float, missing= 43 of 100, average=0.265572, stdev=0.842859, range=[-2.216334,2.005676], active=1
covariate 33:  name=covariate33, type=float, missing= 44 of 100, average=-0.038738, stdev=0.927148, range=[-2.042552,1.730641], active=1
covariate 34:  name=covariate34, type=float, missing= 39 of 100, average=-0.053547, stdev=0.842960, range=[-2.045019,2.182662], active=1
covariate 35:  name=covariate35, type=float, missing= 43 of 100, average=-0.116724, stdev=0.946100, range=[-2.109561,2.148869], active=1
covariate 36:  name=covariate36, type=float, missing= 45 of 100, average=0.028731, stdev=1.108008, range=[-2.920608,2.075698], active=1
covariate 37:  name=covariate37, type=float, missing= 28 of 100, average=-0.010689, stdev=0.998342, range=[-2.051371,2.985633], active=1
covariate 38:  name=covariate38, type=float, missing= 45 of 100, average=-0.079330, stdev=0.801799, range=[-2.192386,1.508992], active=1
covariate 39:  name=covariate39, type=float, missing= 43 of 100, average=-0.029191, stdev=1.088573, range=[-2.870493,2.663771], active=1
covariate 40:  name=covariate40, type=float, missing= 40 of 100, average=0.189885, stdev=1.032320, range=[-1.663239,2.346832], active=1
covariate 41:  name=covariate41, type=float, missing= 45 of 100, average=0.041111, stdev=1.058431, range=[-1.954694,2.622827], active=1
covariate 42:  name=covariate42, type=float, missing= 39 of 100, average=0.197161, stdev=0.939192, range=[-1.958405,2.845880], active=1
covariate 43:  name=covariate43, type=float, missing= 43 of 100, average=0.006788, stdev=0.847027, range=[-2.002772,1.818712], active=1
covariate 44:  name=covariate44, type=float, missing= 33 of 100, average=-0.104131, stdev=1.035558, range=[-2.889800,2.462648], active=1
covariate 45:  name=covariate45, type=float, missing= 36 of 100, average=0.004121, stdev=1.021764, range=[-2.599093,2.271139], active=1
covariate 46:  name=covariate46, type=float, missing= 33 of 100, average=0.052725, stdev=0.915997, range=[-2.292701,2.244009], active=1
covariate 47:  name=covariate47, type=float, missing= 38 of 100, average=0.092639, stdev=1.019974, range=[-2.115633,2.397293], active=1
covariate 48:  name=covariate48, type=float, missing= 50 of 100, average=-0.154044, stdev=0.999339, range=[-2.283315,2.233394], active=1
covariate 49:  name=covariate49, type=float, missing= 42 of 100, average=-0.023464, stdev=0.983134, range=[-1.993879,2.150193], active=1
covariate 50:  name=covariate50, type=float, missing= 41 of 100, average=0.067356, stdev=0.913463, range=[-2.111861,2.587798], active=1
covariate 51:  name=covariate51, type=float, missing= 44 of 100, average=-0.045596, stdev=1.068432, range=[-2.174152,2.989687], active=1
covariate 52:  name=covariate52, type=float, missing= 40 of 100, average=0.008616, stdev=1.031437, range=[-2.367461,2.066915], active=1
covariate 53:  name=covariate53, type=float, missing= 41 of 100, average=-0.115324, stdev=1.068290, range=[-2.713906,1.750465], active=1
covariate 54:  name=covariate54, type=float, missing= 47 of 100, average=0.093547, stdev=1.144850, range=[-2.515919,2.730044], active=1
covariate 55:  name=covariate55, type=float, missing= 32 of 100, average=-0.165872, stdev=0.869058, range=[-3.252719,1.341303], active=1
covariate 56:  name=covariate56, type=float, missing= 35 of 100, average=0.164547, stdev=0.897880, range=[-1.740171,2.395188], active=1
covariate 57:  name=covariate57, type=float, missing= 34 of 100, average=-0.119535, stdev=1.016481, range=[-3.276312,1.781003], active=1
covariate 58:  name=covariate58, type=float, missing= 42 of 100, average=0.132982, stdev=0.967948, range=[-2.218056,2.850454], active=1
covariate 59:  name=covariate59, type=float, missing= 42 of 100, average=-0.156712, stdev=0.914666, range=[-2.388333,2.229621], active=1
covariate 60:  name=covariate60, type=float, missing= 40 of 100, average=-0.000981, stdev=1.048141, range=[-3.314730,2.966629], active=1
covariate 61:  name=covariate61, type=float, missing= 46 of 100, average=-0.183694, stdev=1.067703, range=[-2.610703,2.378572], active=1
covariate 62:  name=covariate62, type=float, missing= 45 of 100, average=0.016639, stdev=0.986327, range=[-2.214517,2.334441], active=1
covariate 63:  name=covariate63, type=float, missing= 45 of 100, average=0.082570, stdev=1.041662, range=[-2.955840,2.245082], active=1
covariate 64:  name=covariate64, type=float, missing= 43 of 100, average=-0.113236, stdev=0.803271, range=[-2.072746,1.593345], active=1
covariate 65:  name=covariate65, type=float, missing= 42 of 100, average=0.186358, stdev=1.027218, range=[-1.920768,2.531688], active=1
covariate 66:  name=covariate66, type=float, missing= 37 of 100, average=0.091748, stdev=1.174026, range=[-2.024532,2.998577], active=1
covariate 67:  name=covariate67, type=float, missing= 41 of 100, average=0.243449, stdev=1.133613, range=[-3.360197,3.598426], active=1
covariate 68:  name=covariate68, type=float, missing= 42 of 100, average=-0.066662, stdev=0.970993, range=[-2.086869,2.354869], active=1
covariate 69:  name=covariate69, type=float, missing= 34 of 100, average=0.043552, stdev=1.048189, range=[-2.266981,2.936374], active=1
covariate 70:  name=covariate70, type=float, missing= 42 of 100, average=0.117479, stdev=0.970756, range=[-2.429273,2.051579], active=1
covariate 71:  name=covariate71, type=float, missing= 44 of 100, average=0.028960, stdev=0.949164, range=[-1.756113,2.619472], active=1
covariate 72:  name=covariate72, type=float, missing= 45 of 100, average=0.107225, stdev=1.086599, range=[-2.724810,2.330473], active=1
covariate 73:  name=covariate73, type=float, missing= 45 of 100, average=0.247100, stdev=0.873283, range=[-1.686370,1.975125], active=1
covariate 74:  name=covariate74, type=float, missing= 46 of 100, average=0.151634, stdev=0.812006, range=[-1.288033,2.104392], active=1
covariate 75:  name=covariate75, type=float, missing= 36 of 100, average=-0.165275, stdev=0.923034, range=[-2.569430,2.614133], active=1
covariate 76:  name=covariate76, type=float, missing= 35 of 100, average=-0.048866, stdev=1.056851, range=[-2.504635,3.088823], active=1
covariate 77:  name=covariate77, type=float, missing= 47 of 100, average=0.100176, stdev=1.096863, range=[-1.932499,2.702399], active=1
covariate 78:  name=covariate78, type=float, missing= 36 of 100, average=-0.042215, stdev=0.889764, range=[-1.887814,2.113834], active=1
covariate 79:  name=covariate79, type=float, missing= 42 of 100, average=-0.036515, stdev=0.867174, range=[-1.608378,1.849714], active=1
covariate 80:  name=covariate80, type=float, missing= 41 of 100, average=0.034415, stdev=1.308487, range=[-3.137821,2.933398], active=1
covariate 81:  name=covariate81, type=float, missing= 46 of 100, average=0.219971, stdev=0.944998, range=[-1.782565,2.297953], active=1
covariate 82:  name=covariate82, type=float, missing= 47 of 100, average=-0.369794, stdev=0.997191, range=[-2.389856,2.194799], active=1
covariate 83:  name=covariate83, type=float, missing= 37 of 100, average=-0.034652, stdev=0.944813, range=[-2.311393,1.941382], active=1
covariate 84:  name=covariate84, type=float, missing= 35 of 100, average=-0.000224, stdev=1.041100, range=[-2.382615,1.794176], active=1
covariate 85:  name=covariate85, type=float, missing= 45 of 100, average=-0.095519, stdev=1.025654, range=[-1.954354,2.354078], active=1
covariate 86:  name=covariate86, type=float, missing= 44 of 100, average=-0.026359, stdev=0.925265, range=[-2.258426,1.788748], active=1
covariate 87:  name=covariate87, type=float, missing= 38 of 100, average=0.040184, stdev=1.046078, range=[-2.050091,2.181792], active=1
covariate 88:  name=covariate88, type=float, missing= 35 of 100, average=0.114011, stdev=0.987063, range=[-2.357987,2.944157], active=1
covariate 89:  name=covariate89, type=float, missing= 38 of 100, average=0.029228, stdev=0.998802, range=[-2.044211,2.564416], active=1
covariate 90:  name=covariate90, type=float, missing= 40 of 100, average=-0.210654, stdev=0.905712, range=[-3.311212,1.591958], active=1
covariate 91:  name=covariate91, type=float, missing= 33 of 100, average=-0.092430, stdev=1.198423, range=[-2.793505,3.017281], active=1
covariate 92:  name=covariate92, type=float, missing= 36 of 100, average=-0.169038, stdev=1.009530, range=[-2.575488,2.116414], active=1
covariate 93:  name=covariate93, type=float, missing= 37 of 100, average=-0.203565, stdev=1.079837, range=[-2.709277,2.244105], active=1
covariate 94:  name=covariate94, type=float, missing= 51 of 100, average=0.047716, stdev=0.880656, range=[-2.291709,1.980556], active=1
covariate 95:  name=covariate95, type=float, missing= 35 of 100, average=0.023735, stdev=0.925043, range=[-1.794347,2.600689], active=1
covariate 96:  name=covariate96, type=float, missing= 43 of 100, average=0.092073, stdev=1.037023, range=[-3.900113,2.065006], active=1
covariate 97:  name=covariate97, type=float, missing= 35 of 100, average=-0.021435, stdev=0.890607, range=[-1.922231,2.778256], active=1
covariate 98:  name=covariate98, type=float, missing= 41 of 100, average=-0.095163, stdev=0.833443, range=[-1.811076,1.685282], active=1
covariate 99:  name=covariate99, type=float, missing= 32 of 100, average=0.012404, stdev=0.980205, range=[-2.175731,1.994880], active=1
covariate 100: name=covariate100, type=float, missing= 42 of 100, average=0.121893, stdev=1.176801, range=[-2.503465,2.684330], active=1
