covariate 1:   name=covariate1, type=float, missing=  0 of  50, average=-0.029039, stdev=0.801801, range=[-2.098483,1.924754], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of  50, average=-0.041213, stdev=1.129736, range=[-2.448433,2.028222], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of  50, average=0.140401, stdev=0.982530, range=[-1.861524,1.904189], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of  50, average=0.145842, stdev=0.924072, range=[-2.042291,2.279474], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of  50, average=-0.034625, stdev=0.916201, range=[-1.902056,1.808000], active=1
covariate 79:  name=covariate79, type=float, missing=  0 of  50, average=-0.004921, stdev=0.901621, range=[-1.747780,1.769460], active=1
covariate 80:  name=covariate80, type=float, missing=  0 of  50, average=0.098640, stdev=0.826351, range=[-1.337604,2.088413], active=1
covariate 81:  name=covariate81, type=float, missing=  0 of  50, average=0.127945, stdev=0.858756, range=[-1.565497,2.182957], active=1
covariate 82:  name=covariate82, type=float, missing=  0 of  50, average=0.177614, stdev=1.042618, range=[-1.774981,2.511194], active=1
covariate 83:  name=covariate83, type=float, missing=  0 of  50, average=-0.003153, stdev=1.087181, range=[-2.262353,2.901518], active=1
covariate 84:  name=covariate84, type=float, missing=  0 of  50, average=0.094005, stdev=0.952287, range=[-2.610194,2.091867], active=1
covariate 85:  name=covariate85, type=float, missing=  0 of  50, average=0.050918, stdev=1.119129, range=[-2.097021,2.795436], active=1
covariate 86:  name=covariate86, type=float, missing=  0 of  50, average=-0.282265, stdev=1.118868, range=[-2.663081,2.310123], active=1
covariate 87:  name=covariate87, type=float, missing=  0 of  50, average=-0.162489, stdev=1.112721, range=[-2.051042,2.315433], active=1
covariate 88:  name=covariate88, type=float, missing=  0 of  50, average=-0.175497, stdev=0.945011, range=[-2.726526,1.477849], active=1
covariate 89:  name=covariate89, type=float, missing=  0 of  50, average=0.270408, stdev=1.046652, range=[-2.328209,2.940619], active=1
covariate 90:  name=covariate90, type=float, missing=  0 of  50, average=0.021200, stdev=1.168237, range=[-3.528991,2.386995], active=1
covariate 91:  name=covariate91, type=float, missing=  0 of  50, average=-0.130626, stdev=1.071289, range=[-2.302982,2.239399], active=1
covariate 92:  name=covariate92, type=float, missing=  0 of  50, average=-0.173522, stdev=0.996319, range=[-2.587273,1.493562], active=1
covariate 93:  name=covariate93, type=float, missing=  0 of  50, average=-0.212147, stdev=1.255036, range=[-3.609573,2.455415], active=1
covariate 94:  name=covariate94, type=float, missing=  0 of  50, average=-0.187138, stdev=0.825528, range=[-2.262573,2.247081], active=1
covariate 95:  name=covariate95, type=float, missing=  0 of  50, average=0.128363, stdev=1.084574, range=[-2.145640,2.712512], active=1
covariate 96:  name=covariate96, type=float, missing=  0 of  50, average=-0.037881, stdev=0.982238, range=[-2.500056,2.097433], active=1
covariate 97:  name=covariate97, type=float, missing=  0 of  50, average=-0.101802, stdev=0.964348, range=[-2.134684,2.604746], active=1
covariate 98:  name=covariate98, type=float, missing=  0 of  50, average=0.110405, stdev=1.114787, range=[-2.540575,3.016982], active=1
covariate 99:  name=covariate99, type=float, missing=  0 of  50, average=0.092157, stdev=0.993505, range=[-2.504446,2.463029], active=1
covariate 100: name=covariate100, type=float, missing=  0 of  50, average=-0.095379, stdev=0.914015, range=[-1.661860,2.224638], active=1
