covariate 1:   name=covariate1, type=float, missing=  3 of 100, average=0.009142, stdev=0.982141, range=[-2.848137,2.826368], active=1
covariate 55:  name=covariate55, type=float, missing=  2 of 100, average=-0.014095, stdev=0.975035, range=[-2.248204,2.196900], active=1
covariate 56:  name=covariate56, type=float, missing=  5 of 100, average=0.174067, stdev=0.937363, range=[-2.168638,2.487192], active=1
covariate 57:  name=covariate57, type=float, missing=  7 of 100, average=0.092103, stdev=1.101043, range=[-2.853362,3.210639], active=1
covariate 58:  name=covariate58, type=float, missing=  2 of 100, average=-0.019149, stdev=0.998319, range=[-2.246386,2.419007], active=1
covariate 59:  name=covariate59, type=float, missing=  5 of 100, average=-0.140371, stdev=0.955603, range=[-2.602432,2.065942], active=1
covariate 60:  name=covariate60, type=float, missing=  5 of 100, average=-0.243456, stdev=1.038746, range=[-2.615025,1.926297], active=1
covariate 61:  name=covariate61, type=float, missing=  3 of 100, average=-0.096398, stdev=0.936292, range=[-2.016481,2.170866], active=1
covariate 62:  name=covariate62, type=float, missing=  6 of 100, average=-0.008647, stdev=0.872582, range=[-2.080656,2.549925], active=1
covariate 63:  name=covariate63, type=float, missing=  8 of 100, average=-0.050130, stdev=0.993005, range=[-2.212227,2.571003], active=1
covariate 64:  name=covariate64, type=float, missing=  5 of 100, average=0.028912, stdev=0.912270, range=[-2.327021,2.613621], active=1
covariate 65:  name=covariate65, type=float, missing=  4 of 100, average=-0.079287, stdev=1.028474, range=[-2.298968,2.177750], active=1
covariate 66:  name=covariate66, type=float, missing=  6 of 100, average=0.066416, stdev=1.125622, range=[-2.608663,2.517933], active=1
covariate 67:  name=covariate67, type=float, missing=  4 of 100, average=0.129101, stdev=1.040403, range=[-2.505341,3.198421], active=1
covariate 68:  name=covariate68, type=float, missing=  4 of 100, average=-0.070884, stdev=0.966858, range=[-1.991270,1.969327], active=1
covariate 69:  name=covariate69, type=float, missing=  9 of 100, average=0.019182, stdev=0.974333, range=[-2.033773,2.386085], active=1
covariate 70:  name=covariate70, type=float, missing=  3 of 100, average=0.241773, stdev=1.013889, range=[-2.038263,3.663233], active=1
covariate 71:  name=covariate71, type=float, missing=  9 of 100, average=-0.071240, stdev=0.936955, range=[-2.116857,2.409000], active=1
covariate 72:  name=covariate72, type=float, missing=  2 of 100, average=-0.102771, stdev=1.035307, range=[-2.571682,3.041003], active=1
covariate 73:  name=covariate73, type=float, missing=  3 of 100, average=-0.018774, stdev=0.935408, range=[-2.543648,2.219121], active=1
covariate 74:  name=covariate74, type=float, missing=  2 of 100, average=0.077688, stdev=1.131595, range=[-2.311578,2.654656], active=1
covariate 75:  name=covariate75, type=float, missing=  9 of 100, average=0.055448, stdev=1.023600, range=[-2.091686,3.027899], active=1
covariate 76:  name=covariate76, type=float, missing=  4 of 100, average=0.044371, stdev=1.040158, range=[-2.602424,2.216740], active=1
covariate 77:  name=covariate77, type=float, missing=  4 of 100, average=-0.017791, stdev=0.901632, range=[-1.687452,3.331193], active=1
covariate 78:  name=covariate78, type=float, missing=  3 of 100, average=0.094698, stdev=0.951524, range=[-2.485186,2.519195], active=1
covariate 79:  name=covariate79, type=float, missing=  1 of 100, average=0.056195, stdev=1.042768, range=[-2.571297,2.446503], active=1
covariate 80:  name=covariate80, type=float, missing=  4 of 100, average=0.193735, stdev=0.953647, range=[-1.790883,2.932420], active=1
