covariate 1:   name=covariate1, type=float, missing=  1 of 100, average=0.107399, stdev=0.952844, range=[-1.882317,2.579115], active=1
covariate 22:  name=covariate22, type=float, missing=  3 of 100, average=-0.057180, stdev=0.956414, range=[-2.943913,3.135171], active=1
covariate 23:  name=covariate23, type=float, missing=  6 of 100, average=0.074325, stdev=1.021916, range=[-2.519257,2.625229], active=1
covariate 24:  name=covariate24, type=float, missing=  9 of 100, average=-0.052779, stdev=0.964869, range=[-2.328652,3.101462], active=1
covariate 25:  name=covariate25, type=float, missing=  5 of 100, average=-0.036375, stdev=0.943897, range=[-3.054393,2.625492], active=1
covariate 26:  name=covariate26, type=float, missing=  3 of 100, average=0.066697, stdev=0.954126, range=[-2.473423,2.276344], active=1
covariate 27:  name=covariate27, type=float, missing=  7 of 100, average=-0.191350, stdev=1.026354, range=[-3.743348,2.863908], active=1
covariate 28:  name=covariate28, type=float, missing=  6 of 100, average=-0.077769, stdev=0.865181, range=[-2.055553,1.817762], active=1
covariate 29:  name=covariate29, type=float, missing=  8 of 100, average=-0.048166, stdev=1.045181, range=[-2.334229,2.547273], active=1
covariate 30:  name=covariate30, type=float, missing=  3 of 100, average=-0.162088, stdev=1.008920, range=[-3.083509,2.203830], active=1
covariate 31:  name=covariate31, type=float, missing=  4 of 100, average=0.022226, stdev=0.904878, range=[-2.704487,2.387075], active=1
covariate 32:  name=covariate32, type=float, missing=  4 of 100, average=-0.033294, stdev=0.968839, range=[-2.272624,2.926790], active=1
covariate 33:  name=covariate33, type=float, missing=  4 of 100, average=-0.048065, stdev=1.040213, range=[-2.530880,2.222440], active=1
covariate 34:  name=covariate34, type=float, missing=  6 of 100, average=0.009667, stdev=1.138314, range=[-2.369328,3.641831], active=1
covariate 35:  name=covariate35, type=float, missing=  6 of 100, average=0.028495, stdev=0.983707, range=[-2.704621,1.855230], active=1
covariate 36:  name=covariate36, type=float, missing=  3 of 100, average=-0.054327, stdev=0.958764, range=[-2.025095,3.202411], active=1
covariate 37:  name=covariate37, type=float, missing=  3 of 100, average=-0.226409, stdev=1.091758, range=[-2.603420,2.433164], active=1
covariate 38:  name=covariate38, type=float, missing=  3 of 100, average=-0.131245, stdev=0.996976, range=[-3.770365,2.047762], active=1
covariate 39:  name=covariate39, type=float, missing=  6 of 100, average=-0.060197, stdev=1.012124, range=[-2.223511,2.175746], active=1
covariate 40:  name=covariate40, type=float, missing=  4 of 100, average=-0.099310, stdev=0.933694, range=[-2.058665,2.474427], active=1
covariate 41:  name=covariate41, type=float, missing=  1 of 100, average=-0.042334, stdev=1.024783, range=[-3.383023,2.439854], active=1
covariate 42:  name=covariate42, type=float, missing=  2 of 100, average=0.087972, stdev=0.954241, range=[-2.618370,1.932457], active=1
covariate 43:  name=covariate43, type=float, missing=  2 of 100, average=0.035762, stdev=1.009781, range=[-1.978410,2.616635], active=1
covariate 44:  name=covariate44, type=float, missing=  7 of 100, average=0.002548, stdev=0.833352, range=[-1.912152,2.040972], active=1
covariate 45:  name=covariate45, type=float, missing=  5 of 100, average=0.030954, stdev=0.941361, range=[-2.104655,1.990966], active=1
covariate 46:  name=covariate46, type=float, missing=  6 of 100, average=-0.001791, stdev=1.105657, range=[-2.799506,2.800186], active=1
covariate 47:  name=covariate47, type=float, missing=  2 of 100, average=-0.016034, stdev=1.077686, range=[-3.349809,2.947113], active=1
covariate 48:  name=covariate48, type=float, missing=  2 of 100, average=-0.032441, stdev=0.924590, range=[-2.974858,2.605166], active=1
covariate 49:  name=covariate49, type=float, missing=  4 of 100, average=0.048934, stdev=1.001809, range=[-2.714850,2.221436], active=1
covariate 50:  name=covariate50, type=float, missing= 13 of 100, average=0.149642, stdev=0.915654, range=[-2.472751,2.560258], active=1
covariate 51:  name=covariate51, type=float, missing=  7 of 100, average=0.082663, stdev=1.016964, range=[-3.025240,3.138839], active=1
covariate 52:  name=covariate52, type=float, missing=  4 of 100, average=-0.146075, stdev=1.017671, range=[-2.749813,1.724761], active=1
covariate 53:  name=covariate53, type=float, missing=  9 of 100, average=0.027651, stdev=1.039759, range=[-2.589691,2.813606], active=1
covariate 54:  name=covariate54, type=float, missing=  2 of 100, average=0.101848, stdev=1.027627, range=[-3.139778,2.313937], active=1
covariate 55:  name=covariate55, type=float, missing=  3 of 100, average=-0.045472, stdev=0.908568, range=[-2.069701,2.290328], active=1
covariate 56:  name=covariate56, type=float, missing=  3 of 100, average=0.084964, stdev=0.948899, range=[-2.619329,2.092281], active=1
covariate 57:  name=covariate57, type=float, missing=  5 of 100, average=0.000331, stdev=1.053191, range=[-2.885198,2.769314], active=1
covariate 58:  name=covariate58, type=float, missing=  5 of 100, average=-0.024327, stdev=1.072064, range=[-3.055494,2.311692], active=1
covariate 59:  name=covariate59, type=float, missing=  1 of 100, average=0.219646, stdev=0.946497, range=[-1.970795,2.924991], active=1
covariate 60:  name=covariate60, type=float, missing=  9 of 100, average=0.074699, stdev=1.006321, range=[-2.120756,1.924946], active=1
