covariate 1:   name=covariate1, type=float, missing=  1 of  50, average=-0.052353, stdev=1.077827, range=[-2.106286,2.406712], active=1
covariate 24:  name=covariate24, type=float, missing=  1 of  50, average=0.164045, stdev=0.781300, range=[-1.724193,2.089170], active=1
covariate 25:  name=covariate25, type=float, missing=  4 of  50, average=0.131770, stdev=0.895911, range=[-1.751724,2.136380], active=1
covariate 26:  name=covariate26, type=float, missing=  1 of  50, average=0.005895, stdev=0.960115, range=[-2.072259,1.629721], active=1
covariate 27:  name=covariate27, type=float, missing=  2 of  50, average=0.024971, stdev=0.982480, range=[-2.605644,1.529716], active=1
covariate 28:  name=covariate28, type=float, missing=  3 of  50, average=0.011978, stdev=1.014773, range=[-2.925304,1.701723], active=1
covariate 29:  name=covariate29, type=float, missing=  2 of  50, average=-0.017543, stdev=0.932411, range=[-2.128115,1.836009], active=1
covariate 30:  name=covariate30, type=float, missing=  6 of  50, average=-0.062273, stdev=0.991597, range=[-2.208314,1.840288], active=1
covariate 31:  name=covariate31, type=float, missing=  3 of  50, average=-0.091486, stdev=0.992775, range=[-1.945011,1.869105], active=1
covariate 32:  name=covariate32, type=float, missing=  2 of  50, average=0.010266, stdev=1.159141, range=[-2.957605,2.858314], active=1
covariate 33:  name=covariate33, type=float, missing=  5 of  50, average=0.116467, stdev=0.892660, range=[-1.806966,2.042386], active=1
covariate 34:  name=covariate34, type=float, missing=  3 of  50, average=0.016681, stdev=1.013535, range=[-1.863646,2.154458], active=1
covariate 35:  name=covariate35, type=float, missing=  2 of  50, average=0.018378, stdev=0.875886, range=[-2.385065,2.289790], active=1
covariate 36:  name=covariate36, type=float, missing=  1 of  50, average=0.105016, stdev=0.892841, range=[-2.089802,1.816225], active=1
covariate 37:  name=covariate37, type=float, missing=  3 of  50, average=0.168379, stdev=0.930401, range=[-1.933676,2.142125], active=1
covariate 38:  name=covariate38, type=float, missing=  2 of  50, average=0.204602, stdev=0.852273, range=[-1.231945,2.408738], active=1
covariate 39:  name=covariate39, type=float, missing=  1 of  50, average=0.059882, stdev=1.128976, range=[-2.307863,2.532655], active=1
covariate 40:  name=covariate40, type=float, missing=  3 of  50, average=-0.047033, stdev=1.312729, range=[-2.618307,3.651648], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of  50, average=0.235632, stdev=0.954853, range=[-1.924808,2.936035], active=1
covariate 42:  name=covariate42, type=float, missing=  3 of  50, average=0.123935, stdev=1.245173, range=[-2.006984,2.955741], active=1
covariate 43:  name=covariate43, type=float, missing=  1 of  50, average=0.067993, stdev=1.101661, range=[-2.254061,3.162089], active=1
covariate 44:  name=covariate44, type=float, missing=  1 of  50, average=-0.090460, stdev=0.880965, range=[-2.222536,1.683080], active=1
covariate 45:  name=covariate45, type=float, missing=  3 of  50, average=-0.131736, stdev=1.062146, range=[-2.897026,2.226748], active=1
covariate 46:  name=covariate46, type=float, missing=  3 of  50, average=-0.063843, stdev=1.024593, range=[-1.995359,2.036852], active=1
covariate 47:  name=covariate47, type=float, missing=  2 of  50, average=0.052639, stdev=1.025024, range=[-2.502536,2.290837], active=1
covariate 48:  name=covariate48, type=float, missing=  3 of  50, average=-0.077459, stdev=0.969032, range=[-2.077405,2.575410], active=1
covariate 49:  name=covariate49, type=float, missing=  3 of  50, average=-0.062935, stdev=0.908372, range=[-1.893615,2.322280], active=1
covariate 50:  name=covariate50, type=float, missing=  3 of  50, average=-0.078453, stdev=0.964269, range=[-2.064395,1.841422], active=1
covariate 51:  name=covariate51, type=float, missing=  1 of  50, average=-0.024324, stdev=0.880642, range=[-1.903056,2.446487], active=1
covariate 52:  name=covariate52, type=float, missing=  6 of  50, average=0.226092, stdev=0.874699, range=[-1.652337,2.385127], active=1
covariate 53:  name=covariate53, type=float, missing=  2 of  50, average=-0.000057, stdev=0.965155, range=[-2.082196,3.331413], active=1
covariate 54:  name=covariate54, type=float, missing=  1 of  50, average=-0.113868, stdev=1.045393, range=[-2.802088,2.222712], active=1
covariate 55:  name=covariate55, type=float, missing=  1 of  50, average=0.057239, stdev=1.180196, range=[-2.416685,2.657138], active=1
covariate 56:  name=covariate56, type=float, missing=  1 of  50, average=-0.204345, stdev=0.935965, range=[-2.384403,1.624245], active=1
covariate 57:  name=covariate57, type=float, missing=  2 of  50, average=-0.195276, stdev=0.829681, range=[-1.801585,1.336232], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of  50, average=-0.034359, stdev=1.030552, range=[-2.431076,1.885722], active=1
covariate 59:  name=covariate59, type=float, missing=  2 of  50, average=-0.011453, stdev=0.876076, range=[-2.537987,1.616253], active=1
covariate 60:  name=covariate60, type=float, missing=  2 of  50, average=0.057948, stdev=0.850493, range=[-1.763109,2.517357], active=1
