covariate 1:   name=covariate1, type=float, missing=  2 of  50, average=0.055507, stdev=1.014468, range=[-1.694002,2.727259], active=1
covariate 30:  name=covariate30, type=float, missing=  7 of  50, average=-0.009475, stdev=0.867181, range=[-2.267918,1.848330], active=1
covariate 31:  name=covariate31, type=float, missing=  3 of  50, average=0.167039, stdev=0.965007, range=[-2.721962,2.728643], active=1
covariate 32:  name=covariate32, type=float, missing=  3 of  50, average=0.071787, stdev=0.903428, range=[-1.583108,3.263886], active=1
covariate 33:  name=covariate33, type=float, missing=  1 of  50, average=0.097581, stdev=1.005782, range=[-2.199728,2.719789], active=1
covariate 34:  name=covariate34, type=float, missing=  1 of  50, average=-0.283927, stdev=1.046216, range=[-2.497276,2.151637], active=1
covariate 35:  name=covariate35, type=float, missing=  3 of  50, average=0.089844, stdev=1.048817, range=[-2.241838,2.441934], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of  50, average=-0.151210, stdev=1.048222, range=[-2.595171,1.943792], active=1
covariate 37:  name=covariate37, type=float, missing=  1 of  50, average=0.225752, stdev=0.936904, range=[-1.617417,2.860089], active=1
covariate 38:  name=covariate38, type=float, missing=  3 of  50, average=0.183679, stdev=0.799688, range=[-1.299583,1.998873], active=1
covariate 39:  name=covariate39, type=float, missing=  5 of  50, average=-0.224178, stdev=0.939117, range=[-2.940651,1.858017], active=1
covariate 40:  name=covariate40, type=float, missing=  3 of  50, average=-0.109241, stdev=1.000862, range=[-2.790801,1.892668], active=1
covariate 41:  name=covariate41, type=float, missing=  3 of  50, average=-0.080848, stdev=1.045875, range=[-3.009924,2.849567], active=1
covariate 42:  name=covariate42, type=float, missing=  2 of  50, average=0.077829, stdev=1.047376, range=[-1.989892,1.994206], active=1
covariate 43:  name=covariate43, type=float, missing=  3 of  50, average=0.232458, stdev=1.086214, range=[-3.009719,2.790820], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of  50, average=-0.115869, stdev=0.914289, range=[-2.048032,1.806764], active=1
covariate 45:  name=covariate45, type=float, missing=  3 of  50, average=-0.036709, stdev=1.123568, range=[-3.184980,2.651150], active=1
covariate 46:  name=covariate46, type=float, missing=  3 of  50, average=0.063367, stdev=0.911892, range=[-1.953564,2.502157], active=1
covariate 47:  name=covariate47, type=float, missing=  4 of  50, average=-0.028074, stdev=0.900584, range=[-1.950638,1.938714], active=1
covariate 48:  name=covariate48, type=float, missing=  2 of  50, average=-0.056744, stdev=1.092597, range=[-2.786114,2.790573], active=1
covariate 49:  name=covariate49, type=float, missing=  3 of  50, average=-0.084013, stdev=0.856554, range=[-1.702108,1.291609], active=1
covariate 50:  name=covariate50, type=float, missing=  3 of  50, average=0.063320, stdev=1.048925, range=[-2.664428,2.076522], active=1
covariate 51:  name=covariate51, type=float, missing=  5 of  50, average=-0.072497, stdev=1.133254, range=[-2.941141,1.699927], active=1
covariate 52:  name=covariate52, type=float, missing=  1 of  50, average=0.089261, stdev=0.875113, range=[-1.340074,2.267381], active=1
covariate 53:  name=covariate53, type=float, missing=  1 of  50, average=-0.144229, stdev=0.902962, range=[-1.919284,1.820659], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of  50, average=0.154792, stdev=1.040512, range=[-2.257751,2.475587], active=1
covariate 55:  name=covariate55, type=float, missing=  4 of  50, average=0.173165, stdev=1.011098, range=[-2.899945,2.232288], active=1
covariate 56:  name=covariate56, type=float, missing=  4 of  50, average=-0.121963, stdev=0.958422, range=[-2.592911,1.499027], active=1
covariate 57:  name=covariate57, type=float, missing=  2 of  50, average=-0.047014, stdev=0.974513, range=[-2.689609,1.942711], active=1
covariate 58:  name=covariate58, type=float, missing=  2 of  50, average=-0.113037, stdev=1.101145, range=[-2.802972,2.438929], active=1
covariate 59:  name=covariate59, type=float, missing=  1 of  50, average=-0.080169, stdev=0.950538, range=[-2.364578,2.149507], active=1
covariate 60:  name=covariate60, type=float, missing=  2 of  50, average=-0.123373, stdev=0.878734, range=[-1.972072,1.508523], active=1
covariate 61:  name=covariate61, type=float, missing=  4 of  50, average=0.121817, stdev=1.029485, range=[-1.986522,2.557158], active=1
covariate 62:  name=covariate62, type=float, missing=  2 of  50, average=-0.121810, stdev=1.066336, range=[-2.413404,2.125424], active=1
covariate 63:  name=covariate63, type=float, missing=  4 of  50, average=-0.079023, stdev=0.952739, range=[-2.504171,2.183805], active=1
covariate 64:  name=covariate64, type=float, missing=  1 of  50, average=-0.211771, stdev=1.011745, range=[-2.233073,2.123399], active=1
covariate 65:  name=covariate65, type=float, missing=  4 of  50, average=-0.218389, stdev=0.998666, range=[-2.643481,1.865156], active=1
covariate 66:  name=covariate66, type=float, missing=  3 of  50, average=-0.329957, stdev=1.024613, range=[-2.906010,1.618193], active=1
covariate 67:  name=covariate67, type=float, missing=  7 of  50, average=0.040208, stdev=0.904284, range=[-1.990418,2.501696], active=1
covariate 68:  name=covariate68, type=float, missing=  2 of  50, average=-0.073048, stdev=0.880556, range=[-1.934591,1.654110], active=1
covariate 69:  name=covariate69, type=float, missing=  2 of  50, average=-0.078464, stdev=0.911231, range=[-1.825269,2.051057], active=1
covariate 70:  name=covariate70, type=float, missing=  1 of  50, average=0.057572, stdev=1.110523, range=[-2.121986,2.288475], active=1
covariate 71:  name=covariate71, type=float, missing=  2 of  50, average=0.010489, stdev=1.133863, range=[-2.839795,3.361439], active=1
covariate 72:  name=covariate72, type=float, missing=  4 of  50, average=-0.028797, stdev=0.777049, range=[-1.537213,1.333405], active=1
covariate 73:  name=covariate73, type=float, missing=  1 of  50, average=-0.169786, stdev=0.904154, range=[-2.320190,2.466914], active=1
covariate 74:  name=covariate74, type=float, missing=  3 of  50, average=-0.105449, stdev=0.968916, range=[-2.694493,2.133026], active=1
covariate 75:  name=covariate75, type=float, missing=  3 of  50, average=0.257551, stdev=0.995723, range=[-2.028691,2.171811], active=1
covariate 76:  name=covariate76, type=float, missing=  4 of  50, average=-0.003186, stdev=1.159489, range=[-3.437212,1.779329], active=1
covariate 77:  name=covariate77, type=float, missing=  3 of  50, average=0.183969, stdev=1.059560, range=[-2.012956,2.939468], active=1
covariate 78:  name=covariate78, type=float, missing=  2 of  50, average=-0.038218, stdev=1.149315, range=[-2.568166,2.535645], active=1
covariate 79:  name=covariate79, type=float, missing=  1 of  50, average=0.019664, stdev=1.005153, range=[-1.734651,2.971870], active=1
covariate 80:  name=covariate80, type=float, missing=  2 of  50, average=-0.054200, stdev=0.983442, range=[-2.244349,2.279783], active=1
