covariate 1:   name=covariate1, type=float, missing=  0 of  50, average=-0.113434, stdev=1.012537, range=[-2.931184,1.772670], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of  50, average=0.064803, stdev=0.972587, range=[-1.846252,2.316244], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of  50, average=-0.111056, stdev=0.897445, range=[-2.011147,2.169514], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of  50, average=-0.187416, stdev=1.103528, range=[-3.155793,1.714390], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of  50, average=0.096222, stdev=1.047447, range=[-1.829173,2.843385], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of  50, average=0.323071, stdev=0.843368, range=[-1.445105,1.909500], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of  50, average=0.017805, stdev=0.973759, range=[-2.044471,2.787545], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of  50, average=0.068298, stdev=1.072190, range=[-2.795612,2.866218], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of  50, average=-0.041094, stdev=0.930886, range=[-2.592598,1.736809], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of  50, average=-0.044462, stdev=1.150873, range=[-2.453688,2.238216], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of  50, average=0.164415, stdev=1.275766, range=[-2.230208,3.092853], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of  50, average=0.151222, stdev=1.148677, range=[-2.157065,3.006896], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of  50, average=0.104123, stdev=0.852354, range=[-1.835555,2.012828], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of  50, average=0.081986, stdev=0.935591, range=[-2.148769,2.279442], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of  50, average=-0.040197, stdev=0.938287, range=[-2.672582,2.409198], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of  50, average=-0.003796, stdev=0.916442, range=[-1.688218,1.884899], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of  50, average=0.162137, stdev=0.888446, range=[-1.764962,2.445728], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of  50, average=0.262078, stdev=1.061265, range=[-2.068484,3.249419], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of  50, average=-0.096722, stdev=0.896196, range=[-2.056481,1.789401], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of  50, average=0.268291, stdev=0.927156, range=[-1.394320,2.700068], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of  50, average=0.251298, stdev=0.880164, range=[-1.627420,1.872453], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of  50, average=-0.009304, stdev=0.884456, range=[-2.039563,2.787169], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of  50, average=0.090487, stdev=1.101110, range=[-2.945615,2.544293], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of  50, average=0.087503, stdev=1.078384, range=[-1.991259,2.467337], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of  50, average=0.149633, stdev=1.071543, range=[-3.072147,2.117414], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of  50, average=0.257048, stdev=1.164619, range=[-3.322208,2.643934], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of  50, average=-0.116827, stdev=0.982252, range=[-1.949122,1.695964], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of  50, average=-0.037821, stdev=0.943323, range=[-2.445148,2.005286], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of  50, average=0.124543, stdev=1.061964, range=[-3.222320,2.364126], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of  50, average=0.019205, stdev=0.988559, range=[-2.326079,2.338830], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of  50, average=-0.014233, stdev=0.862372, range=[-1.858801,1.867179], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of  50, average=-0.062674, stdev=1.001076, range=[-2.499165,2.389720], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of  50, average=0.160555, stdev=1.124078, range=[-2.016259,2.845345], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of  50, average=0.093804, stdev=0.977466, range=[-2.297404,2.349651], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of  50, average=0.081398, stdev=1.080431, range=[-2.337012,3.181721], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of  50, average=0.127171, stdev=0.941791, range=[-1.992844,2.540192], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of  50, average=0.070062, stdev=1.023301, range=[-1.642305,2.320172], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of  50, average=0.220970, stdev=1.065182, range=[-1.674794,3.813134], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of  50, average=0.021467, stdev=0.769279, range=[-1.939833,2.099236], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of  50, average=0.308250, stdev=0.954647, range=[-1.859854,2.072928], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of  50, average=0.272961, stdev=0.973104, range=[-2.314201,2.104309], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of  50, average=0.067330, stdev=1.073706, range=[-2.128263,2.846062], active=1
