covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.110501, stdev=1.021593, range=[-2.310043,2.738528], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=0.021824, stdev=1.071286, range=[-2.307991,2.675762], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=-0.040164, stdev=0.909413, range=[-2.134920,1.820410], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=0.108306, stdev=1.026647, range=[-2.206382,2.489341], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=-0.132710, stdev=1.027158, range=[-2.747748,2.259665], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=-0.018133, stdev=0.926910, range=[-2.440025,1.847161], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=-0.052697, stdev=1.012987, range=[-2.841841,2.278111], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=-0.238179, stdev=0.928536, range=[-3.313715,2.197045], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=0.087774, stdev=0.938414, range=[-2.850003,2.314996], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=-0.157147, stdev=0.927826, range=[-2.145865,1.904439], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=0.015949, stdev=0.922351, range=[-2.252271,2.376076], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=-0.106015, stdev=0.883911, range=[-2.007512,2.207181], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=-0.048056, stdev=0.965302, range=[-2.256167,2.440553], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=-0.121983, stdev=0.957322, range=[-2.358827,2.026867], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=0.013674, stdev=0.906525, range=[-2.201290,2.789826], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=0.003597, stdev=0.990964, range=[-2.380451,2.513895], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=-0.020630, stdev=1.076500, range=[-2.492318,2.286349], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=-0.012488, stdev=1.008114, range=[-2.384434,2.202344], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=-0.114333, stdev=1.119683, range=[-3.597074,2.572180], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=-0.025288, stdev=1.032286, range=[-2.706995,3.634612], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=0.001758, stdev=1.112310, range=[-2.516250,3.099721], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=-0.028462, stdev=0.960384, range=[-1.820229,2.209427], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=-0.000080, stdev=1.124560, range=[-2.822257,3.141493], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=-0.066155, stdev=0.910378, range=[-2.503184,1.986542], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=0.037247, stdev=0.946304, range=[-2.359558,2.317153], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of 100, average=0.086412, stdev=1.013116, range=[-2.282978,2.164848], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of 100, average=-0.138927, stdev=1.042777, range=[-2.939179,2.444038], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of 100, average=-0.133160, stdev=0.967904, range=[-2.875678,2.020864], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 100, average=-0.058288, stdev=1.007529, range=[-2.462359,2.838527], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 100, average=0.029395, stdev=1.124490, range=[-2.164732,3.361274], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 100, average=0.023812, stdev=1.126911, range=[-2.514920,2.807103], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 100, average=0.002430, stdev=0.957986, range=[-2.755365,1.720243], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 100, average=-0.097328, stdev=0.986201, range=[-2.355414,1.933307], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 100, average=0.030605, stdev=1.146902, range=[-2.349884,3.295718], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of 100, average=-0.010820, stdev=0.926287, range=[-1.990568,2.139476], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of 100, average=0.098838, stdev=1.015690, range=[-3.242986,2.565412], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of 100, average=0.039971, stdev=0.981427, range=[-2.377505,2.513364], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of 100, average=-0.129790, stdev=0.943167, range=[-2.671823,2.188930], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of 100, average=0.114870, stdev=1.028557, range=[-2.434975,2.581888], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of 100, average=0.180698, stdev=1.001499, range=[-2.039164,2.510879], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of 100, average=0.017548, stdev=1.025901, range=[-2.795326,2.823693], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of 100, average=0.007285, stdev=0.929225, range=[-2.407542,2.463319], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of 100, average=-0.071640, stdev=1.029190, range=[-2.891451,1.887161], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of 100, average=-0.142589, stdev=0.960097, range=[-2.255612,2.747676], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 100, average=0.021743, stdev=0.943265, range=[-3.035650,1.997662], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of 100, average=-0.074070, stdev=0.892740, range=[-2.117641,2.489681], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of 100, average=-0.043542, stdev=1.023871, range=[-2.374107,2.374186], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of 100, average=-0.005074, stdev=1.019497, range=[-2.076272,2.878935], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of 100, average=0.050661, stdev=0.938936, range=[-2.778514,2.215896], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of 100, average=0.035246, stdev=0.957585, range=[-2.755116,2.438485], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of 100, average=-0.015456, stdev=1.018870, range=[-2.450988,2.779024], active=1
covariate 67:  name=covariate67, type=float, missing=  0 of 100, average=-0.065439, stdev=0.994214, range=[-2.660552,2.212895], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of 100, average=0.033231, stdev=0.972528, range=[-2.636873,2.382699], active=1
covariate 69:  name=covariate69, type=float, missing=  0 of 100, average=-0.030030, stdev=1.002585, range=[-2.414142,3.884644], active=1
covariate 70:  name=covariate70, type=float, missing=  0 of 100, average=0.055905, stdev=0.946574, range=[-2.392963,2.195039], active=1
covariate 71:  name=covariate71, type=float, missing=  0 of 100, average=-0.027573, stdev=0.871237, range=[-2.333740,2.585750], active=1
covariate 72:  name=covariate72, type=float, missing=  0 of 100, average=0.036417, stdev=0.956981, range=[-2.647726,2.234968], active=1
covariate 73:  name=covariate73, type=float, missing=  0 of 100, average=0.012101, stdev=0.921091, range=[-2.283853,2.112057], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of 100, average=-0.095616, stdev=0.923332, range=[-2.145993,3.429750], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of 100, average=-0.232939, stdev=1.085792, range=[-2.347127,3.370212], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of 100, average=-0.044181, stdev=0.916107, range=[-2.102918,2.917221], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of 100, average=0.023868, stdev=0.900521, range=[-1.926116,2.134892], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of 100, average=0.171553, stdev=1.017254, range=[-2.301766,2.693166], active=1
covariate 79:  name=covariate79, type=float, missing=  0 of 100, average=-0.001081, stdev=1.037488, range=[-2.255199,2.601724], active=1
covariate 80:  name=covariate80, type=float, missing=  0 of 100, average=0.037953, stdev=1.060864, range=[-2.541747,3.078793], active=1
covariate 81:  name=covariate81, type=float, missing=  0 of 100, average=0.002905, stdev=1.115346, range=[-2.787877,2.851452], active=1
covariate 82:  name=covariate82, type=float, missing=  0 of 100, average=-0.126249, stdev=1.035058, range=[-2.471908,2.370701], active=1
covariate 83:  name=covariate83, type=float, missing=  0 of 100, average=-0.071614, stdev=0.979004, range=[-2.960611,2.570820], active=1
covariate 84:  name=covariate84, type=float, missing=  0 of 100, average=-0.100079, stdev=0.902496, range=[-2.289550,2.043589], active=1
covariate 85:  name=covariate85, type=float, missing=  0 of 100, average=0.115028, stdev=1.056850, range=[-2.227182,2.668660], active=1
covariate 86:  name=covariate86, type=float, missing=  0 of 100, average=-0.061239, stdev=0.943577, range=[-2.463233,1.994295], active=1
covariate 87:  name=covariate87, type=float, missing=  0 of 100, average=-0.081542, stdev=0.953187, range=[-2.460965,2.657698], active=1
covariate 88:  name=covariate88, type=float, missing=  0 of 100, average=0.074206, stdev=1.052587, range=[-2.047306,3.342575], active=1
covariate 89:  name=covariate89, type=float, missing=  0 of 100, average=0.166833, stdev=1.025772, range=[-2.176834,3.004215], active=1
covariate 90:  name=covariate90, type=float, missing=  0 of 100, average=-0.100120, stdev=0.978718, range=[-2.649943,2.655076], active=1
covariate 91:  name=covariate91, type=float, missing=  0 of 100, average=-0.023552, stdev=0.987042, range=[-2.562016,2.468867], active=1
covariate 92:  name=covariate92, type=float, missing=  0 of 100, average=0.001684, stdev=1.032837, range=[-2.784368,2.691614], active=1
covariate 93:  name=covariate93, type=float, missing=  0 of 100, average=0.141454, stdev=1.159057, range=[-3.666313,2.814899], active=1
covariate 94:  name=covariate94, type=float, missing=  0 of 100, average=0.001972, stdev=1.053023, range=[-3.406418,2.960591], active=1
covariate 95:  name=covariate95, type=float, missing=  0 of 100, average=-0.112435, stdev=1.075736, range=[-3.084313,2.143383], active=1
covariate 96:  name=covariate96, type=float, missing=  0 of 100, average=0.059870, stdev=0.952469, range=[-1.534146,2.294054], active=1
covariate 97:  name=covariate97, type=float, missing=  0 of 100, average=0.076170, stdev=1.018271, range=[-2.335446,2.296959], active=1
covariate 98:  name=covariate98, type=float, missing=  0 of 100, average=0.047317, stdev=0.962806, range=[-3.045097,2.220297], active=1
covariate 99:  name=covariate99, type=float, missing=  0 of 100, average=0.155683, stdev=0.841560, range=[-1.754424,2.029591], active=1
covariate 100: name=covariate100, type=float, missing=  0 of 100, average=0.030938, stdev=1.051067, range=[-2.810892,2.738673], active=1
