covariate 1:   name=covariate1, type=float, missing=  2 of  50, average=-0.072210, stdev=1.054672, range=[-2.008732,2.330804], active=1
covariate 25:  name=covariate25, type=float, missing=  5 of  50, average=-0.142637, stdev=1.085792, range=[-2.230704,1.986431], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of  50, average=0.150400, stdev=0.856969, range=[-1.568559,1.932169], active=1
covariate 27:  name=covariate27, type=float, missing=  2 of  50, average=0.035444, stdev=0.999082, range=[-1.911918,2.695547], active=1
covariate 28:  name=covariate28, type=float, missing=  1 of  50, average=-0.033250, stdev=1.155963, range=[-3.015892,3.104158], active=1
covariate 29:  name=covariate29, type=float, missing=  2 of  50, average=-0.003765, stdev=0.987329, range=[-2.406697,2.055668], active=1
covariate 30:  name=covariate30, type=float, missing=  1 of  50, average=0.046762, stdev=0.911953, range=[-1.434235,2.693107], active=1
covariate 31:  name=covariate31, type=float, missing=  6 of  50, average=0.037219, stdev=1.066120, range=[-2.488909,1.891512], active=1
covariate 32:  name=covariate32, type=float, missing=  4 of  50, average=0.203959, stdev=0.815284, range=[-1.331429,2.376583], active=1
covariate 33:  name=covariate33, type=float, missing=  2 of  50, average=0.051784, stdev=1.025835, range=[-2.035200,2.208051], active=1
covariate 34:  name=covariate34, type=float, missing=  3 of  50, average=-0.188077, stdev=1.130053, range=[-3.519203,1.685878], active=1
covariate 35:  name=covariate35, type=float, missing=  2 of  50, average=0.185861, stdev=1.093950, range=[-2.576711,1.832395], active=1
covariate 36:  name=covariate36, type=float, missing=  1 of  50, average=0.264081, stdev=0.900379, range=[-1.871976,2.426173], active=1
covariate 37:  name=covariate37, type=float, missing=  3 of  50, average=-0.012247, stdev=0.914783, range=[-2.013912,2.184274], active=1
covariate 38:  name=covariate38, type=float, missing=  1 of  50, average=0.106181, stdev=1.093534, range=[-2.157477,2.530871], active=1
covariate 39:  name=covariate39, type=float, missing=  2 of  50, average=-0.061419, stdev=0.979988, range=[-1.845690,2.210939], active=1
covariate 40:  name=covariate40, type=float, missing=  2 of  50, average=-0.021896, stdev=0.934309, range=[-2.217128,2.609464], active=1
covariate 41:  name=covariate41, type=float, missing=  5 of  50, average=0.130615, stdev=1.182406, range=[-2.347205,2.350341], active=1
covariate 42:  name=covariate42, type=float, missing=  2 of  50, average=0.040413, stdev=1.013118, range=[-2.242887,2.321132], active=1
covariate 43:  name=covariate43, type=float, missing=  4 of  50, average=-0.003622, stdev=0.947876, range=[-2.302592,2.061780], active=1
covariate 44:  name=covariate44, type=float, missing=  3 of  50, average=0.101338, stdev=1.010460, range=[-1.636203,1.990509], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of  50, average=-0.183523, stdev=1.019105, range=[-2.548968,2.301768], active=1
covariate 46:  name=covariate46, type=float, missing=  5 of  50, average=0.114621, stdev=0.819722, range=[-2.089504,1.975766], active=1
covariate 47:  name=covariate47, type=float, missing=  2 of  50, average=0.015962, stdev=1.027737, range=[-2.442042,2.849615], active=1
covariate 48:  name=covariate48, type=float, missing=  4 of  50, average=-0.162499, stdev=0.988691, range=[-2.124548,2.544092], active=1
covariate 49:  name=covariate49, type=float, missing=  3 of  50, average=0.073849, stdev=0.926716, range=[-2.313393,2.431388], active=1
covariate 50:  name=covariate50, type=float, missing=  1 of  50, average=0.293127, stdev=0.977792, range=[-2.451016,1.962285], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of  50, average=0.029678, stdev=1.002427, range=[-1.809502,1.966879], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of  50, average=0.078896, stdev=0.948657, range=[-2.053680,2.316733], active=1
covariate 53:  name=covariate53, type=float, missing=  6 of  50, average=-0.253575, stdev=0.993113, range=[-2.437952,1.613330], active=1
covariate 54:  name=covariate54, type=float, missing=  4 of  50, average=0.009356, stdev=0.973345, range=[-2.678073,2.034552], active=1
covariate 55:  name=covariate55, type=float, missing=  1 of  50, average=-0.014926, stdev=0.973490, range=[-2.224466,2.231653], active=1
covariate 56:  name=covariate56, type=float, missing=  3 of  50, average=-0.119088, stdev=0.897147, range=[-1.955881,2.098423], active=1
covariate 57:  name=covariate57, type=float, missing=  1 of  50, average=0.079726, stdev=0.771742, range=[-2.023818,1.558236], active=1
covariate 58:  name=covariate58, type=float, missing=  2 of  50, average=-0.012216, stdev=1.037398, range=[-1.590427,2.272876], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of  50, average=-0.104338, stdev=1.260723, range=[-3.275780,3.085420], active=1
covariate 60:  name=covariate60, type=float, missing=  3 of  50, average=-0.185863, stdev=0.888735, range=[-2.568131,1.303612], active=1
