covariate 1:   name=covariate1, type=float, missing=  4 of  50, average=0.099854, stdev=0.958143, range=[-1.713720,2.568210], active=1
covariate 27:  name=covariate27, type=float, missing=  1 of  50, average=0.047856, stdev=0.930007, range=[-2.232819,2.699686], active=1
covariate 28:  name=covariate28, type=float, missing=  1 of  50, average=0.055936, stdev=0.903452, range=[-2.035615,1.934767], active=1
covariate 29:  name=covariate29, type=float, missing=  1 of  50, average=0.327746, stdev=0.981232, range=[-2.365415,2.147712], active=1
covariate 30:  name=covariate30, type=float, missing=  1 of  50, average=0.034046, stdev=1.000605, range=[-1.997288,2.311908], active=1
covariate 31:  name=covariate31, type=float, missing=  2 of  50, average=-0.087648, stdev=0.952486, range=[-2.551566,1.684589], active=1
covariate 32:  name=covariate32, type=float, missing=  5 of  50, average=-0.125106, stdev=1.000600, range=[-2.082287,2.417917], active=1
covariate 33:  name=covariate33, type=float, missing=  2 of  50, average=-0.019279, stdev=0.904888, range=[-1.683458,1.897423], active=1
covariate 34:  name=covariate34, type=float, missing=  2 of  50, average=0.224790, stdev=0.959597, range=[-1.897586,2.519143], active=1
covariate 35:  name=covariate35, type=float, missing=  1 of  50, average=-0.044780, stdev=0.823919, range=[-2.022297,2.112611], active=1
covariate 36:  name=covariate36, type=float, missing=  4 of  50, average=0.062657, stdev=0.917143, range=[-2.119478,2.211150], active=1
covariate 37:  name=covariate37, type=float, missing=  4 of  50, average=-0.193057, stdev=1.125230, range=[-2.986735,2.304620], active=1
covariate 38:  name=covariate38, type=float, missing=  2 of  50, average=-0.008509, stdev=0.889661, range=[-2.226842,2.050256], active=1
covariate 39:  name=covariate39, type=float, missing=  3 of  50, average=-0.072058, stdev=1.195909, range=[-2.668244,2.926030], active=1
covariate 40:  name=covariate40, type=float, missing=  1 of  50, average=-0.037956, stdev=1.074068, range=[-2.365376,2.113063], active=1
covariate 41:  name=covariate41, type=float, missing=  4 of  50, average=0.124854, stdev=1.060881, range=[-2.000131,2.941545], active=1
covariate 42:  name=covariate42, type=float, missing=  5 of  50, average=-0.058268, stdev=0.797210, range=[-2.011889,1.681458], active=1
covariate 43:  name=covariate43, type=float, missing=  5 of  50, average=-0.146726, stdev=0.818800, range=[-2.052213,1.339164], active=1
covariate 44:  name=covariate44, type=float, missing=  4 of  50, average=-0.207766, stdev=0.860334, range=[-2.492472,1.627328], active=1
covariate 45:  name=covariate45, type=float, missing=  3 of  50, average=0.124490, stdev=0.952904, range=[-2.516012,2.363042], active=1
covariate 46:  name=covariate46, type=float, missing=  2 of  50, average=-0.080780, stdev=1.042073, range=[-1.912421,2.603908], active=1
covariate 47:  name=covariate47, type=float, missing=  2 of  50, average=-0.115135, stdev=0.940204, range=[-2.379000,1.573717], active=1
covariate 48:  name=covariate48, type=float, missing=  4 of  50, average=0.125673, stdev=0.902244, range=[-1.496773,2.491498], active=1
covariate 49:  name=covariate49, type=float, missing=  1 of  50, average=0.105832, stdev=0.894411, range=[-1.717579,2.725169], active=1
covariate 50:  name=covariate50, type=float, missing=  2 of  50, average=0.002649, stdev=1.082036, range=[-1.724742,2.481977], active=1
covariate 51:  name=covariate51, type=float, missing=  5 of  50, average=-0.007238, stdev=1.022197, range=[-3.311963,2.140672], active=1
covariate 52:  name=covariate52, type=float, missing=  3 of  50, average=-0.095724, stdev=0.904116, range=[-2.086553,1.826695], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of  50, average=-0.063319, stdev=0.906648, range=[-1.984671,1.650723], active=1
covariate 54:  name=covariate54, type=float, missing=  1 of  50, average=0.012885, stdev=0.914904, range=[-1.921193,2.318748], active=1
covariate 55:  name=covariate55, type=float, missing=  5 of  50, average=0.046475, stdev=1.001915, range=[-1.651849,1.929127], active=1
covariate 56:  name=covariate56, type=float, missing=  3 of  50, average=0.003440, stdev=1.072678, range=[-2.744589,1.974631], active=1
covariate 57:  name=covariate57, type=float, missing=  1 of  50, average=0.036438, stdev=0.872985, range=[-1.868374,2.665082], active=1
covariate 58:  name=covariate58, type=float, missing=  1 of  50, average=-0.098491, stdev=0.901439, range=[-2.187052,1.693446], active=1
covariate 59:  name=covariate59, type=float, missing=  3 of  50, average=-0.009339, stdev=1.048045, range=[-2.420368,2.792891], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of  50, average=-0.188701, stdev=1.024418, range=[-2.314558,2.597658], active=1
covariate 61:  name=covariate61, type=float, missing=  1 of  50, average=0.145502, stdev=0.787552, range=[-1.671068,1.497668], active=1
covariate 62:  name=covariate62, type=float, missing=  2 of  50, average=0.027735, stdev=0.952072, range=[-2.479921,1.751086], active=1
covariate 63:  name=covariate63, type=float, missing=  4 of  50, average=0.079546, stdev=1.126823, range=[-2.483053,2.810265], active=1
covariate 64:  name=covariate64, type=float, missing=  1 of  50, average=-0.034610, stdev=0.941746, range=[-2.303204,2.338080], active=1
covariate 65:  name=covariate65, type=float, missing=  1 of  50, average=0.000360, stdev=1.032153, range=[-2.617417,2.252430], active=1
covariate 66:  name=covariate66, type=float, missing=  1 of  50, average=-0.181881, stdev=0.890377, range=[-2.053211,2.052018], active=1
covariate 67:  name=covariate67, type=float, missing=  4 of  50, average=0.027567, stdev=0.968527, range=[-1.804650,2.914377], active=1
covariate 68:  name=covariate68, type=float, missing=  4 of  50, average=0.043932, stdev=1.033598, range=[-1.776429,2.154398], active=1
covariate 69:  name=covariate69, type=float, missing=  1 of  50, average=0.055109, stdev=0.981998, range=[-1.704360,2.493426], active=1
covariate 70:  name=covariate70, type=float, missing=  2 of  50, average=0.054959, stdev=1.015112, range=[-1.663313,3.543492], active=1
covariate 71:  name=covariate71, type=float, missing=  4 of  50, average=0.120262, stdev=0.859171, range=[-1.985155,2.098230], active=1
covariate 72:  name=covariate72, type=float, missing=  5 of  50, average=-0.118692, stdev=0.967381, range=[-1.670118,2.064229], active=1
covariate 73:  name=covariate73, type=float, missing=  2 of  50, average=-0.032158, stdev=0.927176, range=[-2.527045,1.613933], active=1
covariate 74:  name=covariate74, type=float, missing=  4 of  50, average=0.099712, stdev=0.927568, range=[-1.691135,2.198832], active=1
covariate 75:  name=covariate75, type=float, missing=  1 of  50, average=-0.003223, stdev=1.096250, range=[-2.169652,2.215294], active=1
covariate 76:  name=covariate76, type=float, missing=  1 of  50, average=0.184151, stdev=1.060213, range=[-1.865342,2.202220], active=1
covariate 77:  name=covariate77, type=float, missing=  1 of  50, average=0.226108, stdev=0.870547, range=[-0.886975,2.710691], active=1
covariate 78:  name=covariate78, type=float, missing=  3 of  50, average=0.146448, stdev=0.996962, range=[-2.190467,2.414429], active=1
covariate 79:  name=covariate79, type=float, missing=  3 of  50, average=-0.043600, stdev=0.999177, range=[-1.857648,2.095494], active=1
covariate 80:  name=covariate80, type=float, missing=  4 of  50, average=-0.086225, stdev=0.973461, range=[-2.215857,2.127734], active=1
