covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.125137, stdev=1.030975, range=[-2.062747,2.964678], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=-0.053970, stdev=1.007221, range=[-2.767988,2.310500], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=-0.125079, stdev=0.908808, range=[-2.654876,2.522210], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=-0.023350, stdev=0.993653, range=[-2.567180,2.123933], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=-0.035255, stdev=1.116102, range=[-2.876964,2.751616], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=0.064528, stdev=0.960518, range=[-1.966846,3.198218], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=-0.007938, stdev=1.115549, range=[-2.867177,2.774399], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=-0.081289, stdev=1.046337, range=[-3.233434,2.247785], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of 100, average=-0.172582, stdev=0.996330, range=[-3.297229,2.185869], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of 100, average=0.060680, stdev=1.067928, range=[-3.342896,2.415780], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of 100, average=-0.142812, stdev=0.997247, range=[-3.572785,3.169550], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 100, average=-0.005037, stdev=1.056287, range=[-2.918768,2.423958], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 100, average=-0.035225, stdev=0.910427, range=[-1.777166,1.913747], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 100, average=-0.122149, stdev=0.929692, range=[-3.421360,2.487874], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 100, average=0.066098, stdev=0.942341, range=[-2.210723,2.204078], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 100, average=-0.076709, stdev=0.984454, range=[-1.917943,2.621467], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 100, average=0.038744, stdev=1.098723, range=[-2.520108,3.313042], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of 100, average=-0.030326, stdev=0.955484, range=[-2.596113,1.871951], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of 100, average=0.035246, stdev=0.953336, range=[-2.681005,2.542142], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of 100, average=0.023747, stdev=1.136139, range=[-2.706036,2.653898], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of 100, average=-0.114675, stdev=1.066124, range=[-2.113766,2.949548], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of 100, average=-0.084571, stdev=1.010475, range=[-3.293489,2.044647], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of 100, average=-0.089709, stdev=0.985095, range=[-2.529435,1.999515], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of 100, average=-0.079269, stdev=1.045424, range=[-2.188200,2.499840], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of 100, average=-0.115612, stdev=1.045808, range=[-2.382168,2.510279], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of 100, average=0.031817, stdev=1.026139, range=[-2.348333,2.807901], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of 100, average=0.053225, stdev=1.152806, range=[-2.973421,3.206908], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 100, average=-0.104109, stdev=1.044539, range=[-2.826569,2.800928], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of 100, average=-0.107947, stdev=0.989060, range=[-2.356947,2.216186], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of 100, average=-0.043341, stdev=0.966363, range=[-2.222185,2.472326], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of 100, average=0.049258, stdev=0.983115, range=[-2.194274,2.323993], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of 100, average=0.036761, stdev=0.883973, range=[-2.166412,2.012329], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of 100, average=0.001725, stdev=1.029621, range=[-2.631926,2.908465], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of 100, average=0.093452, stdev=0.976039, range=[-2.908354,2.443739], active=1
covariate 67:  name=covariate67, type=float, missing=  0 of 100, average=0.108458, stdev=0.790394, range=[-1.882253,1.545693], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of 100, average=-0.073360, stdev=1.075130, range=[-2.652593,2.736879], active=1
covariate 69:  name=covariate69, type=float, missing=  0 of 100, average=0.158896, stdev=1.006021, range=[-1.918002,2.618110], active=1
covariate 70:  name=covariate70, type=float, missing=  0 of 100, average=-0.051080, stdev=0.942517, range=[-3.117485,2.433101], active=1
covariate 71:  name=covariate71, type=float, missing=  0 of 100, average=0.018111, stdev=0.924921, range=[-2.347420,1.991802], active=1
covariate 72:  name=covariate72, type=float, missing=  0 of 100, average=0.052717, stdev=0.860670, range=[-2.014729,1.949074], active=1
covariate 73:  name=covariate73, type=float, missing=  0 of 100, average=0.002444, stdev=0.983944, range=[-1.988315,1.944132], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of 100, average=-0.006576, stdev=0.978769, range=[-2.129347,3.124298], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of 100, average=0.079360, stdev=1.057115, range=[-3.202985,2.973533], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of 100, average=0.049525, stdev=1.030398, range=[-3.766231,2.545640], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of 100, average=0.117048, stdev=1.071278, range=[-3.658767,2.809382], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of 100, average=-0.154195, stdev=1.020313, range=[-2.407399,2.317396], active=1
covariate 79:  name=covariate79, type=float, missing=  0 of 100, average=0.189401, stdev=0.940410, range=[-2.119209,2.526728], active=1
covariate 80:  name=covariate80, type=float, missing=  0 of 100, average=-0.025069, stdev=1.119453, range=[-2.700676,2.455342], active=1
