covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.091983, stdev=0.981942, range=[-2.414652,2.124164], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=0.095561, stdev=1.009135, range=[-2.432400,3.283015], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=-0.032377, stdev=1.100520, range=[-2.807142,3.543857], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=0.128070, stdev=1.025287, range=[-2.030945,3.903361], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=-0.021655, stdev=1.020083, range=[-2.248185,2.764753], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=0.183592, stdev=0.932429, range=[-1.818546,2.711472], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=-0.088785, stdev=0.997208, range=[-3.285160,2.701349], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=-0.035174, stdev=0.982453, range=[-2.890158,2.207229], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=0.047458, stdev=0.967795, range=[-2.071994,2.791008], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=0.066418, stdev=0.937833, range=[-2.288457,2.326068], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=-0.203870, stdev=1.006127, range=[-2.707925,2.183059], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=0.021729, stdev=0.913171, range=[-2.585807,2.301621], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=-0.136514, stdev=1.015356, range=[-2.508232,2.388325], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=-0.067078, stdev=1.037968, range=[-2.466551,2.461866], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=-0.083906, stdev=0.985288, range=[-2.857678,2.338331], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=-0.143074, stdev=0.902217, range=[-2.257084,2.140217], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=-0.062305, stdev=0.858607, range=[-2.361394,2.294423], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of 100, average=0.042409, stdev=0.965823, range=[-2.418529,3.040684], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of 100, average=-0.053252, stdev=1.096923, range=[-2.781209,2.489339], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of 100, average=-0.009453, stdev=1.044612, range=[-3.008010,2.004201], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 100, average=-0.057641, stdev=1.000140, range=[-3.080170,3.123907], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 100, average=0.219920, stdev=1.013715, range=[-2.102249,2.378552], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 100, average=0.231620, stdev=1.029801, range=[-1.964963,2.761403], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 100, average=0.056493, stdev=1.007715, range=[-3.050668,1.812532], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 100, average=0.054935, stdev=0.905502, range=[-2.143722,2.115894], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 100, average=-0.119866, stdev=0.943342, range=[-2.686643,2.437881], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of 100, average=-0.077185, stdev=1.030371, range=[-3.791284,2.305783], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of 100, average=0.087334, stdev=1.034699, range=[-3.146973,2.195939], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of 100, average=-0.079770, stdev=0.837577, range=[-2.310143,2.200495], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of 100, average=0.020731, stdev=1.055874, range=[-2.734857,2.133932], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of 100, average=-0.075409, stdev=1.096702, range=[-3.327893,2.849479], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of 100, average=0.011743, stdev=1.009682, range=[-2.838574,2.344901], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of 100, average=0.034812, stdev=0.942605, range=[-2.689913,2.320102], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of 100, average=0.129107, stdev=0.828089, range=[-2.022051,1.942986], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of 100, average=0.024446, stdev=0.956643, range=[-2.034940,2.067104], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of 100, average=0.040886, stdev=0.979443, range=[-1.958135,2.612158], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 100, average=0.042176, stdev=0.997733, range=[-2.668322,2.413882], active=1
