covariate 1:   name=covariate1, type=float, missing= 10 of 200, average=-0.024913, stdev=1.008946, range=[-2.848137,2.826368], active=1
covariate 30:  name=covariate30, type=float, missing= 17 of 200, average=-0.144035, stdev=0.983035, range=[-2.615025,2.065942], active=1
covariate 31:  name=covariate31, type=float, missing= 12 of 200, average=-0.045532, stdev=0.903888, range=[-2.080656,2.549925], active=1
covariate 32:  name=covariate32, type=float, missing=  7 of 200, average=-0.015273, stdev=0.948752, range=[-2.327021,2.613621], active=1
covariate 33:  name=covariate33, type=float, missing=  9 of 200, average=-0.024299, stdev=1.078363, range=[-2.608663,2.517933], active=1
covariate 34:  name=covariate34, type=float, missing= 19 of 200, average=0.015536, stdev=1.036680, range=[-2.505341,3.198421], active=1
covariate 35:  name=covariate35, type=float, missing= 12 of 200, average=0.153674, stdev=1.013061, range=[-2.038263,3.663233], active=1
covariate 36:  name=covariate36, type=float, missing= 10 of 200, average=-0.041379, stdev=0.988915, range=[-2.571682,3.041003], active=1
covariate 37:  name=covariate37, type=float, missing= 10 of 200, average=-0.008448, stdev=1.039552, range=[-2.543648,2.654656], active=1
covariate 38:  name=covariate38, type=float, missing=  4 of 200, average=0.047911, stdev=1.033356, range=[-2.602424,3.027899], active=1
covariate 39:  name=covariate39, type=float, missing= 12 of 200, average=0.069728, stdev=0.935835, range=[-2.485186,3.331193], active=1
covariate 40:  name=covariate40, type=float, missing=  9 of 200, average=0.112729, stdev=0.996004, range=[-2.571297,2.932420], active=1
covariate 41:  name=covariate41, type=float, missing= 15 of 200, average=0.074409, stdev=1.044585, range=[-2.478254,2.866515], active=1
covariate 42:  name=covariate42, type=float, missing= 11 of 200, average=-0.056867, stdev=1.008440, range=[-2.673193,3.028265], active=1
covariate 43:  name=covariate43, type=float, missing= 18 of 200, average=0.029880, stdev=0.992248, range=[-3.397896,2.753639], active=1
covariate 44:  name=covariate44, type=float, missing= 11 of 200, average=0.035870, stdev=1.014536, range=[-2.568089,3.428606], active=1
covariate 45:  name=covariate45, type=float, missing=  9 of 200, average=-0.063214, stdev=0.969318, range=[-2.784476,2.520772], active=1
covariate 46:  name=covariate46, type=float, missing= 15 of 200, average=-0.042490, stdev=1.042525, range=[-3.573265,2.587798], active=1
covariate 47:  name=covariate47, type=float, missing= 12 of 200, average=-0.037859, stdev=0.932832, range=[-2.936210,2.164952], active=1
covariate 48:  name=covariate48, type=float, missing=  5 of 200, average=0.024146, stdev=1.023878, range=[-2.443237,2.851205], active=1
covariate 49:  name=covariate49, type=float, missing=  9 of 200, average=0.009607, stdev=0.904089, range=[-2.044060,2.708402], active=1
covariate 50:  name=covariate50, type=float, missing= 15 of 200, average=-0.107748, stdev=0.991710, range=[-2.604881,2.861545], active=1
