covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=-0.012512, stdev=0.991433, range=[-2.110041,2.568210], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of 100, average=-0.207649, stdev=1.055689, range=[-2.553219,2.311337], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of 100, average=0.027843, stdev=1.016767, range=[-2.142957,2.331928], active=1
covariate 67:  name=covariate67, type=float, missing=  0 of 100, average=-0.011721, stdev=0.993624, range=[-1.975963,3.108900], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of 100, average=0.089529, stdev=0.982709, range=[-2.248840,3.039874], active=1
covariate 69:  name=covariate69, type=float, missing=  0 of 100, average=-0.129851, stdev=1.000602, range=[-2.375669,2.014738], active=1
covariate 70:  name=covariate70, type=float, missing=  0 of 100, average=-0.024140, stdev=0.892761, range=[-2.792431,1.882152], active=1
covariate 71:  name=covariate71, type=float, missing=  0 of 100, average=0.053954, stdev=1.011226, range=[-2.270175,2.627132], active=1
covariate 72:  name=covariate72, type=float, missing=  0 of 100, average=0.066048, stdev=0.930800, range=[-2.150024,2.532708], active=1
covariate 73:  name=covariate73, type=float, missing=  0 of 100, average=0.194320, stdev=0.969983, range=[-2.371790,2.598723], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of 100, average=0.048684, stdev=1.112336, range=[-2.380765,2.667713], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of 100, average=0.149434, stdev=1.059551, range=[-2.415439,2.924030], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of 100, average=-0.142720, stdev=1.006770, range=[-3.762077,1.922728], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of 100, average=-0.166241, stdev=0.982148, range=[-2.568183,1.817912], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of 100, average=-0.016982, stdev=1.051789, range=[-3.267113,2.977444], active=1
covariate 79:  name=covariate79, type=float, missing=  0 of 100, average=-0.044795, stdev=0.987341, range=[-3.091273,2.681574], active=1
covariate 80:  name=covariate80, type=float, missing=  0 of 100, average=-0.111915, stdev=1.025991, range=[-2.643235,2.930888], active=1
covariate 81:  name=covariate81, type=float, missing=  0 of 100, average=-0.016258, stdev=1.049998, range=[-2.855721,2.265527], active=1
covariate 82:  name=covariate82, type=float, missing=  0 of 100, average=-0.067086, stdev=0.884740, range=[-2.304303,1.719379], active=1
covariate 83:  name=covariate83, type=float, missing=  0 of 100, average=0.062289, stdev=1.099592, range=[-2.582595,3.242947], active=1
covariate 84:  name=covariate84, type=float, missing=  0 of 100, average=-0.124481, stdev=0.867771, range=[-3.179876,1.850656], active=1
covariate 85:  name=covariate85, type=float, missing=  0 of 100, average=-0.055485, stdev=0.908738, range=[-2.321230,2.269203], active=1
covariate 86:  name=covariate86, type=float, missing=  0 of 100, average=0.095769, stdev=0.988881, range=[-2.438956,2.255387], active=1
covariate 87:  name=covariate87, type=float, missing=  0 of 100, average=0.230992, stdev=0.972016, range=[-2.250620,2.519841], active=1
covariate 88:  name=covariate88, type=float, missing=  0 of 100, average=0.080386, stdev=0.908264, range=[-2.011518,2.090624], active=1
covariate 89:  name=covariate89, type=float, missing=  0 of 100, average=0.023879, stdev=0.975900, range=[-2.552858,3.107316], active=1
covariate 90:  name=covariate90, type=float, missing=  0 of 100, average=0.017916, stdev=1.007497, range=[-2.802819,2.562659], active=1
covariate 91:  name=covariate91, type=float, missing=  0 of 100, average=0.020679, stdev=1.000883, range=[-2.578200,2.578138], active=1
covariate 92:  name=covariate92, type=float, missing=  0 of 100, average=0.129620, stdev=1.047582, range=[-2.158587,2.497533], active=1
covariate 93:  name=covariate93, type=float, missing=  0 of 100, average=0.209223, stdev=1.008070, range=[-2.494564,2.471264], active=1
covariate 94:  name=covariate94, type=float, missing=  0 of 100, average=0.048739, stdev=1.018840, range=[-3.029893,2.523360], active=1
covariate 95:  name=covariate95, type=float, missing=  0 of 100, average=0.084071, stdev=0.947728, range=[-1.895823,2.626556], active=1
covariate 96:  name=covariate96, type=float, missing=  0 of 100, average=-0.035857, stdev=0.955509, range=[-3.648232,1.901260], active=1
covariate 97:  name=covariate97, type=float, missing=  0 of 100, average=0.065421, stdev=1.015152, range=[-2.584633,2.448574], active=1
covariate 98:  name=covariate98, type=float, missing=  0 of 100, average=-0.126238, stdev=0.970646, range=[-2.777402,2.338494], active=1
covariate 99:  name=covariate99, type=float, missing=  0 of 100, average=0.038127, stdev=1.137007, range=[-3.295263,2.501544], active=1
covariate 100: name=covariate100, type=float, missing=  0 of 100, average=0.011112, stdev=0.917840, range=[-2.639131,1.884909], active=1
