covariate 1:   name=covariate1, type=float, missing=  1 of  50, average=0.021800, stdev=1.041202, range=[-3.087231,2.299912], active=1
covariate 33:  name=covariate33, type=float, missing=  4 of  50, average=-0.051704, stdev=0.898312, range=[-1.999707,1.923716], active=1
covariate 34:  name=covariate34, type=float, missing=  4 of  50, average=0.234651, stdev=0.909569, range=[-2.117754,1.704433], active=1
covariate 35:  name=covariate35, type=float, missing=  5 of  50, average=-0.125494, stdev=0.951509, range=[-2.081850,1.832993], active=1
covariate 36:  name=covariate36, type=float, missing=  2 of  50, average=0.155297, stdev=0.909762, range=[-1.921914,1.937926], active=1
covariate 37:  name=covariate37, type=float, missing=  5 of  50, average=-0.014530, stdev=0.888032, range=[-1.805251,2.390689], active=1
covariate 38:  name=covariate38, type=float, missing=  2 of  50, average=0.011525, stdev=1.059670, range=[-2.228584,2.978509], active=1
covariate 39:  name=covariate39, type=float, missing=  2 of  50, average=0.012388, stdev=0.767350, range=[-1.398260,2.449811], active=1
covariate 40:  name=covariate40, type=float, missing=  3 of  50, average=-0.004932, stdev=1.092262, range=[-2.360216,2.171155], active=1
covariate 41:  name=covariate41, type=float, missing=  2 of  50, average=0.129909, stdev=0.828134, range=[-1.361111,1.602046], active=1
covariate 42:  name=covariate42, type=float, missing=  2 of  50, average=0.004233, stdev=1.012656, range=[-2.009891,2.192552], active=1
covariate 43:  name=covariate43, type=float, missing=  2 of  50, average=0.135578, stdev=0.808126, range=[-1.408191,2.175939], active=1
covariate 44:  name=covariate44, type=float, missing=  4 of  50, average=0.196022, stdev=0.971124, range=[-2.349593,1.834734], active=1
covariate 45:  name=covariate45, type=float, missing=  3 of  50, average=0.177756, stdev=1.290556, range=[-2.689584,3.225180], active=1
covariate 46:  name=covariate46, type=float, missing=  2 of  50, average=0.149033, stdev=1.121319, range=[-2.254560,2.648098], active=1
covariate 47:  name=covariate47, type=float, missing=  2 of  50, average=-0.122985, stdev=0.765303, range=[-1.572664,1.645925], active=1
covariate 48:  name=covariate48, type=float, missing=  5 of  50, average=0.033299, stdev=1.044943, range=[-2.397142,2.257178], active=1
covariate 49:  name=covariate49, type=float, missing=  4 of  50, average=-0.039069, stdev=1.007086, range=[-1.872283,2.101931], active=1
covariate 50:  name=covariate50, type=float, missing=  3 of  50, average=0.038931, stdev=1.091108, range=[-2.165330,2.122846], active=1
covariate 51:  name=covariate51, type=float, missing=  5 of  50, average=-0.203217, stdev=0.923914, range=[-2.347691,1.872852], active=1
covariate 52:  name=covariate52, type=float, missing=  2 of  50, average=0.089796, stdev=1.038572, range=[-1.645861,2.504216], active=1
covariate 53:  name=covariate53, type=float, missing=  2 of  50, average=-0.079564, stdev=1.016293, range=[-2.471560,2.222263], active=1
covariate 54:  name=covariate54, type=float, missing=  3 of  50, average=0.038878, stdev=0.814060, range=[-1.874297,2.014113], active=1
covariate 55:  name=covariate55, type=float, missing=  4 of  50, average=-0.123985, stdev=0.776882, range=[-1.467074,1.305240], active=1
covariate 56:  name=covariate56, type=float, missing=  1 of  50, average=0.062056, stdev=0.977717, range=[-2.588828,2.276728], active=1
covariate 57:  name=covariate57, type=float, missing=  3 of  50, average=-0.118671, stdev=1.221187, range=[-3.534776,3.484399], active=1
covariate 58:  name=covariate58, type=float, missing=  1 of  50, average=-0.028053, stdev=1.030273, range=[-2.584270,1.718100], active=1
covariate 59:  name=covariate59, type=float, missing=  1 of  50, average=0.072592, stdev=1.095945, range=[-2.315530,2.212866], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of  50, average=-0.021833, stdev=1.018583, range=[-2.482376,2.201836], active=1
covariate 61:  name=covariate61, type=float, missing=  2 of  50, average=0.087949, stdev=1.016281, range=[-2.528688,2.862393], active=1
covariate 62:  name=covariate62, type=float, missing=  3 of  50, average=-0.113023, stdev=1.012694, range=[-1.991625,2.271772], active=1
covariate 63:  name=covariate63, type=float, missing=  3 of  50, average=-0.174821, stdev=0.962259, range=[-1.997925,1.739828], active=1
covariate 64:  name=covariate64, type=float, missing=  2 of  50, average=-0.128269, stdev=1.032786, range=[-2.309785,2.219947], active=1
covariate 65:  name=covariate65, type=float, missing=  2 of  50, average=-0.128963, stdev=0.793802, range=[-1.731277,1.577255], active=1
covariate 66:  name=covariate66, type=float, missing=  1 of  50, average=-0.069450, stdev=0.930142, range=[-2.263740,1.916052], active=1
covariate 67:  name=covariate67, type=float, missing=  3 of  50, average=0.011777, stdev=1.020825, range=[-2.070450,2.261232], active=1
covariate 68:  name=covariate68, type=float, missing=  2 of  50, average=0.061869, stdev=1.091124, range=[-2.354429,2.518921], active=1
covariate 69:  name=covariate69, type=float, missing=  1 of  50, average=-0.103377, stdev=0.862435, range=[-1.843995,1.864815], active=1
covariate 70:  name=covariate70, type=float, missing=  2 of  50, average=-0.187812, stdev=1.014312, range=[-2.218716,2.004352], active=1
covariate 71:  name=covariate71, type=float, missing=  5 of  50, average=-0.057023, stdev=0.980044, range=[-1.940056,2.853562], active=1
covariate 72:  name=covariate72, type=float, missing=  2 of  50, average=-0.168802, stdev=1.108895, range=[-2.912309,2.236783], active=1
covariate 73:  name=covariate73, type=float, missing=  4 of  50, average=0.043514, stdev=1.107971, range=[-2.450837,2.116641], active=1
covariate 74:  name=covariate74, type=float, missing=  5 of  50, average=-0.003291, stdev=0.957784, range=[-1.863963,2.248597], active=1
covariate 75:  name=covariate75, type=float, missing=  2 of  50, average=-0.028665, stdev=0.976137, range=[-2.484582,1.471842], active=1
covariate 76:  name=covariate76, type=float, missing=  3 of  50, average=0.174369, stdev=0.997188, range=[-2.322082,1.757434], active=1
covariate 77:  name=covariate77, type=float, missing=  1 of  50, average=-0.158485, stdev=0.954343, range=[-3.034470,1.844673], active=1
covariate 78:  name=covariate78, type=float, missing=  5 of  50, average=0.061678, stdev=0.954549, range=[-1.515590,2.245756], active=1
covariate 79:  name=covariate79, type=float, missing=  4 of  50, average=-0.194704, stdev=0.968529, range=[-2.134828,1.773161], active=1
covariate 80:  name=covariate80, type=float, missing=  4 of  50, average=0.266178, stdev=0.897759, range=[-1.468503,2.437009], active=1
covariate 81:  name=covariate81, type=float, missing=  2 of  50, average=0.100196, stdev=1.026156, range=[-2.330481,1.947006], active=1
covariate 82:  name=covariate82, type=float, missing=  3 of  50, average=0.069833, stdev=1.069112, range=[-2.681898,2.400353], active=1
covariate 83:  name=covariate83, type=float, missing=  3 of  50, average=0.066878, stdev=0.982127, range=[-2.241845,1.771154], active=1
covariate 84:  name=covariate84, type=float, missing=  1 of  50, average=-0.017793, stdev=1.228200, range=[-3.259667,2.598108], active=1
covariate 85:  name=covariate85, type=float, missing=  2 of  50, average=-0.110134, stdev=1.007204, range=[-2.429180,2.069727], active=1
covariate 86:  name=covariate86, type=float, missing=  4 of  50, average=0.030834, stdev=0.967843, range=[-2.203338,2.777098], active=1
covariate 87:  name=covariate87, type=float, missing=  2 of  50, average=0.123480, stdev=0.752979, range=[-1.825993,1.525317], active=1
covariate 88:  name=covariate88, type=float, missing=  1 of  50, average=0.042228, stdev=0.964331, range=[-2.529122,1.711140], active=1
covariate 89:  name=covariate89, type=float, missing=  4 of  50, average=0.225986, stdev=0.945581, range=[-1.834282,2.374786], active=1
covariate 90:  name=covariate90, type=float, missing=  2 of  50, average=0.269748, stdev=1.075530, range=[-2.595433,2.579084], active=1
covariate 91:  name=covariate91, type=float, missing=  2 of  50, average=-0.207447, stdev=1.118705, range=[-1.990255,2.934883], active=1
covariate 92:  name=covariate92, type=float, missing=  3 of  50, average=0.021653, stdev=1.050461, range=[-2.020463,3.382652], active=1
covariate 93:  name=covariate93, type=float, missing=  2 of  50, average=0.012242, stdev=1.074032, range=[-2.420507,2.404000], active=1
covariate 94:  name=covariate94, type=float, missing=  1 of  50, average=-0.016278, stdev=1.066738, range=[-2.323472,1.925341], active=1
covariate 95:  name=covariate95, type=float, missing=  0 of  50, average=0.084369, stdev=0.837909, range=[-1.918631,2.480927], active=1
covariate 96:  name=covariate96, type=float, missing=  2 of  50, average=-0.101039, stdev=1.027627, range=[-1.944302,2.880741], active=1
covariate 97:  name=covariate97, type=float, missing=  2 of  50, average=-0.050909, stdev=0.909697, range=[-1.931507,1.752266], active=1
covariate 98:  name=covariate98, type=float, missing=  4 of  50, average=-0.083559, stdev=0.967322, range=[-2.460783,1.930888], active=1
covariate 99:  name=covariate99, type=float, missing=  2 of  50, average=0.025389, stdev=1.038322, range=[-2.354571,2.253307], active=1
covariate 100: name=covariate100, type=float, missing=  3 of  50, average=-0.178042, stdev=0.941402, range=[-2.123098,2.310871], active=1
