covariate 1:   name=covariate1, type=float, missing=  4 of  50, average=-0.127017, stdev=0.932197, range=[-2.064067,1.969035], active=1
covariate 29:  name=covariate29, type=float, missing=  1 of  50, average=0.081012, stdev=0.868379, range=[-2.434700,2.018384], active=1
covariate 30:  name=covariate30, type=float, missing=  4 of  50, average=-0.081435, stdev=1.075103, range=[-2.974137,2.880901], active=1
covariate 31:  name=covariate31, type=float, missing=  2 of  50, average=0.071027, stdev=0.926822, range=[-1.528302,2.058948], active=1
covariate 32:  name=covariate32, type=float, missing=  3 of  50, average=-0.281406, stdev=0.827717, range=[-1.858486,1.677017], active=1
covariate 33:  name=covariate33, type=float, missing=  3 of  50, average=-0.108359, stdev=0.855797, range=[-2.024138,1.475777], active=1
covariate 34:  name=covariate34, type=float, missing=  2 of  50, average=0.117280, stdev=1.046895, range=[-2.292514,2.531740], active=1
covariate 35:  name=covariate35, type=float, missing=  1 of  50, average=0.008299, stdev=1.123886, range=[-2.433500,2.072397], active=1
covariate 36:  name=covariate36, type=float, missing=  1 of  50, average=-0.178844, stdev=0.973583, range=[-2.910970,1.854003], active=1
covariate 37:  name=covariate37, type=float, missing=  3 of  50, average=0.045802, stdev=0.910876, range=[-1.663648,2.159417], active=1
covariate 38:  name=covariate38, type=float, missing=  2 of  50, average=0.060084, stdev=0.978208, range=[-2.353582,2.111490], active=1
covariate 39:  name=covariate39, type=float, missing=  1 of  50, average=0.159655, stdev=0.967611, range=[-2.299610,1.645425], active=1
covariate 40:  name=covariate40, type=float, missing=  5 of  50, average=-0.059469, stdev=1.112565, range=[-2.650946,2.571369], active=1
covariate 41:  name=covariate41, type=float, missing=  1 of  50, average=0.127119, stdev=0.989030, range=[-1.465686,3.050882], active=1
covariate 42:  name=covariate42, type=float, missing=  3 of  50, average=-0.036130, stdev=0.940801, range=[-1.838284,2.080153], active=1
covariate 43:  name=covariate43, type=float, missing=  2 of  50, average=-0.161795, stdev=0.959224, range=[-2.520873,1.978225], active=1
covariate 44:  name=covariate44, type=float, missing=  4 of  50, average=0.082774, stdev=0.882471, range=[-1.959561,2.078016], active=1
covariate 45:  name=covariate45, type=float, missing=  2 of  50, average=0.088829, stdev=0.990458, range=[-2.104359,2.696768], active=1
covariate 46:  name=covariate46, type=float, missing=  1 of  50, average=-0.027820, stdev=0.897965, range=[-2.102297,1.850412], active=1
covariate 47:  name=covariate47, type=float, missing=  2 of  50, average=-0.044139, stdev=0.969083, range=[-2.457985,1.661539], active=1
covariate 48:  name=covariate48, type=float, missing=  2 of  50, average=-0.019667, stdev=0.973219, range=[-1.725193,3.444177], active=1
covariate 49:  name=covariate49, type=float, missing=  5 of  50, average=-0.095302, stdev=1.006895, range=[-2.079442,1.778642], active=1
covariate 50:  name=covariate50, type=float, missing=  2 of  50, average=-0.110444, stdev=1.045591, range=[-2.512264,1.881961], active=1
covariate 51:  name=covariate51, type=float, missing=  3 of  50, average=0.080205, stdev=0.910046, range=[-1.719856,2.265415], active=1
covariate 52:  name=covariate52, type=float, missing=  5 of  50, average=-0.064952, stdev=0.908019, range=[-1.825274,1.972983], active=1
covariate 53:  name=covariate53, type=float, missing=  2 of  50, average=0.250786, stdev=1.023785, range=[-1.818079,2.365126], active=1
covariate 54:  name=covariate54, type=float, missing=  3 of  50, average=0.085971, stdev=0.966274, range=[-2.269754,1.947234], active=1
covariate 55:  name=covariate55, type=float, missing=  2 of  50, average=-0.091189, stdev=1.162367, range=[-2.349491,2.519642], active=1
covariate 56:  name=covariate56, type=float, missing=  5 of  50, average=0.065984, stdev=1.021877, range=[-2.189953,2.631942], active=1
covariate 57:  name=covariate57, type=float, missing=  2 of  50, average=-0.157380, stdev=1.015333, range=[-2.181517,1.650615], active=1
covariate 58:  name=covariate58, type=float, missing=  2 of  50, average=-0.006839, stdev=0.997091, range=[-2.550892,1.773204], active=1
covariate 59:  name=covariate59, type=float, missing=  1 of  50, average=-0.028226, stdev=0.981390, range=[-2.471835,2.587909], active=1
covariate 60:  name=covariate60, type=float, missing=  2 of  50, average=0.240015, stdev=0.927598, range=[-1.428001,2.118232], active=1
