covariate 1:   name=covariate1, type=float, missing=  3 of  50, average=0.113174, stdev=1.060211, range=[-2.582997,1.929980], active=1
covariate 44:  name=covariate44, type=float, missing=  1 of  50, average=0.110743, stdev=1.005542, range=[-2.061378,3.210951], active=1
covariate 45:  name=covariate45, type=float, missing=  3 of  50, average=-0.138281, stdev=0.893179, range=[-2.021545,1.807542], active=1
covariate 46:  name=covariate46, type=float, missing=  2 of  50, average=0.252731, stdev=0.936440, range=[-1.742702,2.463158], active=1
covariate 47:  name=covariate47, type=float, missing=  1 of  50, average=-0.226541, stdev=1.041964, range=[-2.395189,2.203176], active=1
covariate 48:  name=covariate48, type=float, missing=  3 of  50, average=0.247841, stdev=1.002101, range=[-2.150544,3.486907], active=1
covariate 49:  name=covariate49, type=float, missing=  3 of  50, average=0.268333, stdev=0.870755, range=[-1.659035,1.975890], active=1
covariate 50:  name=covariate50, type=float, missing=  6 of  50, average=0.204860, stdev=0.957132, range=[-2.106626,2.360116], active=1
covariate 51:  name=covariate51, type=float, missing=  1 of  50, average=-0.144175, stdev=0.991806, range=[-2.264693,1.844131], active=1
covariate 52:  name=covariate52, type=float, missing=  2 of  50, average=0.006193, stdev=0.995710, range=[-2.402761,2.079324], active=1
covariate 53:  name=covariate53, type=float, missing=  2 of  50, average=-0.049336, stdev=1.042750, range=[-2.371204,2.187342], active=1
covariate 54:  name=covariate54, type=float, missing=  2 of  50, average=-0.032017, stdev=0.981273, range=[-2.628181,1.585782], active=1
covariate 55:  name=covariate55, type=float, missing=  6 of  50, average=-0.051097, stdev=0.987359, range=[-2.378063,1.882362], active=1
covariate 56:  name=covariate56, type=float, missing=  5 of  50, average=-0.007235, stdev=0.987442, range=[-1.992856,1.704990], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of  50, average=0.089136, stdev=0.926234, range=[-2.351144,2.133013], active=1
covariate 58:  name=covariate58, type=float, missing=  3 of  50, average=-0.124920, stdev=0.858618, range=[-2.655855,1.604427], active=1
covariate 59:  name=covariate59, type=float, missing=  2 of  50, average=-0.083489, stdev=1.031364, range=[-2.907623,2.392897], active=1
covariate 60:  name=covariate60, type=float, missing=  8 of  50, average=0.049703, stdev=0.813996, range=[-1.764088,1.803784], active=1
