covariate 1:   name=covariate1, type=float, missing= 24 of 100, average=-0.067113, stdev=0.949201, range=[-2.239351,2.519213], active=1
covariate 22:  name=covariate22, type=float, missing= 15 of 100, average=0.162516, stdev=0.874347, range=[-1.815311,2.323881], active=1
covariate 23:  name=covariate23, type=float, missing= 26 of 100, average=-0.060742, stdev=0.844152, range=[-2.206146,2.133165], active=1
covariate 24:  name=covariate24, type=float, missing= 26 of 100, average=-0.000153, stdev=0.883244, range=[-2.622705,2.066164], active=1
covariate 25:  name=covariate25, type=float, missing= 21 of 100, average=-0.133171, stdev=0.933101, range=[-2.199020,2.717596], active=1
covariate 26:  name=covariate26, type=float, missing= 26 of 100, average=0.122257, stdev=1.005952, range=[-2.300397,2.648765], active=1
covariate 27:  name=covariate27, type=float, missing= 18 of 100, average=-0.069091, stdev=1.043566, range=[-2.191236,2.622772], active=1
covariate 28:  name=covariate28, type=float, missing= 16 of 100, average=0.058595, stdev=0.931725, range=[-1.602681,2.564338], active=1
covariate 29:  name=covariate29, type=float, missing= 20 of 100, average=-0.070574, stdev=0.977004, range=[-2.073062,2.281056], active=1
covariate 30:  name=covariate30, type=float, missing= 25 of 100, average=0.033811, stdev=1.016933, range=[-2.837188,2.378427], active=1
covariate 31:  name=covariate31, type=float, missing= 23 of 100, average=0.152009, stdev=1.044018, range=[-2.255348,2.457717], active=1
covariate 32:  name=covariate32, type=float, missing= 21 of 100, average=0.146785, stdev=0.931093, range=[-2.680719,2.005676], active=1
covariate 33:  name=covariate33, type=float, missing= 19 of 100, average=-0.033888, stdev=0.888867, range=[-2.042552,1.730641], active=1
covariate 34:  name=covariate34, type=float, missing= 24 of 100, average=-0.056612, stdev=0.845427, range=[-2.045019,2.182662], active=1
covariate 35:  name=covariate35, type=float, missing= 14 of 100, average=-0.099479, stdev=0.894331, range=[-2.109561,2.148869], active=1
covariate 36:  name=covariate36, type=float, missing= 26 of 100, average=-0.003784, stdev=1.069453, range=[-2.920608,2.075698], active=1
covariate 37:  name=covariate37, type=float, missing= 16 of 100, average=-0.003191, stdev=1.024692, range=[-2.051371,2.985633], active=1
covariate 38:  name=covariate38, type=float, missing= 20 of 100, average=-0.068457, stdev=0.854427, range=[-2.192386,1.624103], active=1
covariate 39:  name=covariate39, type=float, missing= 25 of 100, average=0.039288, stdev=1.103120, range=[-2.870493,2.663771], active=1
covariate 40:  name=covariate40, type=float, missing= 17 of 100, average=0.173933, stdev=1.026463, range=[-1.915369,2.576864], active=1
covariate 41:  name=covariate41, type=float, missing= 20 of 100, average=-0.075231, stdev=1.068967, range=[-2.494860,2.622827], active=1
covariate 42:  name=covariate42, type=float, missing= 16 of 100, average=0.047847, stdev=0.933114, range=[-1.965578,2.845880], active=1
covariate 43:  name=covariate43, type=float, missing= 21 of 100, average=-0.033421, stdev=0.887840, range=[-2.002772,1.982378], active=1
covariate 44:  name=covariate44, type=float, missing= 18 of 100, average=-0.101550, stdev=1.024432, range=[-2.889800,2.462648], active=1
covariate 45:  name=covariate45, type=float, missing= 15 of 100, average=0.042726, stdev=1.020957, range=[-2.599093,2.271139], active=1
covariate 46:  name=covariate46, type=float, missing= 17 of 100, average=0.032195, stdev=0.889999, range=[-2.292701,2.244009], active=1
covariate 47:  name=covariate47, type=float, missing= 16 of 100, average=0.058338, stdev=1.043823, range=[-2.375032,2.397293], active=1
covariate 48:  name=covariate48, type=float, missing= 21 of 100, average=-0.022759, stdev=1.056455, range=[-2.283315,2.969267], active=1
covariate 49:  name=covariate49, type=float, missing= 27 of 100, average=0.010999, stdev=0.994698, range=[-2.255298,2.150193], active=1
covariate 50:  name=covariate50, type=float, missing= 15 of 100, average=0.049396, stdev=0.883321, range=[-2.111861,2.587798], active=1
covariate 51:  name=covariate51, type=float, missing= 20 of 100, average=0.011474, stdev=1.016409, range=[-2.174152,2.989687], active=1
covariate 52:  name=covariate52, type=float, missing= 21 of 100, average=-0.073713, stdev=0.990018, range=[-2.367461,2.066915], active=1
covariate 53:  name=covariate53, type=float, missing= 25 of 100, average=-0.082079, stdev=1.035521, range=[-2.713906,1.841464], active=1
covariate 54:  name=covariate54, type=float, missing= 21 of 100, average=0.023115, stdev=1.083260, range=[-2.515919,2.730044], active=1
covariate 55:  name=covariate55, type=float, missing= 14 of 100, average=-0.127585, stdev=0.913070, range=[-3.252719,1.961586], active=1
covariate 56:  name=covariate56, type=float, missing= 13 of 100, average=0.050328, stdev=0.933314, range=[-1.820122,2.395188], active=1
covariate 57:  name=covariate57, type=float, missing= 19 of 100, average=-0.111584, stdev=0.992112, range=[-3.276312,1.781003], active=1
covariate 58:  name=covariate58, type=float, missing= 27 of 100, average=0.130335, stdev=0.927632, range=[-2.218056,2.850454], active=1
covariate 59:  name=covariate59, type=float, missing= 22 of 100, average=-0.144338, stdev=0.924613, range=[-2.388333,2.229621], active=1
covariate 60:  name=covariate60, type=float, missing= 16 of 100, average=-0.022820, stdev=1.003543, range=[-3.314730,2.966629], active=1
covariate 61:  name=covariate61, type=float, missing= 27 of 100, average=-0.037509, stdev=1.073279, range=[-2.610703,2.399888], active=1
covariate 62:  name=covariate62, type=float, missing= 21 of 100, average=0.086866, stdev=0.981564, range=[-2.214517,2.334441], active=1
covariate 63:  name=covariate63, type=float, missing= 22 of 100, average=0.103136, stdev=1.012070, range=[-2.955840,2.245082], active=1
covariate 64:  name=covariate64, type=float, missing= 20 of 100, average=-0.164397, stdev=0.900679, range=[-2.261723,1.995461], active=1
covariate 65:  name=covariate65, type=float, missing= 17 of 100, average=0.107575, stdev=0.969080, range=[-1.949986,2.531688], active=1
covariate 66:  name=covariate66, type=float, missing= 20 of 100, average=0.018338, stdev=1.167846, range=[-2.536648,2.998577], active=1
covariate 67:  name=covariate67, type=float, missing= 20 of 100, average=0.171506, stdev=1.043565, range=[-3.360197,3.598426], active=1
covariate 68:  name=covariate68, type=float, missing= 16 of 100, average=-0.062446, stdev=0.941930, range=[-2.086869,2.354869], active=1
covariate 69:  name=covariate69, type=float, missing= 17 of 100, average=-0.018821, stdev=1.076892, range=[-2.626927,2.936374], active=1
covariate 70:  name=covariate70, type=float, missing= 24 of 100, average=0.165012, stdev=0.994611, range=[-2.429273,2.051579], active=1
covariate 71:  name=covariate71, type=float, missing= 19 of 100, average=0.001046, stdev=1.000501, range=[-1.956772,2.732725], active=1
covariate 72:  name=covariate72, type=float, missing= 21 of 100, average=0.179504, stdev=1.091376, range=[-2.724810,2.353176], active=1
covariate 73:  name=covariate73, type=float, missing= 25 of 100, average=0.249833, stdev=0.824302, range=[-1.686370,1.975125], active=1
covariate 74:  name=covariate74, type=float, missing= 25 of 100, average=0.133771, stdev=0.827912, range=[-1.607382,2.104392], active=1
covariate 75:  name=covariate75, type=float, missing= 18 of 100, average=-0.026947, stdev=0.934393, range=[-2.569430,2.614133], active=1
covariate 76:  name=covariate76, type=float, missing=  9 of 100, average=-0.052834, stdev=1.008121, range=[-2.504635,3.088823], active=1
covariate 77:  name=covariate77, type=float, missing= 25 of 100, average=0.050932, stdev=1.027341, range=[-1.932499,2.702399], active=1
covariate 78:  name=covariate78, type=float, missing= 21 of 100, average=0.033716, stdev=0.906403, range=[-1.887814,2.113834], active=1
covariate 79:  name=covariate79, type=float, missing= 18 of 100, average=0.078666, stdev=0.930902, range=[-1.917684,2.400970], active=1
covariate 80:  name=covariate80, type=float, missing= 18 of 100, average=0.046146, stdev=1.253522, range=[-3.137821,2.933398], active=1
covariate 81:  name=covariate81, type=float, missing= 26 of 100, average=0.120296, stdev=0.995688, range=[-2.326550,2.297953], active=1
covariate 82:  name=covariate82, type=float, missing= 17 of 100, average=-0.207391, stdev=1.015376, range=[-2.389856,2.194799], active=1
covariate 83:  name=covariate83, type=float, missing= 21 of 100, average=-0.027461, stdev=0.989084, range=[-2.311393,2.227484], active=1
covariate 84:  name=covariate84, type=float, missing= 23 of 100, average=-0.053129, stdev=1.006290, range=[-2.382615,1.794176], active=1
covariate 85:  name=covariate85, type=float, missing= 19 of 100, average=-0.113774, stdev=0.975953, range=[-1.954354,2.354078], active=1
covariate 86:  name=covariate86, type=float, missing= 24 of 100, average=-0.107886, stdev=0.999559, range=[-2.951108,1.956683], active=1
covariate 87:  name=covariate87, type=float, missing= 17 of 100, average=-0.011976, stdev=1.017428, range=[-2.197848,2.181792], active=1
covariate 88:  name=covariate88, type=float, missing= 20 of 100, average=0.058864, stdev=0.938725, range=[-2.357987,2.944157], active=1
covariate 89:  name=covariate89, type=float, missing= 20 of 100, average=-0.048114, stdev=0.950710, range=[-2.044211,2.564416], active=1
covariate 90:  name=covariate90, type=float, missing= 21 of 100, average=-0.191299, stdev=0.938991, range=[-3.311212,2.210875], active=1
covariate 91:  name=covariate91, type=float, missing= 18 of 100, average=-0.057483, stdev=1.128990, range=[-2.793505,3.017281], active=1
covariate 92:  name=covariate92, type=float, missing= 17 of 100, average=-0.075483, stdev=0.959824, range=[-2.575488,2.116414], active=1
covariate 93:  name=covariate93, type=float, missing= 23 of 100, average=-0.172674, stdev=1.019949, range=[-2.709277,2.244105], active=1
covariate 94:  name=covariate94, type=float, missing= 24 of 100, average=0.096809, stdev=0.971762, range=[-2.779235,3.029356], active=1
covariate 95:  name=covariate95, type=float, missing= 14 of 100, average=0.087499, stdev=0.983661, range=[-1.794347,2.863971], active=1
covariate 96:  name=covariate96, type=float, missing= 23 of 100, average=0.118850, stdev=1.020124, range=[-3.900113,2.418157], active=1
covariate 97:  name=covariate97, type=float, missing= 16 of 100, average=0.064511, stdev=0.920431, range=[-1.922231,2.778256], active=1
covariate 98:  name=covariate98, type=float, missing= 24 of 100, average=-0.091132, stdev=0.906669, range=[-2.044958,2.567978], active=1
covariate 99:  name=covariate99, type=float, missing= 14 of 100, average=0.030490, stdev=1.052580, range=[-2.175731,2.115415], active=1
covariate 100: name=covariate100, type=float, missing= 24 of 100, average=0.047404, stdev=1.158043, range=[-2.503465,2.684330], active=1
