covariate 1:   name=covariate1, type=float, missing=  0 of  50, average=0.061085, stdev=0.999846, range=[-1.770741,2.940229], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of  50, average=-0.013964, stdev=0.883363, range=[-1.848918,1.926438], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of  50, average=-0.096372, stdev=0.903527, range=[-1.767378,2.100248], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of  50, average=-0.071281, stdev=1.072911, range=[-2.277085,2.181871], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of  50, average=-0.142596, stdev=1.103499, range=[-2.618571,3.368328], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of  50, average=-0.069541, stdev=1.073659, range=[-2.303050,2.518947], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of  50, average=-0.019080, stdev=1.045836, range=[-2.123506,3.217603], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of  50, average=-0.133343, stdev=0.967610, range=[-2.258917,2.241302], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of  50, average=0.091301, stdev=0.959231, range=[-1.342345,2.484559], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of  50, average=0.089252, stdev=1.075235, range=[-2.338228,2.357200], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of  50, average=-0.246967, stdev=0.737654, range=[-2.162930,1.336181], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of  50, average=-0.176182, stdev=0.969480, range=[-2.236117,2.374318], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of  50, average=-0.009774, stdev=0.977403, range=[-1.927544,2.124329], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of  50, average=-0.034289, stdev=0.992520, range=[-1.992331,3.093697], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of  50, average=-0.189056, stdev=1.015461, range=[-2.362006,2.724539], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of  50, average=-0.094070, stdev=0.919789, range=[-1.698207,2.574670], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of  50, average=-0.068869, stdev=0.920847, range=[-2.309112,1.979663], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of  50, average=0.272980, stdev=1.045608, range=[-2.634118,2.216867], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of  50, average=-0.144121, stdev=0.967252, range=[-2.330312,2.507143], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of  50, average=-0.030124, stdev=1.134719, range=[-2.431560,2.762423], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of  50, average=-0.135687, stdev=0.913622, range=[-2.262105,1.468966], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of  50, average=0.193391, stdev=0.976513, range=[-1.934837,2.350397], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of  50, average=-0.258929, stdev=0.925645, range=[-2.926017,1.541907], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of  50, average=-0.012588, stdev=1.105338, range=[-2.072231,2.907533], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of  50, average=0.227755, stdev=1.294459, range=[-2.777985,3.275650], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of  50, average=-0.108617, stdev=1.141766, range=[-3.777505,2.081236], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of  50, average=-0.070740, stdev=0.941133, range=[-2.111509,2.113358], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of  50, average=0.113006, stdev=1.066539, range=[-1.680956,2.305425], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of  50, average=-0.095368, stdev=1.032262, range=[-2.295014,2.783685], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of  50, average=0.129613, stdev=1.093811, range=[-3.654186,2.275767], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of  50, average=0.178983, stdev=0.718268, range=[-1.023378,1.977991], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of  50, average=0.105873, stdev=0.948157, range=[-2.085357,2.211381], active=1
covariate 67:  name=covariate67, type=float, missing=  0 of  50, average=0.085767, stdev=0.831965, range=[-1.439156,1.571003], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of  50, average=-0.177204, stdev=0.923137, range=[-2.749821,1.783416], active=1
covariate 69:  name=covariate69, type=float, missing=  0 of  50, average=0.024102, stdev=1.106215, range=[-2.356067,2.530966], active=1
covariate 70:  name=covariate70, type=float, missing=  0 of  50, average=-0.170111, stdev=1.019524, range=[-2.347992,1.637565], active=1
covariate 71:  name=covariate71, type=float, missing=  0 of  50, average=-0.176869, stdev=1.073727, range=[-3.571013,1.801507], active=1
covariate 72:  name=covariate72, type=float, missing=  0 of  50, average=-0.115792, stdev=0.958868, range=[-2.206478,2.512744], active=1
covariate 73:  name=covariate73, type=float, missing=  0 of  50, average=-0.081715, stdev=0.928500, range=[-1.498834,1.790888], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of  50, average=0.220201, stdev=0.970155, range=[-1.383600,2.414237], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of  50, average=0.110527, stdev=0.935952, range=[-2.314273,2.382383], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of  50, average=0.118038, stdev=1.152793, range=[-2.092063,3.378820], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of  50, average=-0.002169, stdev=1.265985, range=[-3.618954,1.906662], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of  50, average=-0.059898, stdev=1.055431, range=[-2.361892,1.848958], active=1
covariate 79:  name=covariate79, type=float, missing=  0 of  50, average=-0.141964, stdev=1.026577, range=[-2.516866,1.932332], active=1
covariate 80:  name=covariate80, type=float, missing=  0 of  50, average=0.082387, stdev=0.869455, range=[-1.583440,2.306518], active=1
covariate 81:  name=covariate81, type=float, missing=  0 of  50, average=0.250381, stdev=1.033215, range=[-1.885296,3.658418], active=1
covariate 82:  name=covariate82, type=float, missing=  0 of  50, average=0.132336, stdev=0.856747, range=[-1.603096,1.934713], active=1
covariate 83:  name=covariate83, type=float, missing=  0 of  50, average=0.016193, stdev=0.814515, range=[-2.213218,1.653953], active=1
covariate 84:  name=covariate84, type=float, missing=  0 of  50, average=0.003653, stdev=1.237666, range=[-2.434902,3.339783], active=1
covariate 85:  name=covariate85, type=float, missing=  0 of  50, average=-0.196065, stdev=0.831987, range=[-2.225493,1.302923], active=1
covariate 86:  name=covariate86, type=float, missing=  0 of  50, average=0.295464, stdev=0.918754, range=[-2.147742,2.446366], active=1
covariate 87:  name=covariate87, type=float, missing=  0 of  50, average=-0.013695, stdev=1.114167, range=[-2.971246,2.666182], active=1
covariate 88:  name=covariate88, type=float, missing=  0 of  50, average=0.176558, stdev=1.194876, range=[-3.023643,2.385393], active=1
covariate 89:  name=covariate89, type=float, missing=  0 of  50, average=0.008873, stdev=0.985892, range=[-2.708303,2.985759], active=1
covariate 90:  name=covariate90, type=float, missing=  0 of  50, average=-0.020946, stdev=0.930356, range=[-2.430985,2.026093], active=1
covariate 91:  name=covariate91, type=float, missing=  0 of  50, average=-0.032593, stdev=1.004422, range=[-2.292359,1.926019], active=1
covariate 92:  name=covariate92, type=float, missing=  0 of  50, average=-0.183986, stdev=0.899396, range=[-2.023836,1.617815], active=1
covariate 93:  name=covariate93, type=float, missing=  0 of  50, average=0.035034, stdev=1.030292, range=[-2.434338,2.116011], active=1
covariate 94:  name=covariate94, type=float, missing=  0 of  50, average=-0.145859, stdev=0.907061, range=[-1.982733,2.344109], active=1
covariate 95:  name=covariate95, type=float, missing=  0 of  50, average=-0.009409, stdev=0.930782, range=[-2.013485,2.743745], active=1
covariate 96:  name=covariate96, type=float, missing=  0 of  50, average=0.107746, stdev=1.057205, range=[-2.081250,2.208984], active=1
covariate 97:  name=covariate97, type=float, missing=  0 of  50, average=0.214685, stdev=1.001803, range=[-1.613632,2.347283], active=1
covariate 98:  name=covariate98, type=float, missing=  0 of  50, average=0.052732, stdev=0.969778, range=[-2.417700,2.838888], active=1
covariate 99:  name=covariate99, type=float, missing=  0 of  50, average=0.009559, stdev=1.036807, range=[-2.354352,2.789575], active=1
covariate 100: name=covariate100, type=float, missing=  0 of  50, average=0.116614, stdev=1.063818, range=[-2.951478,1.964404], active=1
