covariate 1:   name=covariate1, type=float, missing= 10 of 200, average=-0.175908, stdev=0.987464, range=[-2.982690,2.184168], active=1
covariate 52:  name=covariate52, type=float, missing=  5 of 200, average=0.018184, stdev=1.010565, range=[-2.936774,2.858450], active=1
covariate 53:  name=covariate53, type=float, missing= 12 of 200, average=-0.010446, stdev=0.946524, range=[-2.705117,3.403518], active=1
covariate 54:  name=covariate54, type=float, missing=  7 of 200, average=0.027734, stdev=0.956890, range=[-2.573413,2.544884], active=1
covariate 55:  name=covariate55, type=float, missing=  9 of 200, average=-0.018146, stdev=0.988867, range=[-2.443353,3.229150], active=1
covariate 56:  name=covariate56, type=float, missing= 15 of 200, average=0.052286, stdev=0.974955, range=[-3.046430,3.393427], active=1
covariate 57:  name=covariate57, type=float, missing=  6 of 200, average=0.004661, stdev=1.006069, range=[-2.775749,2.441891], active=1
covariate 58:  name=covariate58, type=float, missing=  8 of 200, average=-0.064658, stdev=0.978015, range=[-2.562432,2.510959], active=1
covariate 59:  name=covariate59, type=float, missing=  9 of 200, average=-0.013693, stdev=1.036742, range=[-2.789158,2.602251], active=1
covariate 60:  name=covariate60, type=float, missing= 10 of 200, average=0.008159, stdev=1.113145, range=[-3.325039,3.018954], active=1
covariate 61:  name=covariate61, type=float, missing=  8 of 200, average=0.037245, stdev=1.063159, range=[-3.047176,3.261487], active=1
covariate 62:  name=covariate62, type=float, missing= 12 of 200, average=0.090780, stdev=0.985760, range=[-2.253185,2.436376], active=1
covariate 63:  name=covariate63, type=float, missing=  8 of 200, average=0.039686, stdev=1.039017, range=[-2.601779,2.637813], active=1
covariate 64:  name=covariate64, type=float, missing= 11 of 200, average=0.093584, stdev=0.878180, range=[-2.236916,2.128809], active=1
covariate 65:  name=covariate65, type=float, missing= 13 of 200, average=0.133280, stdev=0.976376, range=[-2.288958,2.442020], active=1
covariate 66:  name=covariate66, type=float, missing=  8 of 200, average=0.096360, stdev=0.988854, range=[-2.481750,2.633044], active=1
covariate 67:  name=covariate67, type=float, missing=  9 of 200, average=0.033374, stdev=0.999671, range=[-2.668301,2.247331], active=1
covariate 68:  name=covariate68, type=float, missing= 12 of 200, average=0.005331, stdev=0.959748, range=[-3.111727,2.672522], active=1
covariate 69:  name=covariate69, type=float, missing=  7 of 200, average=-0.007137, stdev=0.976880, range=[-2.399522,2.371058], active=1
covariate 70:  name=covariate70, type=float, missing= 11 of 200, average=-0.141837, stdev=1.077150, range=[-2.958080,2.617888], active=1
covariate 71:  name=covariate71, type=float, missing= 10 of 200, average=0.019696, stdev=0.919784, range=[-2.734872,2.193345], active=1
covariate 72:  name=covariate72, type=float, missing= 11 of 200, average=-0.020185, stdev=1.012049, range=[-2.990635,2.553003], active=1
covariate 73:  name=covariate73, type=float, missing= 11 of 200, average=-0.108049, stdev=1.023752, range=[-3.431099,2.600723], active=1
covariate 74:  name=covariate74, type=float, missing=  9 of 200, average=0.068570, stdev=1.014612, range=[-2.597981,2.711925], active=1
covariate 75:  name=covariate75, type=float, missing= 11 of 200, average=0.063036, stdev=0.985701, range=[-2.691267,2.661999], active=1
covariate 76:  name=covariate76, type=float, missing=  5 of 200, average=-0.071815, stdev=1.065000, range=[-2.888969,2.784131], active=1
covariate 77:  name=covariate77, type=float, missing=  9 of 200, average=-0.118974, stdev=0.923947, range=[-2.586138,1.839403], active=1
covariate 78:  name=covariate78, type=float, missing= 10 of 200, average=0.022097, stdev=1.053456, range=[-3.476640,2.104261], active=1
covariate 79:  name=covariate79, type=float, missing=  4 of 200, average=0.026703, stdev=0.976427, range=[-2.205941,2.351457], active=1
covariate 80:  name=covariate80, type=float, missing= 12 of 200, average=0.026816, stdev=0.967812, range=[-2.744045,2.620906], active=1
covariate 81:  name=covariate81, type=float, missing=  9 of 200, average=-0.028637, stdev=0.940131, range=[-2.750491,2.479405], active=1
covariate 82:  name=covariate82, type=float, missing= 10 of 200, average=0.085711, stdev=0.994962, range=[-2.539676,2.841069], active=1
covariate 83:  name=covariate83, type=float, missing= 11 of 200, average=0.018398, stdev=0.956181, range=[-2.568471,3.134650], active=1
covariate 84:  name=covariate84, type=float, missing= 11 of 200, average=0.011466, stdev=1.041338, range=[-2.633424,3.240540], active=1
covariate 85:  name=covariate85, type=float, missing=  9 of 200, average=0.009728, stdev=1.062014, range=[-4.130580,3.215850], active=1
covariate 86:  name=covariate86, type=float, missing= 11 of 200, average=0.068799, stdev=0.991916, range=[-2.292785,2.507308], active=1
covariate 87:  name=covariate87, type=float, missing=  7 of 200, average=0.018619, stdev=0.933035, range=[-3.204549,2.236940], active=1
covariate 88:  name=covariate88, type=float, missing= 13 of 200, average=0.113144, stdev=1.024657, range=[-2.597609,2.953232], active=1
covariate 89:  name=covariate89, type=float, missing=  7 of 200, average=0.086792, stdev=1.005796, range=[-2.329702,2.840808], active=1
covariate 90:  name=covariate90, type=float, missing=  6 of 200, average=0.026092, stdev=0.981015, range=[-2.590729,2.437518], active=1
covariate 91:  name=covariate91, type=float, missing= 13 of 200, average=-0.002727, stdev=0.918137, range=[-2.054720,2.333980], active=1
covariate 92:  name=covariate92, type=float, missing= 11 of 200, average=0.015532, stdev=1.014992, range=[-2.839381,2.411359], active=1
covariate 93:  name=covariate93, type=float, missing=  8 of 200, average=-0.080925, stdev=1.063754, range=[-3.638942,2.266995], active=1
covariate 94:  name=covariate94, type=float, missing= 12 of 200, average=-0.123756, stdev=1.016635, range=[-2.539466,2.767395], active=1
covariate 95:  name=covariate95, type=float, missing= 10 of 200, average=-0.083530, stdev=1.043543, range=[-2.738399,2.925101], active=1
covariate 96:  name=covariate96, type=float, missing= 10 of 200, average=0.151386, stdev=1.041547, range=[-3.135556,3.338801], active=1
covariate 97:  name=covariate97, type=float, missing=  7 of 200, average=-0.014236, stdev=0.941864, range=[-2.093462,2.902295], active=1
covariate 98:  name=covariate98, type=float, missing= 11 of 200, average=0.031550, stdev=0.974643, range=[-2.625540,2.876137], active=1
covariate 99:  name=covariate99, type=float, missing= 13 of 200, average=-0.009358, stdev=1.044785, range=[-2.928397,2.480029], active=1
covariate 100: name=covariate100, type=float, missing=  5 of 200, average=-0.012949, stdev=1.023303, range=[-2.598498,2.848637], active=1
