covariate 1:   name=covariate1, type=float, missing=  0 of  50, average=-0.177713, stdev=0.878106, range=[-2.076952,1.922456], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of  50, average=0.106035, stdev=0.797476, range=[-2.459787,1.587099], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of  50, average=0.113717, stdev=1.050000, range=[-2.354408,2.217734], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of  50, average=-0.138249, stdev=0.990116, range=[-2.117903,2.384956], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of  50, average=-0.055720, stdev=0.808427, range=[-1.948513,1.379422], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of  50, average=-0.093547, stdev=0.815198, range=[-2.210716,2.320153], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of  50, average=-0.046326, stdev=1.053274, range=[-2.321310,2.226399], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of  50, average=0.037699, stdev=0.959064, range=[-2.997884,2.430619], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of  50, average=0.128537, stdev=0.902454, range=[-1.486329,2.363188], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of  50, average=0.077527, stdev=0.941064, range=[-2.285455,2.699105], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of  50, average=0.056054, stdev=1.004375, range=[-2.063197,2.062379], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of  50, average=-0.213565, stdev=1.234642, range=[-2.714469,2.310357], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of  50, average=0.000179, stdev=1.021448, range=[-2.138982,2.478249], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of  50, average=0.108498, stdev=1.135345, range=[-2.350632,3.422423], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of  50, average=0.153807, stdev=0.975307, range=[-1.862685,2.485945], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of  50, average=0.191007, stdev=1.002043, range=[-1.836795,2.082152], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of  50, average=0.059766, stdev=0.987123, range=[-2.411782,2.372795], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of  50, average=-0.074473, stdev=0.961385, range=[-2.331773,3.069017], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of  50, average=0.015658, stdev=0.868702, range=[-2.179944,1.884779], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of  50, average=0.138537, stdev=0.951922, range=[-2.347293,2.068942], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of  50, average=-0.191424, stdev=0.913436, range=[-2.811080,1.524313], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of  50, average=-0.191679, stdev=0.984440, range=[-2.438133,3.062114], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of  50, average=-0.040773, stdev=0.960020, range=[-2.196602,2.166046], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of  50, average=-0.232135, stdev=1.088682, range=[-2.718474,2.041373], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of  50, average=0.033579, stdev=1.042551, range=[-2.733726,2.383375], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of  50, average=0.038723, stdev=0.830603, range=[-2.080043,1.669986], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of  50, average=-0.101372, stdev=0.970642, range=[-2.189234,1.631332], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of  50, average=0.279928, stdev=1.165004, range=[-2.435438,2.757434], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of  50, average=-0.103213, stdev=0.939318, range=[-2.640330,1.622796], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of  50, average=0.025817, stdev=0.961191, range=[-2.190511,1.911973], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of  50, average=-0.158558, stdev=1.006458, range=[-1.872433,2.524416], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of  50, average=0.209385, stdev=0.984762, range=[-1.666080,2.461949], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of  50, average=0.034023, stdev=0.816414, range=[-1.760614,1.495394], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of  50, average=-0.186011, stdev=0.881989, range=[-2.212736,2.100822], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of  50, average=0.081125, stdev=0.994775, range=[-2.361338,2.757646], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of  50, average=-0.140088, stdev=0.885902, range=[-1.957640,2.141136], active=1
covariate 67:  name=covariate67, type=float, missing=  0 of  50, average=0.171033, stdev=0.963931, range=[-2.336262,2.639955], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of  50, average=0.058999, stdev=0.991847, range=[-2.486543,2.059745], active=1
covariate 69:  name=covariate69, type=float, missing=  0 of  50, average=-0.049325, stdev=1.087221, range=[-2.016208,2.819297], active=1
covariate 70:  name=covariate70, type=float, missing=  0 of  50, average=0.091974, stdev=0.956960, range=[-1.839128,2.288583], active=1
covariate 71:  name=covariate71, type=float, missing=  0 of  50, average=0.090029, stdev=1.052670, range=[-2.580633,2.591599], active=1
covariate 72:  name=covariate72, type=float, missing=  0 of  50, average=0.001202, stdev=1.212373, range=[-2.890601,2.811053], active=1
covariate 73:  name=covariate73, type=float, missing=  0 of  50, average=-0.049426, stdev=0.984677, range=[-2.366039,1.620545], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of  50, average=-0.062587, stdev=0.946279, range=[-2.639553,1.956199], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of  50, average=0.298000, stdev=0.985625, range=[-2.170698,2.969183], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of  50, average=0.041586, stdev=1.068326, range=[-1.886096,2.117188], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of  50, average=0.056645, stdev=0.913819, range=[-2.677406,1.434176], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of  50, average=-0.036285, stdev=0.996843, range=[-2.117592,1.965571], active=1
covariate 79:  name=covariate79, type=float, missing=  0 of  50, average=-0.034564, stdev=1.038036, range=[-3.184111,3.030658], active=1
covariate 80:  name=covariate80, type=float, missing=  0 of  50, average=-0.065564, stdev=0.957645, range=[-2.744232,1.651538], active=1
