covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=-0.162126, stdev=0.979386, range=[-1.853193,2.273824], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=-0.009930, stdev=0.821202, range=[-1.908329,1.825265], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=0.035632, stdev=0.960557, range=[-2.351787,2.675778], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=-0.195272, stdev=0.945281, range=[-2.889505,1.943697], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=0.022244, stdev=1.033967, range=[-2.854165,2.650410], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=0.077735, stdev=0.975631, range=[-2.191546,2.333650], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=-0.024539, stdev=1.054261, range=[-3.006446,2.386634], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=-0.069439, stdev=1.046231, range=[-2.686292,2.462278], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=0.014102, stdev=0.999343, range=[-2.670600,3.577726], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=-0.169142, stdev=1.019974, range=[-3.946927,1.938962], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=0.007249, stdev=0.975023, range=[-2.781476,2.174273], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=0.107842, stdev=0.986732, range=[-2.802052,2.187665], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=-0.149476, stdev=1.050410, range=[-2.656795,2.278109], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=0.016210, stdev=1.043242, range=[-2.271204,2.930343], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=-0.036654, stdev=1.069071, range=[-2.612446,2.159935], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=0.130522, stdev=1.030697, range=[-1.988049,2.290129], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=-0.035140, stdev=1.063904, range=[-2.728553,2.878782], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=-0.200903, stdev=0.868058, range=[-2.350268,1.694346], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=0.014633, stdev=0.905974, range=[-2.188686,3.202127], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=-0.113190, stdev=0.962628, range=[-2.715705,1.945943], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=0.153045, stdev=1.012576, range=[-2.017935,3.017231], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=-0.027203, stdev=1.120472, range=[-2.885343,2.748819], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=-0.058653, stdev=0.940265, range=[-2.467751,2.426737], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=-0.074955, stdev=0.987119, range=[-2.574786,2.047600], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of 100, average=-0.144934, stdev=1.009619, range=[-3.071692,1.878423], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of 100, average=0.075445, stdev=1.040893, range=[-2.734170,2.518197], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of 100, average=-0.072487, stdev=0.965784, range=[-2.313177,2.691938], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 100, average=-0.295083, stdev=0.971376, range=[-2.654414,2.509800], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 100, average=-0.144553, stdev=0.953538, range=[-1.999790,3.409428], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 100, average=-0.047397, stdev=0.919233, range=[-2.114511,2.479992], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 100, average=0.017136, stdev=1.001703, range=[-2.395115,2.488922], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 100, average=0.064345, stdev=0.954900, range=[-2.545479,2.231376], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 100, average=-0.018731, stdev=0.998574, range=[-2.498809,2.880847], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of 100, average=-0.240461, stdev=1.119727, range=[-2.994990,2.703790], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of 100, average=-0.091355, stdev=1.122161, range=[-3.446211,2.675078], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of 100, average=-0.142109, stdev=0.958233, range=[-2.191967,2.508387], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of 100, average=0.079644, stdev=0.939365, range=[-2.518861,2.575874], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of 100, average=-0.082658, stdev=0.999737, range=[-3.698876,2.848622], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of 100, average=-0.057540, stdev=1.147305, range=[-3.087292,2.219784], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of 100, average=0.150099, stdev=0.869158, range=[-1.759194,2.187387], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of 100, average=0.041848, stdev=1.090365, range=[-2.351874,3.312741], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of 100, average=0.037014, stdev=0.933806, range=[-1.882575,2.837060], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of 100, average=0.066769, stdev=0.939031, range=[-2.035916,2.120136], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 100, average=0.170658, stdev=1.089066, range=[-3.449887,2.852115], active=1
