covariate 1:   name=covariate1, type=float, missing=  1 of  10, average=0.136187, stdev=1.257659, range=[-1.912687,2.406712], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of  10, average=0.128938, stdev=0.847116, range=[-1.605558,1.305857], active=1
covariate 29:  name=covariate29, type=float, missing=  1 of  10, average=-0.081754, stdev=0.927729, range=[-1.676443,1.319435], active=1
covariate 30:  name=covariate30, type=float, missing=  1 of  10, average=-0.258640, stdev=0.710179, range=[-1.733702,0.711438], active=1
covariate 31:  name=covariate31, type=float, missing=  2 of  10, average=-0.075438, stdev=0.910351, range=[-1.721501,1.356694], active=1
covariate 32:  name=covariate32, type=float, missing=  1 of  10, average=-0.019904, stdev=0.932197, range=[-1.432742,1.181466], active=1
covariate 33:  name=covariate33, type=float, missing=  1 of  10, average=0.028485, stdev=1.045253, range=[-2.269942,1.132645], active=1
covariate 34:  name=covariate34, type=float, missing=  2 of  10, average=-0.036255, stdev=0.914687, range=[-1.563952,1.451684], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of  10, average=0.020974, stdev=1.397089, range=[-2.777585,2.229137], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of  10, average=0.132116, stdev=0.662098, range=[-0.821408,1.052772], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of  10, average=-0.450288, stdev=0.925087, range=[-2.244565,0.601222], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of  10, average=0.293214, stdev=1.121818, range=[-1.860956,2.022840], active=1
covariate 39:  name=covariate39, type=float, missing=  2 of  10, average=-0.449166, stdev=1.119951, range=[-2.374140,0.519643], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of  10, average=-0.074227, stdev=0.822699, range=[-1.288925,1.502782], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of  10, average=0.638059, stdev=0.654763, range=[-0.640740,1.742901], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of  10, average=0.305153, stdev=0.971853, range=[-1.013404,2.451867], active=1
covariate 43:  name=covariate43, type=float, missing=  1 of  10, average=-0.203948, stdev=1.026808, range=[-1.483553,2.104031], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of  10, average=-0.262231, stdev=0.851116, range=[-1.793816,0.740591], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of  10, average=-0.013111, stdev=0.862769, range=[-1.694631,1.059220], active=1
covariate 46:  name=covariate46, type=float, missing=  2 of  10, average=-0.561896, stdev=0.729279, range=[-1.350856,0.824692], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of  10, average=-0.144873, stdev=0.594064, range=[-1.629517,0.528359], active=1
covariate 48:  name=covariate48, type=float, missing=  1 of  10, average=-0.060598, stdev=0.705085, range=[-1.538896,1.008193], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of  10, average=-0.703658, stdev=1.102693, range=[-2.675676,0.930868], active=1
covariate 50:  name=covariate50, type=float, missing=  1 of  10, average=0.297458, stdev=0.695495, range=[-0.693388,1.497429], active=1
covariate 51:  name=covariate51, type=float, missing=  1 of  10, average=-0.609649, stdev=0.883458, range=[-1.863246,1.108671], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of  10, average=-0.019836, stdev=0.896341, range=[-2.135071,1.004202], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of  10, average=-0.190902, stdev=0.553185, range=[-1.228068,0.637785], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of  10, average=-0.017715, stdev=0.553592, range=[-0.890779,0.746709], active=1
covariate 55:  name=covariate55, type=float, missing=  1 of  10, average=-0.339725, stdev=0.830584, range=[-1.656679,0.749476], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of  10, average=-0.414183, stdev=0.699329, range=[-2.038839,0.307687], active=1
covariate 57:  name=covariate57, type=float, missing=  1 of  10, average=-0.524269, stdev=0.884274, range=[-1.609973,0.776031], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of  10, average=-0.113787, stdev=1.347943, range=[-3.227454,1.846434], active=1
covariate 59:  name=covariate59, type=float, missing=  1 of  10, average=-0.147844, stdev=1.223692, range=[-1.780389,2.375841], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of  10, average=-0.197730, stdev=1.269414, range=[-1.545115,2.293810], active=1
