covariate 1:   name=covariate1, type=float, missing=  7 of 100, average=-0.178047, stdev=1.000870, range=[-3.445003,1.772670], active=1
covariate 17:  name=covariate17, type=float, missing=  5 of 100, average=-0.025546, stdev=0.936867, range=[-2.672582,2.409198], active=1
covariate 18:  name=covariate18, type=float, missing=  2 of 100, average=0.215461, stdev=0.989528, range=[-2.068484,3.249419], active=1
covariate 19:  name=covariate19, type=float, missing=  5 of 100, average=0.071494, stdev=0.934808, range=[-2.056481,2.700068], active=1
covariate 20:  name=covariate20, type=float, missing=  3 of 100, average=0.103554, stdev=0.898811, range=[-2.039563,2.787169], active=1
covariate 21:  name=covariate21, type=float, missing=  3 of 100, average=0.074298, stdev=1.082343, range=[-2.945615,2.544293], active=1
covariate 22:  name=covariate22, type=float, missing=  8 of 100, average=0.162849, stdev=1.108445, range=[-3.322208,2.643934], active=1
covariate 23:  name=covariate23, type=float, missing=  8 of 100, average=-0.100337, stdev=0.984344, range=[-2.445148,2.005286], active=1
covariate 24:  name=covariate24, type=float, missing=  5 of 100, average=0.097249, stdev=1.003965, range=[-3.222320,2.364126], active=1
covariate 25:  name=covariate25, type=float, missing=  2 of 100, average=-0.073678, stdev=0.910499, range=[-2.499165,2.389720], active=1
covariate 26:  name=covariate26, type=float, missing=  4 of 100, average=0.126111, stdev=1.066903, range=[-2.297404,2.845345], active=1
covariate 27:  name=covariate27, type=float, missing=  1 of 100, average=0.106678, stdev=1.018568, range=[-2.337012,3.181721], active=1
covariate 28:  name=covariate28, type=float, missing=  4 of 100, average=0.165134, stdev=1.047637, range=[-1.674794,3.813134], active=1
covariate 29:  name=covariate29, type=float, missing=  8 of 100, average=0.147732, stdev=0.887957, range=[-1.939833,2.099236], active=1
covariate 30:  name=covariate30, type=float, missing=  4 of 100, average=0.203690, stdev=1.023893, range=[-2.314201,2.846062], active=1
covariate 31:  name=covariate31, type=float, missing=  3 of 100, average=-0.065501, stdev=0.977136, range=[-3.153341,2.745575], active=1
covariate 32:  name=covariate32, type=float, missing=  5 of 100, average=0.112382, stdev=0.992953, range=[-2.460294,2.375577], active=1
covariate 33:  name=covariate33, type=float, missing=  8 of 100, average=0.064652, stdev=1.089538, range=[-2.492256,2.272694], active=1
covariate 34:  name=covariate34, type=float, missing=  5 of 100, average=0.087253, stdev=0.918933, range=[-2.019744,2.837184], active=1
covariate 35:  name=covariate35, type=float, missing=  2 of 100, average=-0.000262, stdev=0.897803, range=[-2.660657,2.546240], active=1
covariate 36:  name=covariate36, type=float, missing=  3 of 100, average=0.063468, stdev=1.054352, range=[-1.993725,3.639445], active=1
covariate 37:  name=covariate37, type=float, missing=  2 of 100, average=0.203281, stdev=1.000673, range=[-2.710556,2.224530], active=1
covariate 38:  name=covariate38, type=float, missing=  4 of 100, average=0.005414, stdev=1.055804, range=[-2.576834,2.289044], active=1
covariate 39:  name=covariate39, type=float, missing=  4 of 100, average=0.083974, stdev=0.925407, range=[-2.572781,2.546499], active=1
covariate 40:  name=covariate40, type=float, missing=  6 of 100, average=0.003461, stdev=0.964079, range=[-2.073432,1.745829], active=1
covariate 41:  name=covariate41, type=float, missing=  3 of 100, average=0.129236, stdev=0.847615, range=[-1.976768,2.039218], active=1
covariate 42:  name=covariate42, type=float, missing=  6 of 100, average=-0.036378, stdev=1.077979, range=[-3.230777,2.858766], active=1
covariate 43:  name=covariate43, type=float, missing=  4 of 100, average=-0.082941, stdev=0.991758, range=[-2.218342,2.830918], active=1
covariate 44:  name=covariate44, type=float, missing=  3 of 100, average=-0.189274, stdev=0.942391, range=[-2.414548,1.989354], active=1
covariate 45:  name=covariate45, type=float, missing= 11 of 100, average=-0.238136, stdev=0.882355, range=[-2.215454,1.734722], active=1
covariate 46:  name=covariate46, type=float, missing=  4 of 100, average=-0.090380, stdev=0.943694, range=[-2.169167,1.958853], active=1
covariate 47:  name=covariate47, type=float, missing=  5 of 100, average=0.067625, stdev=0.940695, range=[-2.348843,1.915331], active=1
covariate 48:  name=covariate48, type=float, missing=  6 of 100, average=-0.010753, stdev=1.042690, range=[-3.142322,3.002578], active=1
covariate 49:  name=covariate49, type=float, missing=  4 of 100, average=0.057529, stdev=1.043815, range=[-2.416758,2.415604], active=1
covariate 50:  name=covariate50, type=float, missing=  2 of 100, average=-0.034968, stdev=1.111575, range=[-2.636754,2.698763], active=1
covariate 51:  name=covariate51, type=float, missing=  3 of 100, average=-0.159747, stdev=1.056307, range=[-2.798659,2.609339], active=1
covariate 52:  name=covariate52, type=float, missing=  4 of 100, average=-0.069400, stdev=0.991140, range=[-2.528606,2.564755], active=1
covariate 53:  name=covariate53, type=float, missing=  3 of 100, average=-0.145814, stdev=1.010969, range=[-3.575387,2.551703], active=1
covariate 54:  name=covariate54, type=float, missing=  5 of 100, average=0.094935, stdev=1.011986, range=[-2.146502,3.253488], active=1
covariate 55:  name=covariate55, type=float, missing=  5 of 100, average=0.019144, stdev=1.157167, range=[-3.655938,2.278846], active=1
covariate 56:  name=covariate56, type=float, missing=  7 of 100, average=-0.130135, stdev=0.992511, range=[-3.141130,2.701921], active=1
covariate 57:  name=covariate57, type=float, missing= 13 of 100, average=-0.039839, stdev=0.972680, range=[-2.165145,2.218726], active=1
covariate 58:  name=covariate58, type=float, missing=  4 of 100, average=-0.184674, stdev=1.064959, range=[-2.617860,2.893079], active=1
covariate 59:  name=covariate59, type=float, missing=  5 of 100, average=-0.026654, stdev=0.938418, range=[-3.067482,2.061126], active=1
covariate 60:  name=covariate60, type=float, missing=  2 of 100, average=0.063974, stdev=1.002632, range=[-2.260341,2.376899], active=1
