covariate 1:   name=covariate1, type=float, missing=  0 of  50, average=-0.070179, stdev=0.954204, range=[-2.059527,3.330812], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of  50, average=0.020509, stdev=0.961935, range=[-1.796864,3.443450], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of  50, average=-0.045943, stdev=1.122957, range=[-2.479857,2.313193], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of  50, average=-0.015264, stdev=0.832417, range=[-1.667829,1.748809], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of  50, average=-0.219675, stdev=1.068058, range=[-2.542231,1.887840], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of  50, average=-0.004663, stdev=1.051986, range=[-2.742104,2.050594], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of  50, average=-0.140005, stdev=0.900669, range=[-2.169400,1.845506], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of  50, average=-0.018814, stdev=0.976432, range=[-1.877745,2.467618], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of  50, average=0.074972, stdev=0.815230, range=[-1.724696,1.878646], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of  50, average=0.184398, stdev=0.956259, range=[-2.037251,2.034811], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of  50, average=0.023566, stdev=0.994065, range=[-1.815244,2.111187], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of  50, average=-0.067272, stdev=1.028003, range=[-3.259503,2.147201], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of  50, average=0.006005, stdev=0.930555, range=[-1.805101,2.005978], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of  50, average=-0.100597, stdev=1.189332, range=[-2.943746,1.696142], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of  50, average=0.395403, stdev=0.862605, range=[-1.734541,2.091778], active=1
