covariate 1:   name=covariate1, type=float, missing=  4 of 100, average=-0.089545, stdev=1.022675, range=[-2.471977,2.727259], active=1
covariate 45:  name=covariate45, type=float, missing=  4 of 100, average=-0.041196, stdev=1.051522, range=[-2.639688,2.313005], active=1
covariate 46:  name=covariate46, type=float, missing=  4 of 100, average=-0.054160, stdev=0.952481, range=[-2.270310,2.484158], active=1
covariate 47:  name=covariate47, type=float, missing=  5 of 100, average=0.099475, stdev=0.962849, range=[-2.509613,2.383508], active=1
covariate 48:  name=covariate48, type=float, missing=  3 of 100, average=0.218346, stdev=1.056283, range=[-3.020108,3.404337], active=1
covariate 49:  name=covariate49, type=float, missing=  6 of 100, average=0.072499, stdev=0.853561, range=[-1.875172,2.352644], active=1
covariate 50:  name=covariate50, type=float, missing=  4 of 100, average=0.201215, stdev=1.106144, range=[-2.508885,2.911552], active=1
covariate 51:  name=covariate51, type=float, missing=  6 of 100, average=0.091779, stdev=0.889144, range=[-2.212734,2.454165], active=1
covariate 52:  name=covariate52, type=float, missing=  6 of 100, average=0.008897, stdev=1.021016, range=[-2.844024,3.035543], active=1
covariate 53:  name=covariate53, type=float, missing=  2 of 100, average=-0.251446, stdev=1.132849, range=[-3.723740,2.259411], active=1
covariate 54:  name=covariate54, type=float, missing=  4 of 100, average=-0.097105, stdev=0.943277, range=[-2.269440,2.471308], active=1
covariate 55:  name=covariate55, type=float, missing=  4 of 100, average=0.067724, stdev=0.951240, range=[-2.244185,2.438940], active=1
covariate 56:  name=covariate56, type=float, missing=  8 of 100, average=-0.113618, stdev=1.028670, range=[-2.727402,2.925682], active=1
covariate 57:  name=covariate57, type=float, missing=  4 of 100, average=-0.130339, stdev=0.982149, range=[-2.477338,2.252915], active=1
covariate 58:  name=covariate58, type=float, missing=  2 of 100, average=-0.043091, stdev=1.081915, range=[-2.760651,2.565714], active=1
covariate 59:  name=covariate59, type=float, missing=  6 of 100, average=-0.175730, stdev=1.002783, range=[-2.333035,2.472233], active=1
covariate 60:  name=covariate60, type=float, missing=  6 of 100, average=0.144796, stdev=1.031559, range=[-3.452187,3.541369], active=1
covariate 61:  name=covariate61, type=float, missing=  3 of 100, average=0.028789, stdev=1.045917, range=[-2.563460,2.513351], active=1
covariate 62:  name=covariate62, type=float, missing=  2 of 100, average=0.069742, stdev=1.024077, range=[-3.307219,2.107768], active=1
covariate 63:  name=covariate63, type=float, missing=  3 of 100, average=-0.029455, stdev=0.951336, range=[-2.024837,2.096834], active=1
covariate 64:  name=covariate64, type=float, missing=  7 of 100, average=-0.023752, stdev=0.920127, range=[-2.020773,2.596862], active=1
covariate 65:  name=covariate65, type=float, missing=  4 of 100, average=-0.042756, stdev=1.073950, range=[-2.453265,3.521441], active=1
covariate 66:  name=covariate66, type=float, missing=  7 of 100, average=0.139346, stdev=0.969059, range=[-1.870703,2.635264], active=1
covariate 67:  name=covariate67, type=float, missing=  6 of 100, average=0.078501, stdev=0.929654, range=[-2.953040,2.519174], active=1
covariate 68:  name=covariate68, type=float, missing=  4 of 100, average=0.161570, stdev=1.005725, range=[-2.208159,2.122080], active=1
covariate 69:  name=covariate69, type=float, missing=  7 of 100, average=-0.029118, stdev=0.875987, range=[-2.192491,2.219938], active=1
covariate 70:  name=covariate70, type=float, missing=  5 of 100, average=-0.121536, stdev=0.997130, range=[-3.089708,2.371778], active=1
covariate 71:  name=covariate71, type=float, missing=  3 of 100, average=0.000678, stdev=0.964545, range=[-3.300897,1.933390], active=1
covariate 72:  name=covariate72, type=float, missing=  5 of 100, average=-0.052874, stdev=0.950298, range=[-2.430912,2.386883], active=1
covariate 73:  name=covariate73, type=float, missing= 10 of 100, average=0.059650, stdev=0.892263, range=[-1.962599,1.911903], active=1
covariate 74:  name=covariate74, type=float, missing=  6 of 100, average=-0.290956, stdev=1.132729, range=[-3.349618,2.462185], active=1
covariate 75:  name=covariate75, type=float, missing=  8 of 100, average=0.107394, stdev=0.963518, range=[-2.993342,2.291190], active=1
covariate 76:  name=covariate76, type=float, missing=  4 of 100, average=0.048900, stdev=0.983652, range=[-2.474654,2.783823], active=1
covariate 77:  name=covariate77, type=float, missing=  4 of 100, average=0.045578, stdev=0.876974, range=[-2.708696,2.261567], active=1
covariate 78:  name=covariate78, type=float, missing=  4 of 100, average=-0.008171, stdev=0.979522, range=[-2.128255,2.792883], active=1
covariate 79:  name=covariate79, type=float, missing=  1 of 100, average=0.085428, stdev=1.114417, range=[-2.950477,2.711931], active=1
covariate 80:  name=covariate80, type=float, missing= 13 of 100, average=-0.116715, stdev=1.127778, range=[-2.284424,2.677316], active=1
covariate 81:  name=covariate81, type=float, missing=  3 of 100, average=0.005730, stdev=0.986081, range=[-2.556643,2.922621], active=1
covariate 82:  name=covariate82, type=float, missing=  3 of 100, average=0.075381, stdev=0.934760, range=[-1.980020,2.451267], active=1
covariate 83:  name=covariate83, type=float, missing=  4 of 100, average=0.008010, stdev=1.097386, range=[-3.157865,2.474808], active=1
covariate 84:  name=covariate84, type=float, missing=  4 of 100, average=-0.004496, stdev=1.020682, range=[-3.205275,2.357671], active=1
covariate 85:  name=covariate85, type=float, missing=  5 of 100, average=-0.150500, stdev=1.055547, range=[-3.094651,2.053910], active=1
covariate 86:  name=covariate86, type=float, missing=  7 of 100, average=-0.041910, stdev=0.963134, range=[-2.679076,2.047496], active=1
covariate 87:  name=covariate87, type=float, missing=  3 of 100, average=-0.082240, stdev=0.902832, range=[-2.341564,1.997862], active=1
covariate 88:  name=covariate88, type=float, missing=  3 of 100, average=-0.094850, stdev=0.908108, range=[-2.416557,2.191233], active=1
covariate 89:  name=covariate89, type=float, missing=  3 of 100, average=0.122483, stdev=1.020147, range=[-2.665816,2.694737], active=1
covariate 90:  name=covariate90, type=float, missing=  5 of 100, average=0.033594, stdev=1.070561, range=[-1.935116,2.889206], active=1
covariate 91:  name=covariate91, type=float, missing=  4 of 100, average=0.125332, stdev=1.013474, range=[-2.066469,2.978433], active=1
covariate 92:  name=covariate92, type=float, missing=  6 of 100, average=-0.037091, stdev=0.922616, range=[-2.389068,2.444342], active=1
covariate 93:  name=covariate93, type=float, missing=  5 of 100, average=0.134506, stdev=1.086146, range=[-2.147512,3.217816], active=1
covariate 94:  name=covariate94, type=float, missing=  1 of 100, average=0.043674, stdev=0.974230, range=[-2.295225,2.895891], active=1
covariate 95:  name=covariate95, type=float, missing=  6 of 100, average=0.015344, stdev=1.092767, range=[-2.404542,2.510435], active=1
covariate 96:  name=covariate96, type=float, missing=  7 of 100, average=0.004227, stdev=0.888687, range=[-1.977651,2.358114], active=1
covariate 97:  name=covariate97, type=float, missing=  5 of 100, average=0.144652, stdev=0.917931, range=[-1.914261,2.637280], active=1
covariate 98:  name=covariate98, type=float, missing=  4 of 100, average=-0.027351, stdev=0.936181, range=[-2.205605,2.748000], active=1
covariate 99:  name=covariate99, type=float, missing= 13 of 100, average=0.056008, stdev=1.070422, range=[-2.818793,2.371380], active=1
covariate 100: name=covariate100, type=float, missing=  5 of 100, average=-0.053679, stdev=1.006895, range=[-2.217932,2.075778], active=1
