covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.006376, stdev=0.964114, range=[-2.608055,2.182007], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 100, average=0.005747, stdev=1.097945, range=[-2.402170,2.284625], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 100, average=-0.050299, stdev=1.007265, range=[-3.877039,2.361089], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 100, average=-0.216763, stdev=1.042914, range=[-3.768673,2.786462], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 100, average=-0.183122, stdev=0.993123, range=[-2.577837,2.660764], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 100, average=-0.109701, stdev=0.869560, range=[-2.527544,2.229294], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 100, average=0.060771, stdev=0.925533, range=[-1.982648,2.629736], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of 100, average=-0.037701, stdev=1.007664, range=[-2.623249,2.432561], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of 100, average=0.002289, stdev=1.006215, range=[-2.391097,2.079521], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of 100, average=-0.060064, stdev=0.997049, range=[-2.417063,2.922410], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of 100, average=-0.022111, stdev=0.924340, range=[-2.694913,2.308230], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of 100, average=-0.024884, stdev=1.034247, range=[-2.916494,1.981828], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of 100, average=-0.011920, stdev=1.007560, range=[-2.175231,2.817147], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of 100, average=-0.072545, stdev=1.066447, range=[-2.390120,2.282086], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of 100, average=-0.026160, stdev=0.876263, range=[-2.337711,2.283715], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of 100, average=-0.148613, stdev=1.059518, range=[-3.197156,2.346807], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of 100, average=-0.017959, stdev=1.048791, range=[-3.217706,2.620592], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 100, average=-0.135472, stdev=0.887405, range=[-2.056153,2.548519], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of 100, average=-0.035437, stdev=0.950831, range=[-2.113363,1.940672], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of 100, average=-0.036805, stdev=0.914362, range=[-2.893150,1.962473], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of 100, average=0.074354, stdev=0.959562, range=[-2.288396,2.550761], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of 100, average=0.193650, stdev=1.019117, range=[-2.640927,2.687001], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of 100, average=0.034985, stdev=0.966015, range=[-2.312888,2.024474], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of 100, average=-0.068041, stdev=0.999564, range=[-2.996267,2.313268], active=1
covariate 67:  name=covariate67, type=float, missing=  0 of 100, average=0.171187, stdev=0.986721, range=[-2.063753,3.033055], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of 100, average=0.034322, stdev=1.105147, range=[-2.673794,2.599433], active=1
covariate 69:  name=covariate69, type=float, missing=  0 of 100, average=0.095862, stdev=0.921407, range=[-1.868640,2.626404], active=1
covariate 70:  name=covariate70, type=float, missing=  0 of 100, average=-0.169045, stdev=1.001676, range=[-2.639028,3.420196], active=1
covariate 71:  name=covariate71, type=float, missing=  0 of 100, average=0.056570, stdev=0.859793, range=[-1.661162,2.560481], active=1
covariate 72:  name=covariate72, type=float, missing=  0 of 100, average=0.185822, stdev=0.927919, range=[-2.035524,2.638761], active=1
covariate 73:  name=covariate73, type=float, missing=  0 of 100, average=-0.074708, stdev=0.951868, range=[-2.076806,1.925922], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of 100, average=-0.032593, stdev=1.005182, range=[-2.494784,3.499602], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of 100, average=-0.018295, stdev=1.006785, range=[-2.203438,2.491333], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of 100, average=0.095644, stdev=0.877394, range=[-1.684608,2.744909], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of 100, average=0.179587, stdev=1.069992, range=[-2.662896,3.009293], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of 100, average=0.030653, stdev=1.021911, range=[-2.433231,3.016377], active=1
covariate 79:  name=covariate79, type=float, missing=  0 of 100, average=0.181439, stdev=0.920860, range=[-1.737577,2.488758], active=1
covariate 80:  name=covariate80, type=float, missing=  0 of 100, average=-0.001236, stdev=0.958654, range=[-2.326957,2.710487], active=1
covariate 81:  name=covariate81, type=float, missing=  0 of 100, average=-0.170748, stdev=0.858979, range=[-2.549900,1.738498], active=1
covariate 82:  name=covariate82, type=float, missing=  0 of 100, average=-0.139081, stdev=0.922850, range=[-2.089356,1.952419], active=1
covariate 83:  name=covariate83, type=float, missing=  0 of 100, average=0.047036, stdev=0.948255, range=[-2.399906,2.784598], active=1
covariate 84:  name=covariate84, type=float, missing=  0 of 100, average=0.143772, stdev=1.069221, range=[-2.606811,2.479655], active=1
covariate 85:  name=covariate85, type=float, missing=  0 of 100, average=0.113090, stdev=0.886736, range=[-2.124164,2.731019], active=1
covariate 86:  name=covariate86, type=float, missing=  0 of 100, average=-0.074830, stdev=0.994949, range=[-2.510876,2.617648], active=1
covariate 87:  name=covariate87, type=float, missing=  0 of 100, average=0.119585, stdev=1.035623, range=[-1.948111,3.155953], active=1
covariate 88:  name=covariate88, type=float, missing=  0 of 100, average=0.004915, stdev=1.076468, range=[-4.084089,3.242154], active=1
covariate 89:  name=covariate89, type=float, missing=  0 of 100, average=-0.114700, stdev=0.926026, range=[-2.061773,2.278500], active=1
covariate 90:  name=covariate90, type=float, missing=  0 of 100, average=0.061982, stdev=1.009715, range=[-2.564270,2.978184], active=1
covariate 91:  name=covariate91, type=float, missing=  0 of 100, average=0.118174, stdev=1.055523, range=[-2.253465,4.111716], active=1
covariate 92:  name=covariate92, type=float, missing=  0 of 100, average=-0.036693, stdev=0.900647, range=[-2.384428,1.963534], active=1
covariate 93:  name=covariate93, type=float, missing=  0 of 100, average=-0.076793, stdev=0.962583, range=[-2.756543,1.976295], active=1
covariate 94:  name=covariate94, type=float, missing=  0 of 100, average=0.069685, stdev=1.010893, range=[-2.546690,3.355139], active=1
covariate 95:  name=covariate95, type=float, missing=  0 of 100, average=-0.043379, stdev=0.893691, range=[-2.011458,1.889486], active=1
covariate 96:  name=covariate96, type=float, missing=  0 of 100, average=-0.123737, stdev=0.984735, range=[-2.283531,2.253592], active=1
covariate 97:  name=covariate97, type=float, missing=  0 of 100, average=-0.033931, stdev=0.864871, range=[-2.216873,1.794954], active=1
covariate 98:  name=covariate98, type=float, missing=  0 of 100, average=-0.012093, stdev=1.047044, range=[-2.404473,3.244395], active=1
covariate 99:  name=covariate99, type=float, missing=  0 of 100, average=-0.069854, stdev=1.136067, range=[-3.554081,3.195618], active=1
covariate 100: name=covariate100, type=float, missing=  0 of 100, average=-0.107047, stdev=1.000462, range=[-3.087631,2.927872], active=1
