covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.028643, stdev=1.035443, range=[-3.039989,2.280683], active=1
covariate 71:  name=covariate71, type=float, missing=  0 of 100, average=-0.142735, stdev=1.011477, range=[-3.363666,2.122939], active=1
covariate 72:  name=covariate72, type=float, missing=  0 of 100, average=0.027706, stdev=0.927708, range=[-2.507810,2.389010], active=1
covariate 73:  name=covariate73, type=float, missing=  0 of 100, average=0.046910, stdev=0.892336, range=[-2.724752,1.983100], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of 100, average=0.014554, stdev=0.976668, range=[-2.065478,2.281771], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of 100, average=-0.034754, stdev=1.001392, range=[-2.610326,2.445217], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of 100, average=0.177457, stdev=1.103963, range=[-2.194024,4.742885], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of 100, average=-0.030360, stdev=0.984644, range=[-2.364350,2.512114], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of 100, average=-0.043534, stdev=0.893739, range=[-1.957315,2.025331], active=1
covariate 79:  name=covariate79, type=float, missing=  0 of 100, average=0.060064, stdev=1.172241, range=[-3.022525,3.259312], active=1
covariate 80:  name=covariate80, type=float, missing=  0 of 100, average=0.051110, stdev=0.989584, range=[-2.585712,2.840470], active=1
