covariate 1:   name=covariate1, type=float, missing=  3 of  50, average=0.239873, stdev=0.872167, range=[-1.706347,2.457666], active=1
covariate 85:  name=covariate85, type=float, missing=  2 of  50, average=0.153554, stdev=1.147803, range=[-2.411139,2.213402], active=1
covariate 86:  name=covariate86, type=float, missing=  3 of  50, average=-0.112904, stdev=1.101346, range=[-2.374043,2.892636], active=1
covariate 87:  name=covariate87, type=float, missing=  3 of  50, average=0.126857, stdev=1.021134, range=[-2.048737,2.177750], active=1
covariate 88:  name=covariate88, type=float, missing=  3 of  50, average=0.023907, stdev=1.067674, range=[-2.617948,2.361815], active=1
covariate 89:  name=covariate89, type=float, missing=  4 of  50, average=-0.076933, stdev=0.809028, range=[-2.091427,1.908695], active=1
covariate 90:  name=covariate90, type=float, missing=  3 of  50, average=0.236233, stdev=0.912521, range=[-1.508450,2.261855], active=1
covariate 91:  name=covariate91, type=float, missing=  1 of  50, average=0.100150, stdev=1.079354, range=[-2.121013,2.728202], active=1
covariate 92:  name=covariate92, type=float, missing=  4 of  50, average=0.162055, stdev=1.027086, range=[-1.863650,2.538215], active=1
covariate 93:  name=covariate93, type=float, missing=  3 of  50, average=-0.237241, stdev=0.982760, range=[-2.601519,1.738529], active=1
covariate 94:  name=covariate94, type=float, missing=  4 of  50, average=-0.197567, stdev=0.862636, range=[-2.368379,1.639428], active=1
covariate 95:  name=covariate95, type=float, missing=  2 of  50, average=-0.021124, stdev=0.807591, range=[-2.496366,1.463138], active=1
covariate 96:  name=covariate96, type=float, missing=  0 of  50, average=0.183895, stdev=1.035323, range=[-2.292043,2.358717], active=1
covariate 97:  name=covariate97, type=float, missing=  4 of  50, average=0.059831, stdev=1.183708, range=[-2.923204,2.573563], active=1
covariate 98:  name=covariate98, type=float, missing=  3 of  50, average=-0.076828, stdev=1.255248, range=[-4.335343,2.508214], active=1
covariate 99:  name=covariate99, type=float, missing=  3 of  50, average=-0.054160, stdev=1.065572, range=[-2.665719,1.802050], active=1
covariate 100: name=covariate100, type=float, missing=  1 of  50, average=0.013089, stdev=1.013231, range=[-2.336315,2.673459], active=1
