covariate 1:   name=covariate1, type=float, missing=  0 of  50, average=-0.070179, stdev=0.954204, range=[-2.059527,3.330812], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of  50, average=0.020509, stdev=0.961935, range=[-1.796864,3.443450], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of  50, average=-0.045943, stdev=1.122957, range=[-2.479857,2.313193], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of  50, average=-0.015264, stdev=0.832417, range=[-1.667829,1.748809], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of  50, average=-0.219675, stdev=1.068058, range=[-2.542231,1.887840], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of  50, average=-0.004663, stdev=1.051986, range=[-2.742104,2.050594], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of  50, average=-0.140005, stdev=0.900669, range=[-2.169400,1.845506], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of  50, average=-0.018814, stdev=0.976432, range=[-1.877745,2.467618], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of  50, average=0.074972, stdev=0.815230, range=[-1.724696,1.878646], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of  50, average=0.184398, stdev=0.956259, range=[-2.037251,2.034811], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of  50, average=0.023566, stdev=0.994065, range=[-1.815244,2.111187], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of  50, average=-0.067272, stdev=1.028003, range=[-3.259503,2.147201], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of  50, average=0.006005, stdev=0.930555, range=[-1.805101,2.005978], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of  50, average=-0.100597, stdev=1.189332, range=[-2.943746,1.696142], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of  50, average=0.395403, stdev=0.862605, range=[-1.734541,2.091778], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of  50, average=-0.152467, stdev=1.091486, range=[-2.537652,1.625105], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of  50, average=-0.124076, stdev=0.871587, range=[-1.797779,1.864744], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of  50, average=0.048532, stdev=0.887887, range=[-1.594434,2.340310], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of  50, average=-0.160912, stdev=1.183301, range=[-2.931637,2.159314], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of  50, average=0.076505, stdev=0.988994, range=[-1.426751,2.065526], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of  50, average=-0.115666, stdev=0.860415, range=[-2.118833,1.369140], active=1
covariate 67:  name=covariate67, type=float, missing=  0 of  50, average=-0.090302, stdev=1.062790, range=[-2.516351,2.617705], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of  50, average=0.133510, stdev=0.824157, range=[-1.328370,2.666384], active=1
covariate 69:  name=covariate69, type=float, missing=  0 of  50, average=-0.084624, stdev=0.930467, range=[-2.116265,1.789156], active=1
covariate 70:  name=covariate70, type=float, missing=  0 of  50, average=0.096393, stdev=1.009889, range=[-1.585946,2.056229], active=1
covariate 71:  name=covariate71, type=float, missing=  0 of  50, average=-0.004061, stdev=1.116930, range=[-2.424267,2.699909], active=1
covariate 72:  name=covariate72, type=float, missing=  0 of  50, average=0.037044, stdev=0.856073, range=[-1.494725,2.372541], active=1
covariate 73:  name=covariate73, type=float, missing=  0 of  50, average=0.059138, stdev=0.834059, range=[-1.664068,1.823848], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of  50, average=-0.206141, stdev=1.034343, range=[-2.168564,1.994202], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of  50, average=-0.062277, stdev=0.764819, range=[-1.449785,1.480743], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of  50, average=-0.206994, stdev=1.166662, range=[-3.060309,1.939162], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of  50, average=-0.128991, stdev=0.978865, range=[-2.004743,1.857828], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of  50, average=0.104160, stdev=0.916711, range=[-1.734080,2.352889], active=1
covariate 79:  name=covariate79, type=float, missing=  0 of  50, average=0.127543, stdev=1.004312, range=[-1.812803,2.493259], active=1
covariate 80:  name=covariate80, type=float, missing=  0 of  50, average=0.038291, stdev=1.072322, range=[-2.648088,1.996091], active=1
covariate 81:  name=covariate81, type=float, missing=  0 of  50, average=0.118179, stdev=0.808069, range=[-1.929958,1.795284], active=1
covariate 82:  name=covariate82, type=float, missing=  0 of  50, average=-0.070718, stdev=0.843922, range=[-1.415933,2.079508], active=1
covariate 83:  name=covariate83, type=float, missing=  0 of  50, average=0.226760, stdev=1.041103, range=[-2.236278,1.765363], active=1
covariate 84:  name=covariate84, type=float, missing=  0 of  50, average=0.051168, stdev=1.041863, range=[-1.878828,3.782647], active=1
covariate 85:  name=covariate85, type=float, missing=  0 of  50, average=0.161691, stdev=0.887893, range=[-2.017894,1.781681], active=1
covariate 86:  name=covariate86, type=float, missing=  0 of  50, average=0.106887, stdev=1.053503, range=[-1.923832,2.708006], active=1
covariate 87:  name=covariate87, type=float, missing=  0 of  50, average=-0.066074, stdev=0.952231, range=[-2.019238,2.516249], active=1
covariate 88:  name=covariate88, type=float, missing=  0 of  50, average=0.118811, stdev=1.240191, range=[-2.860131,3.622283], active=1
covariate 89:  name=covariate89, type=float, missing=  0 of  50, average=0.019107, stdev=1.032100, range=[-2.087929,2.194643], active=1
covariate 90:  name=covariate90, type=float, missing=  0 of  50, average=-0.192437, stdev=0.981506, range=[-2.907940,1.657065], active=1
covariate 91:  name=covariate91, type=float, missing=  0 of  50, average=-0.057057, stdev=0.850738, range=[-1.997651,1.665584], active=1
covariate 92:  name=covariate92, type=float, missing=  0 of  50, average=-0.095538, stdev=0.871999, range=[-2.024401,2.212634], active=1
covariate 93:  name=covariate93, type=float, missing=  0 of  50, average=0.107054, stdev=0.965838, range=[-2.294103,2.408894], active=1
covariate 94:  name=covariate94, type=float, missing=  0 of  50, average=-0.098902, stdev=0.916981, range=[-2.161283,2.398415], active=1
covariate 95:  name=covariate95, type=float, missing=  0 of  50, average=0.211265, stdev=0.884757, range=[-2.009608,2.115878], active=1
covariate 96:  name=covariate96, type=float, missing=  0 of  50, average=0.069647, stdev=1.111404, range=[-2.284104,2.132190], active=1
covariate 97:  name=covariate97, type=float, missing=  0 of  50, average=0.059713, stdev=1.081443, range=[-2.747863,3.246407], active=1
covariate 98:  name=covariate98, type=float, missing=  0 of  50, average=0.055459, stdev=0.883715, range=[-1.657628,1.495271], active=1
covariate 99:  name=covariate99, type=float, missing=  0 of  50, average=-0.025040, stdev=0.993872, range=[-2.869486,2.162821], active=1
covariate 100: name=covariate100, type=float, missing=  0 of  50, average=-0.178526, stdev=0.885118, range=[-2.477994,1.662873], active=1
