covariate 1:   name=covariate1, type=float, missing=  3 of  50, average=0.104625, stdev=0.924095, range=[-2.314542,1.919794], active=1
covariate 47:  name=covariate47, type=float, missing=  1 of  50, average=-0.299618, stdev=0.935091, range=[-2.047628,1.719342], active=1
covariate 48:  name=covariate48, type=float, missing=  3 of  50, average=-0.193058, stdev=1.000395, range=[-2.920666,2.128563], active=1
covariate 49:  name=covariate49, type=float, missing=  2 of  50, average=-0.088154, stdev=1.118273, range=[-2.507015,2.289700], active=1
covariate 50:  name=covariate50, type=float, missing=  4 of  50, average=-0.043366, stdev=0.886874, range=[-1.913660,1.881778], active=1
covariate 51:  name=covariate51, type=float, missing=  1 of  50, average=-0.084731, stdev=0.743559, range=[-1.710588,2.233443], active=1
covariate 52:  name=covariate52, type=float, missing=  3 of  50, average=0.176167, stdev=0.930818, range=[-2.035620,2.108626], active=1
covariate 53:  name=covariate53, type=float, missing=  5 of  50, average=0.059034, stdev=1.050950, range=[-1.884680,2.588083], active=1
covariate 54:  name=covariate54, type=float, missing=  4 of  50, average=-0.087419, stdev=0.878889, range=[-1.801546,2.259835], active=1
covariate 55:  name=covariate55, type=float, missing=  3 of  50, average=0.101854, stdev=0.743750, range=[-1.569492,1.589279], active=1
covariate 56:  name=covariate56, type=float, missing=  2 of  50, average=-0.077738, stdev=1.133371, range=[-2.751180,2.558930], active=1
covariate 57:  name=covariate57, type=float, missing=  1 of  50, average=-0.160037, stdev=0.964959, range=[-2.326080,1.768659], active=1
covariate 58:  name=covariate58, type=float, missing=  1 of  50, average=0.084766, stdev=0.984985, range=[-2.327078,1.801540], active=1
covariate 59:  name=covariate59, type=float, missing=  6 of  50, average=0.034341, stdev=1.027271, range=[-2.448942,2.879127], active=1
covariate 60:  name=covariate60, type=float, missing=  4 of  50, average=0.068625, stdev=1.074423, range=[-2.351241,2.456442], active=1
covariate 61:  name=covariate61, type=float, missing=  3 of  50, average=-0.006138, stdev=0.997887, range=[-2.127289,2.135221], active=1
covariate 62:  name=covariate62, type=float, missing=  1 of  50, average=0.046221, stdev=0.850969, range=[-1.371389,1.910981], active=1
covariate 63:  name=covariate63, type=float, missing=  3 of  50, average=0.067854, stdev=1.140854, range=[-3.022749,2.239908], active=1
covariate 64:  name=covariate64, type=float, missing=  2 of  50, average=-0.069402, stdev=0.963186, range=[-2.183725,1.843926], active=1
covariate 65:  name=covariate65, type=float, missing=  4 of  50, average=-0.007882, stdev=0.876429, range=[-1.999042,2.411025], active=1
covariate 66:  name=covariate66, type=float, missing=  3 of  50, average=-0.116919, stdev=0.879250, range=[-1.523558,1.404862], active=1
covariate 67:  name=covariate67, type=float, missing=  3 of  50, average=0.242154, stdev=1.002812, range=[-2.410250,2.429764], active=1
covariate 68:  name=covariate68, type=float, missing=  4 of  50, average=-0.203687, stdev=0.702415, range=[-1.397525,1.930775], active=1
covariate 69:  name=covariate69, type=float, missing=  4 of  50, average=-0.058868, stdev=0.980388, range=[-1.959035,1.777315], active=1
covariate 70:  name=covariate70, type=float, missing=  5 of  50, average=0.272564, stdev=0.959206, range=[-1.337915,2.827431], active=1
covariate 71:  name=covariate71, type=float, missing=  3 of  50, average=0.168215, stdev=0.923324, range=[-2.332519,1.991286], active=1
covariate 72:  name=covariate72, type=float, missing=  3 of  50, average=0.151571, stdev=0.966322, range=[-1.756139,2.974867], active=1
covariate 73:  name=covariate73, type=float, missing=  2 of  50, average=0.122528, stdev=0.916760, range=[-2.306604,1.835186], active=1
covariate 74:  name=covariate74, type=float, missing=  1 of  50, average=0.021655, stdev=1.110630, range=[-2.498193,2.464612], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of  50, average=0.059006, stdev=0.872601, range=[-1.949560,2.162343], active=1
covariate 76:  name=covariate76, type=float, missing=  1 of  50, average=-0.143463, stdev=0.851071, range=[-2.022986,1.463923], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of  50, average=0.125477, stdev=0.934845, range=[-2.230277,2.460256], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of  50, average=-0.079692, stdev=0.893912, range=[-1.917614,1.493787], active=1
covariate 79:  name=covariate79, type=float, missing=  1 of  50, average=0.275983, stdev=1.188928, range=[-3.141292,4.437595], active=1
covariate 80:  name=covariate80, type=float, missing=  1 of  50, average=-0.092113, stdev=0.829798, range=[-1.747148,1.688069], active=1
