covariate 1:   name=covariate1, type=float, missing=  0 of  10, average=-0.415845, stdev=0.772880, range=[-1.873493,1.034018], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of  10, average=0.044767, stdev=1.245164, range=[-2.072202,1.739032], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of  10, average=0.206057, stdev=0.976003, range=[-1.914596,1.480255], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of  10, average=0.527603, stdev=1.222465, range=[-0.786922,2.192781], active=1
covariate 43:  name=covariate43, type=float, missing=  2 of  10, average=-0.440521, stdev=1.093303, range=[-1.649347,2.283445], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of  10, average=-0.488286, stdev=1.213363, range=[-2.564523,1.314314], active=1
covariate 45:  name=covariate45, type=float, missing=  1 of  10, average=0.697588, stdev=0.437251, range=[-0.011293,1.435178], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of  10, average=0.289455, stdev=0.599025, range=[-1.063795,0.913862], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of  10, average=-0.014842, stdev=1.052744, range=[-2.265882,1.059382], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of  10, average=-0.042433, stdev=0.491325, range=[-1.030581,0.907909], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of  10, average=0.022079, stdev=0.848877, range=[-1.599521,1.319732], active=1
covariate 50:  name=covariate50, type=float, missing=  1 of  10, average=-0.168515, stdev=0.756496, range=[-1.246203,1.011758], active=1
covariate 51:  name=covariate51, type=float, missing=  1 of  10, average=0.022016, stdev=0.812260, range=[-0.992970,1.364392], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of  10, average=-0.090751, stdev=0.812791, range=[-1.748087,1.184580], active=1
covariate 53:  name=covariate53, type=float, missing=  1 of  10, average=0.286246, stdev=0.576273, range=[-0.557679,1.696577], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of  10, average=0.002825, stdev=1.009076, range=[-1.313273,1.549159], active=1
covariate 55:  name=covariate55, type=float, missing=  1 of  10, average=0.164862, stdev=0.898373, range=[-1.382794,1.680872], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of  10, average=-0.288627, stdev=0.901422, range=[-1.604905,1.512152], active=1
covariate 57:  name=covariate57, type=float, missing=  2 of  10, average=0.090865, stdev=1.128268, range=[-2.390625,1.534535], active=1
covariate 58:  name=covariate58, type=float, missing=  1 of  10, average=0.235566, stdev=1.024427, range=[-1.847611,1.582064], active=1
covariate 59:  name=covariate59, type=float, missing=  1 of  10, average=-0.594563, stdev=0.588634, range=[-1.699443,0.193922], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of  10, average=0.151441, stdev=0.808481, range=[-1.480852,1.196389], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of  10, average=0.283467, stdev=1.018593, range=[-1.007343,2.299135], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of  10, average=0.293107, stdev=0.636642, range=[-0.779507,1.376328], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of  10, average=-0.053572, stdev=0.868044, range=[-1.519110,1.258390], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of  10, average=0.333091, stdev=0.930378, range=[-1.031114,1.753414], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of  10, average=-0.176844, stdev=0.960853, range=[-1.756608,1.803510], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of  10, average=-0.581063, stdev=0.783330, range=[-2.051551,1.067218], active=1
covariate 67:  name=covariate67, type=float, missing=  1 of  10, average=0.185715, stdev=0.651235, range=[-0.702970,1.644567], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of  10, average=0.427324, stdev=0.899179, range=[-1.282156,2.036424], active=1
covariate 69:  name=covariate69, type=float, missing=  0 of  10, average=-0.290371, stdev=0.933396, range=[-2.288896,0.840035], active=1
covariate 70:  name=covariate70, type=float, missing=  0 of  10, average=0.198265, stdev=0.832722, range=[-0.819917,2.016528], active=1
covariate 71:  name=covariate71, type=float, missing=  0 of  10, average=-0.455312, stdev=0.831684, range=[-1.551874,0.877745], active=1
covariate 72:  name=covariate72, type=float, missing=  0 of  10, average=0.119083, stdev=0.904512, range=[-1.437050,1.543264], active=1
covariate 73:  name=covariate73, type=float, missing=  1 of  10, average=-0.092469, stdev=0.551544, range=[-1.078097,0.722146], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of  10, average=-0.032369, stdev=1.225212, range=[-2.660368,1.968379], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of  10, average=0.423797, stdev=1.169264, range=[-1.269518,2.378196], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of  10, average=-0.344800, stdev=0.802325, range=[-1.480145,1.216615], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of  10, average=-0.179810, stdev=0.537760, range=[-1.296092,0.458067], active=1
covariate 78:  name=covariate78, type=float, missing=  2 of  10, average=0.106579, stdev=1.015822, range=[-1.065484,1.879362], active=1
covariate 79:  name=covariate79, type=float, missing=  0 of  10, average=-0.162406, stdev=0.848932, range=[-1.160539,1.173802], active=1
covariate 80:  name=covariate80, type=float, missing=  1 of  10, average=0.164116, stdev=0.885249, range=[-1.055388,1.785167], active=1
