covariate 1:   name=covariate1, type=float, missing=  2 of  50, average=0.012207, stdev=0.875865, range=[-2.603576,2.160114], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of  50, average=0.159173, stdev=1.053729, range=[-2.741245,3.051741], active=1
covariate 23:  name=covariate23, type=float, missing=  8 of  50, average=-0.206650, stdev=0.822709, range=[-1.899181,1.550348], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of  50, average=0.188424, stdev=0.970048, range=[-2.025218,2.205240], active=1
covariate 25:  name=covariate25, type=float, missing=  1 of  50, average=-0.255952, stdev=0.914232, range=[-1.919504,2.854002], active=1
covariate 26:  name=covariate26, type=float, missing=  4 of  50, average=-0.094588, stdev=0.925137, range=[-2.024838,1.802595], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of  50, average=-0.200044, stdev=1.113024, range=[-3.548527,2.330310], active=1
covariate 28:  name=covariate28, type=float, missing=  3 of  50, average=0.081850, stdev=0.978756, range=[-2.500407,1.936728], active=1
covariate 29:  name=covariate29, type=float, missing=  2 of  50, average=-0.025332, stdev=1.127780, range=[-2.567908,2.752122], active=1
covariate 30:  name=covariate30, type=float, missing=  4 of  50, average=0.068011, stdev=0.983233, range=[-1.775445,2.044615], active=1
covariate 31:  name=covariate31, type=float, missing=  5 of  50, average=0.037487, stdev=0.882853, range=[-1.878697,2.879364], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of  50, average=0.004341, stdev=0.969447, range=[-2.071291,1.903331], active=1
covariate 33:  name=covariate33, type=float, missing=  1 of  50, average=0.039504, stdev=1.049588, range=[-2.045122,2.872873], active=1
covariate 34:  name=covariate34, type=float, missing=  4 of  50, average=-0.020914, stdev=1.043807, range=[-2.698375,1.778278], active=1
covariate 35:  name=covariate35, type=float, missing=  3 of  50, average=-0.166015, stdev=1.061613, range=[-3.015072,1.946256], active=1
covariate 36:  name=covariate36, type=float, missing=  3 of  50, average=0.335114, stdev=0.995001, range=[-1.757343,2.483858], active=1
covariate 37:  name=covariate37, type=float, missing=  4 of  50, average=-0.042483, stdev=0.876294, range=[-1.685687,2.541372], active=1
covariate 38:  name=covariate38, type=float, missing=  6 of  50, average=-0.259333, stdev=0.854812, range=[-2.982189,1.227397], active=1
covariate 39:  name=covariate39, type=float, missing=  3 of  50, average=0.028339, stdev=1.118526, range=[-2.353914,2.489313], active=1
covariate 40:  name=covariate40, type=float, missing=  4 of  50, average=0.014512, stdev=1.056300, range=[-2.475259,2.030324], active=1
covariate 41:  name=covariate41, type=float, missing=  2 of  50, average=-0.021909, stdev=0.909426, range=[-2.180050,1.784783], active=1
covariate 42:  name=covariate42, type=float, missing=  4 of  50, average=0.173575, stdev=0.646821, range=[-1.203050,1.574673], active=1
covariate 43:  name=covariate43, type=float, missing=  2 of  50, average=0.003689, stdev=0.975072, range=[-2.372738,2.017164], active=1
covariate 44:  name=covariate44, type=float, missing=  3 of  50, average=-0.118363, stdev=0.942729, range=[-2.369146,3.000884], active=1
covariate 45:  name=covariate45, type=float, missing=  2 of  50, average=-0.118319, stdev=0.969978, range=[-1.916871,2.149431], active=1
covariate 46:  name=covariate46, type=float, missing=  4 of  50, average=0.075202, stdev=0.970108, range=[-3.034139,1.938101], active=1
covariate 47:  name=covariate47, type=float, missing=  3 of  50, average=0.040680, stdev=0.961248, range=[-2.115817,1.926580], active=1
covariate 48:  name=covariate48, type=float, missing=  2 of  50, average=-0.102474, stdev=1.161928, range=[-2.819397,2.797965], active=1
covariate 49:  name=covariate49, type=float, missing=  1 of  50, average=-0.304604, stdev=0.984814, range=[-2.474929,1.794090], active=1
covariate 50:  name=covariate50, type=float, missing=  2 of  50, average=-0.034501, stdev=0.806737, range=[-2.065111,1.827424], active=1
