covariate 1:   name=covariate1, type=float, missing=  1 of  50, average=-0.023121, stdev=1.022174, range=[-2.796751,2.589432], active=1
covariate 46:  name=covariate46, type=float, missing=  2 of  50, average=0.187768, stdev=1.200135, range=[-2.534421,2.598166], active=1
covariate 47:  name=covariate47, type=float, missing=  4 of  50, average=0.029425, stdev=1.031609, range=[-1.965566,2.852974], active=1
covariate 48:  name=covariate48, type=float, missing=  2 of  50, average=-0.130536, stdev=0.974989, range=[-2.431126,1.443183], active=1
covariate 49:  name=covariate49, type=float, missing=  3 of  50, average=-0.044279, stdev=1.061060, range=[-2.186659,3.324668], active=1
covariate 50:  name=covariate50, type=float, missing=  3 of  50, average=-0.114758, stdev=1.054849, range=[-2.540387,2.282642], active=1
covariate 51:  name=covariate51, type=float, missing=  1 of  50, average=-0.172095, stdev=1.024702, range=[-2.023976,2.654148], active=1
covariate 52:  name=covariate52, type=float, missing=  3 of  50, average=-0.217712, stdev=0.897232, range=[-2.087708,1.506205], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of  50, average=-0.256215, stdev=1.057326, range=[-2.911867,1.753064], active=1
covariate 54:  name=covariate54, type=float, missing=  4 of  50, average=-0.148900, stdev=0.914312, range=[-1.929233,1.958867], active=1
covariate 55:  name=covariate55, type=float, missing=  3 of  50, average=0.012973, stdev=1.126006, range=[-3.824585,1.853997], active=1
covariate 56:  name=covariate56, type=float, missing=  2 of  50, average=-0.145205, stdev=0.983475, range=[-2.002737,2.077337], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of  50, average=-0.235610, stdev=1.028509, range=[-2.471084,1.358730], active=1
covariate 58:  name=covariate58, type=float, missing=  3 of  50, average=-0.040082, stdev=1.151258, range=[-2.099408,3.001901], active=1
covariate 59:  name=covariate59, type=float, missing=  3 of  50, average=-0.112474, stdev=1.090348, range=[-3.501692,2.142765], active=1
covariate 60:  name=covariate60, type=float, missing=  3 of  50, average=-0.109050, stdev=1.087239, range=[-2.428927,2.177194], active=1
covariate 61:  name=covariate61, type=float, missing=  1 of  50, average=0.004079, stdev=0.908119, range=[-2.271955,1.645830], active=1
covariate 62:  name=covariate62, type=float, missing=  2 of  50, average=0.037328, stdev=0.888587, range=[-1.723178,1.938023], active=1
covariate 63:  name=covariate63, type=float, missing=  2 of  50, average=0.112814, stdev=1.009290, range=[-2.834104,2.301110], active=1
covariate 64:  name=covariate64, type=float, missing=  2 of  50, average=-0.012918, stdev=1.077369, range=[-3.308284,2.169717], active=1
covariate 65:  name=covariate65, type=float, missing=  4 of  50, average=-0.527882, stdev=1.154203, range=[-3.234599,1.861596], active=1
covariate 66:  name=covariate66, type=float, missing=  2 of  50, average=0.126277, stdev=0.939868, range=[-2.060915,2.327733], active=1
covariate 67:  name=covariate67, type=float, missing=  6 of  50, average=0.102033, stdev=1.297859, range=[-3.102933,3.365369], active=1
covariate 68:  name=covariate68, type=float, missing=  5 of  50, average=0.082245, stdev=1.039182, range=[-2.122840,2.416018], active=1
covariate 69:  name=covariate69, type=float, missing=  1 of  50, average=0.033236, stdev=1.141173, range=[-3.001718,3.008379], active=1
covariate 70:  name=covariate70, type=float, missing=  2 of  50, average=-0.055700, stdev=1.087239, range=[-2.406980,2.173488], active=1
covariate 71:  name=covariate71, type=float, missing=  1 of  50, average=-0.028024, stdev=0.748635, range=[-1.325335,1.641324], active=1
covariate 72:  name=covariate72, type=float, missing=  1 of  50, average=-0.068816, stdev=0.924802, range=[-1.823922,3.073332], active=1
covariate 73:  name=covariate73, type=float, missing=  7 of  50, average=-0.319419, stdev=0.954724, range=[-2.226475,1.950995], active=1
covariate 74:  name=covariate74, type=float, missing=  2 of  50, average=0.155280, stdev=1.050771, range=[-1.900805,2.940591], active=1
covariate 75:  name=covariate75, type=float, missing=  1 of  50, average=0.169324, stdev=1.081231, range=[-2.709634,2.842853], active=1
covariate 76:  name=covariate76, type=float, missing=  2 of  50, average=0.034528, stdev=0.993316, range=[-1.759406,3.020596], active=1
covariate 77:  name=covariate77, type=float, missing=  2 of  50, average=0.085217, stdev=0.896249, range=[-2.399523,2.346725], active=1
covariate 78:  name=covariate78, type=float, missing=  1 of  50, average=0.091287, stdev=1.050274, range=[-2.281634,2.085354], active=1
covariate 79:  name=covariate79, type=float, missing=  1 of  50, average=-0.166469, stdev=0.873077, range=[-2.540444,1.879068], active=1
covariate 80:  name=covariate80, type=float, missing=  4 of  50, average=-0.067950, stdev=0.965029, range=[-1.704323,2.367340], active=1
covariate 81:  name=covariate81, type=float, missing=  3 of  50, average=-0.168237, stdev=1.205116, range=[-2.949633,3.498448], active=1
covariate 82:  name=covariate82, type=float, missing=  0 of  50, average=0.056847, stdev=0.986564, range=[-2.108780,2.103392], active=1
covariate 83:  name=covariate83, type=float, missing=  3 of  50, average=0.175447, stdev=1.112036, range=[-1.800548,3.143428], active=1
covariate 84:  name=covariate84, type=float, missing=  2 of  50, average=-0.182387, stdev=0.856474, range=[-1.725268,2.129607], active=1
covariate 85:  name=covariate85, type=float, missing=  3 of  50, average=-0.041541, stdev=0.926259, range=[-2.965802,1.370077], active=1
covariate 86:  name=covariate86, type=float, missing=  0 of  50, average=-0.094630, stdev=0.977143, range=[-2.234213,1.643139], active=1
covariate 87:  name=covariate87, type=float, missing=  4 of  50, average=-0.098871, stdev=1.101580, range=[-3.569130,1.946826], active=1
covariate 88:  name=covariate88, type=float, missing=  4 of  50, average=0.066465, stdev=0.955648, range=[-2.481473,2.426021], active=1
covariate 89:  name=covariate89, type=float, missing=  3 of  50, average=-0.088443, stdev=1.016913, range=[-2.023233,2.872846], active=1
covariate 90:  name=covariate90, type=float, missing=  2 of  50, average=0.032541, stdev=0.830308, range=[-1.556145,1.808146], active=1
covariate 91:  name=covariate91, type=float, missing=  3 of  50, average=-0.171996, stdev=0.991896, range=[-2.167625,2.008232], active=1
covariate 92:  name=covariate92, type=float, missing=  2 of  50, average=-0.034910, stdev=1.063063, range=[-2.484479,2.827038], active=1
covariate 93:  name=covariate93, type=float, missing=  2 of  50, average=0.159632, stdev=1.156213, range=[-2.179977,3.216138], active=1
covariate 94:  name=covariate94, type=float, missing=  3 of  50, average=-0.034061, stdev=1.038775, range=[-3.380752,2.188070], active=1
covariate 95:  name=covariate95, type=float, missing=  3 of  50, average=-0.035838, stdev=0.907393, range=[-1.761335,1.963446], active=1
covariate 96:  name=covariate96, type=float, missing=  2 of  50, average=0.116774, stdev=0.860989, range=[-1.673307,1.831192], active=1
covariate 97:  name=covariate97, type=float, missing=  3 of  50, average=0.103019, stdev=1.275621, range=[-1.637740,4.893140], active=1
covariate 98:  name=covariate98, type=float, missing=  1 of  50, average=-0.151819, stdev=1.211111, range=[-3.604615,2.474311], active=1
covariate 99:  name=covariate99, type=float, missing=  2 of  50, average=0.001093, stdev=1.122476, range=[-3.445183,2.308879], active=1
covariate 100: name=covariate100, type=float, missing=  7 of  50, average=-0.252134, stdev=1.135886, range=[-2.863562,3.203867], active=1
