covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.107917, stdev=0.926482, range=[-2.603576,2.309053], active=1
covariate 90:  name=covariate90, type=float, missing=  0 of 100, average=0.082050, stdev=1.016262, range=[-2.514150,2.824655], active=1
covariate 91:  name=covariate91, type=float, missing=  0 of 100, average=0.037187, stdev=0.999428, range=[-2.547220,2.520271], active=1
covariate 92:  name=covariate92, type=float, missing=  0 of 100, average=-0.055203, stdev=0.983572, range=[-2.580213,2.170358], active=1
covariate 93:  name=covariate93, type=float, missing=  0 of 100, average=0.107312, stdev=1.105096, range=[-2.590874,2.777450], active=1
covariate 94:  name=covariate94, type=float, missing=  0 of 100, average=0.048313, stdev=0.958356, range=[-2.528633,2.666013], active=1
covariate 95:  name=covariate95, type=float, missing=  0 of 100, average=0.007408, stdev=0.941533, range=[-2.007231,2.750923], active=1
covariate 96:  name=covariate96, type=float, missing=  0 of 100, average=-0.021191, stdev=1.015799, range=[-2.430122,2.572560], active=1
covariate 97:  name=covariate97, type=float, missing=  0 of 100, average=-0.044428, stdev=0.978364, range=[-2.199185,3.224373], active=1
covariate 98:  name=covariate98, type=float, missing=  0 of 100, average=-0.124583, stdev=0.954235, range=[-2.903630,2.440109], active=1
covariate 99:  name=covariate99, type=float, missing=  0 of 100, average=0.057127, stdev=0.908190, range=[-1.795145,2.044221], active=1
covariate 100: name=covariate100, type=float, missing=  0 of 100, average=0.017990, stdev=0.935934, range=[-2.064003,2.285249], active=1
